ATM ID,Category,Description,Title,_id,result,text,raw_result
PROC-5857,Crop production and management and protection,"Understanding and developing techniques for characterising quantitative resistance (QR) in canola cultivars is central to making use of APR gene resistance in addition to major genes. This program will develop a greater understanding of APR gene-by-gene interaction, APR gene by environment interaction, and conditions for and timing of the onset of APR resistance.",Phenotyping for adult plant resistance (APR - quantitative resistance) in canola,6162aa1fe1b7f5c73e6fe8b7,,"Understanding and developing techniques for characterising quantitative resistance (QR) in canola cultivars is central to making use of APR gene resistance in addition to major genes. This program will develop a greater understanding of APR gene-by-gene interaction, APR gene by environment interaction, and conditions for and timing of the onset of APR resistance..Phenotyping for adult plant resistance (APR - quantitative resistance) in canola","[('quantitative resistance canola', 0.7264), ('apr gene gene', 0.4277), ('characterising', -0.0354), ('phenotyping adult plant', 0.3141), ('interaction conditions timing', 0.0734)]"
PROC-9175858,Crop production and management and protection,"Industry access to a reliable, high-throughput phenotyping capacity is a critical component of an effective blackleg improvement effort. This program will support the development of high throughput and accurate blackleg phenotyping methods and facilities using standardised techniques, isolates, controls and well characterised testing environments. The establishment of this infrastructure will enable Australian canola breeders to accelerate and expand efforts to deploy new and durable blackleg resistance and accelerate the delivery of varieties with durable blackleg resistance (including minor APR genes) to Australian growers.",Establishment of critical infrastructures to support the screening for blackleg resistance including fee-for-service pro,6162aa1fe1b7f5c73e6fe8b8,,"Industry access to a reliable, high-throughput phenotyping capacity is a critical component of an effective blackleg improvement effort. This program will support the development of high throughput and accurate blackleg phenotyping methods and facilities using standardised techniques, isolates, controls and well characterised testing environments. The establishment of this infrastructure will enable Australian canola breeders to accelerate and expand efforts to deploy new and durable blackleg resistance and accelerate the delivery of varieties with durable blackleg resistance (including minor APR genes) to Australian growers..Establishment of critical infrastructures to support the screening for blackleg resistance including fee-for-service pro","[('canola breeders accelerate', 0.5731), ('screening blackleg', 0.4245), ('critical infrastructures support', 0.1544), ('resistance including fee', 0.278), ('apr genes australian', 0.3977)]"
ACCC 2019-01,Education and Training Services,Request for tender for the provision of Executive Training and Development Services,Executive Training and Development,6162aa1fe1b7f5c73e6fe8b9,,Request for tender for the provision of Executive Training and Development Services.Executive Training and Development,"[('provision executive training', 0.7088), ('request tender', 0.532), ('development services', 0.4972), ('services executive', 0.5101), ('tender provision executive', 0.6968)]"
Health/18-19/05141,Disease prevention and control,"The aim of this procurement is to increase the knowledge of medical professionals and the public on tick-borne illnesses that are acquired in Australia and overseas, as well provide information on tick bite prevention and safe tick removal methods.",Development of education materials for medical professionals and the public related to tick borne illness in Australia,6162aa1fe1b7f5c73e6fe8ba,,"The aim of this procurement is to increase the knowledge of medical professionals and the public on tick-borne illnesses that are acquired in Australia and overseas, as well provide information on tick bite prevention and safe tick removal methods..Development of education materials for medical professionals and the public related to tick borne illness in Australia","[('tick borne illnesses', 0.6522), ('procurement increase knowledge', 0.3504), ('australia', 0.2121), ('removal methods', 0.0962), ('medical professionals public', 0.2994)]"
DFAT-236,Management advisory services,Human Development Monitoring and Evaluation Services (Papua New Guinea),Human Development Monitoring and Evaluation Services (Papua New Guinea),6162aa1fe1b7f5c73e6fe8bb,,Human Development Monitoring and Evaluation Services (Papua New Guinea).Human Development Monitoring and Evaluation Services (Papua New Guinea),"[('evaluation services papua', 0.6851), ('human development monitoring', 0.6581), ('guinea human', 0.413), ('new', 0.1417), ('papua new', 0.4874)]"
DTA-GEN-166,Management advisory services,"The DTA seeks to partner with an external Supplier, including an experienced editor and specialist writers, to help us update the Style Manual to the 7th edition. The Style Manual will have a specific focus on Australian Government house style and publishing requirements.",Services for Producing the Style Manual 7th Edition,6162aa1fe1b7f5c73e6fe8bc,,"The DTA seeks to partner with an external Supplier, including an experienced editor and specialist writers, to help us update the Style Manual to the 7th edition. The Style Manual will have a specific focus on Australian Government house style and publishing requirements..Services for Producing the Style Manual 7th Edition","[('style manual 7th', 0.5764), ('dta seeks partner', 0.5279), ('focus australian government', 0.2584), ('including experienced editor', 0.2686), ('services producing', 0.225)]"
10017556,Management advisory services,"The Department of Infrastructure, Regional Development and Cities wishes to engage qualified building certifiers/surveyors to provide airport building controller (ABC) services for leased federal airports.",Provision of Airport Building Control Services at Federally Leased Airports,6162aa1fe1b7f5c73e6fe8bd,,"The Department of Infrastructure, Regional Development and Cities wishes to engage qualified building certifiers/surveyors to provide airport building controller (ABC) services for leased federal airports..Provision of Airport Building Control Services at Federally Leased Airports","[('airport building control', 0.6706), ('certifiers', 0.3531), ('abc services leased', 0.4762), ('regional development', 0.2049), ('surveyors provide', 0.4506)]"
RAAF/1718/6075,Education and Training Services,Development and Delivery of System Safety Training to the Defence Aviation Community,System Safety Courses,6162aa1fe1b7f5c73e6fe8be,,Development and Delivery of System Safety Training to the Defence Aviation Community.System Safety Courses,"[('training defence aviation', 0.7617), ('community safety', 0.481), ('development delivery', 0.2358), ('courses', 0.3604), ('aviation community', 0.4968)]"
DFAT-222,Management advisory services,"Australia Indonesia Partnership in Disaster Risk Management will focus on improving Indonesia's ability to prevent, prepare for, respond to, and recover from, rapid and slow onset disasters in Indonesia and strengtheing cooperation between Australia and Indonesia on huanitarian issues in the region. ",Australia-Indonesia Partnership in Disaster Risk Management,6162aa1fe1b7f5c73e6fe8bf,,"Australia Indonesia Partnership in Disaster Risk Management will focus on improving Indonesia's ability to prevent, prepare for, respond to, and recover from, rapid and slow onset disasters in Indonesia and strengtheing cooperation between Australia and Indonesia on huanitarian issues in the region. .Australia-Indonesia Partnership in Disaster Risk Management","[('indonesia partnership disaster', 0.7523), ('ability prevent', 0.1075), ('region australia', 0.2849), ('risk management focus', 0.4194), ('huanitarian issues', 0.2839)]"
SWA-ATM-2019/06,Economic analysis,Safe Work Australia through this RFT is seeking responses from suitably qualified and experienced service providers to conduct a cost benefit analysis for the regulatory impact of adopting a revised edition of the Globally Harmonized System of Classification and Labelling of Chemicals (GHS) under the model Work Health and Safety (WHS) laws.,Economic impact analysis for updating the system for classification and labelling of workplace hazardous chemicals,6162aa1fe1b7f5c73e6fe8c0,,Safe Work Australia through this RFT is seeking responses from suitably qualified and experienced service providers to conduct a cost benefit analysis for the regulatory impact of adopting a revised edition of the Globally Harmonized System of Classification and Labelling of Chemicals (GHS) under the model Work Health and Safety (WHS) laws..Economic impact analysis for updating the system for classification and labelling of workplace hazardous chemicals,"[('labelling workplace hazardous', 0.5684), ('australia rft seeking', 0.4207), ('economic impact analysis', 0.3083), ('ghs', 0.2041), ('conduct cost', 0.1901)]"
Health/18-19/05175,Education and Training Services,"The Department of Health is seeking to engage a supplier to deliver culturally safe training and resources to National Aboriginal and Torres Strait Islander Flexible Aged Care Program Service Providers on the new Aged Care Quality Standards outlined in the Single Quality Framework. The Supplier will adapt and develop current training materials and modules, deliver five workshops, undertake two site visits to each Service Provider and provide telephone and email support during the transition period.",Assisting National Aboriginal and Torres Strait Islander Flexible Aged Care Program Services to meet Quality Standards,6162aa1fe1b7f5c73e6fe8c1,,"The Department of Health is seeking to engage a supplier to deliver culturally safe training and resources to National Aboriginal and Torres Strait Islander Flexible Aged Care Program Service Providers on the new Aged Care Quality Standards outlined in the Single Quality Framework. The Supplier will adapt and develop current training materials and modules, deliver five workshops, undertake two site visits to each Service Provider and provide telephone and email support during the transition period..Assisting National Aboriginal and Torres Strait Islander Flexible Aged Care Program Services to meet Quality Standards","[('assisting national aboriginal', 0.5729), ('single quality', 0.2469), ('flexible aged care', 0.5259), ('supplier adapt develop', 0.3823), ('program services meet', 0.3068)]"
PRI-00004050,Education and Training Services,"The successful applicant will be required to develop and deliver up to 10 half-day learning workshops on practical and engaging information about how to plan for international markets on topics including export readiness, market entry methods, IP protection and brand building. The maximum number of participants per workshop is estimated at 25.",Entrepreneurs' Programme Learning Event Series – IP and International Brand Protection,6162aa1fe1b7f5c73e6fe8c2,,"The successful applicant will be required to develop and deliver up to 10 half-day learning workshops on practical and engaging information about how to plan for international markets on topics including export readiness, market entry methods, IP protection and brand building. The maximum number of participants per workshop is estimated at 25..Entrepreneurs' Programme Learning Event Series – IP and International Brand Protection","[('entrepreneurs programme learning', 0.588), ('international brand protection', 0.3978), ('half day', 0.1441), ('maximum number participants', 0.2213), ('event series ip', 0.3202)]"
RFT 7080,Education and Training Services,Request for Tender for the Provision of Transition Support Services,The Department of Defence is seeking a single national provider to deliver specialist transition support services.,6162aa1fe1b7f5c73e6fe8c3,,Request for Tender for the Provision of Transition Support Services.The Department of Defence is seeking a single national provider to deliver specialist transition support services.,"[('transition support services', 0.6426), ('request tender provision', 0.5794), ('defence', 0.2513), ('seeking single', 0.2107), ('national provider', 0.3948)]"
GA2018/3805,Earth science services,This ATM is for the provision of: Airborne Gravity Services.  The Commonwealth as represented by Geoscience Australia (the Customer) is seeking tenders for the provision of the services (Services) described in this Commonwealth Approach to Market (ATM).,Airborne Gravity Services,6162aa1fe1b7f5c73e6fe8c4,,This ATM is for the provision of: Airborne Gravity Services.  The Commonwealth as represented by Geoscience Australia (the Customer) is seeking tenders for the provision of the services (Services) described in this Commonwealth Approach to Market (ATM)..Airborne Gravity Services,"[('gravity services commonwealth', 0.7162), ('market atm airborne', 0.6591), ('tenders', 0.1989), ('represented geoscience', 0.2277), ('provision', 0.3231)]"
PROC-9175870,Crop production and management and protection,"This investment will instigate new long-term field trials, revisit existing lime trials, and conduct research, extension and communication","Regional communication for growers and advisers to understand the status, risks and management of fungicide resistance i",6162aa1fe1b7f5c73e6fe8c5,,"This investment will instigate new long-term field trials, revisit existing lime trials, and conduct research, extension and communication.Regional communication for growers and advisers to understand the status, risks and management of fungicide resistance i","[('management fungicide resistance', 0.6006), ('existing lime', 0.2412), ('investment instigate', 0.3023), ('trials conduct research', 0.4102), ('growers advisers understand', 0.3915)]"
Notice 2019/0242,Education and Training Services,Establishment of a coaching register for SES Band 3's,Coaching Register for SES Band 3's,6162aa1fe1b7f5c73e6fe8c6,,Establishment of a coaching register for SES Band 3's.Coaching Register for SES Band 3's,"[('band coaching register', 0.7872), ('ses', 0.4142), ('establishment', 0.1595), ('register', 0.3942), ('register ses band', 0.732)]"
DFAT-260,Management advisory services,Cyber Capability Engagement Project (Global),Cyber Capability Engagement Project (Global),6162aa1fe1b7f5c73e6fe8c7,,Cyber Capability Engagement Project (Global).Cyber Capability Engagement Project (Global),"[('cyber capability engagement', 0.7876), ('project global', 0.5743), ('engagement project', 0.5283), ('global cyber', 0.6223), ('project', 0.3698)]"
ATM TN 7457 NAVY NSC,Education and Training Services,Provide Navy personnel with the qualifications and competencies required for employment as an ADPA.,Cert IV Alcohol and Other Drugs (AOD) Program Advisors Training,6162aa1fe1b7f5c73e6fe8c8,,Provide Navy personnel with the qualifications and competencies required for employment as an ADPA..Cert IV Alcohol and Other Drugs (AOD) Program Advisors Training,"[('navy personnel qualifications', 0.6797), ('alcohol drugs aod', 0.4377), ('provide', 0.0759), ('program advisors', 0.3189), ('employment adpa cert', 0.4856)]"
ASA RFT SR215855148,Education and Training Services,Request for Tender for Provision of Emergency Management Services,Provision of Emergency Management Services,6162aa1fe1b7f5c73e6fe8c9,,Request for Tender for Provision of Emergency Management Services.Provision of Emergency Management Services,"[('tender provision emergency', 0.7567), ('management services', 0.3546), ('request', 0.2066), ('emergency', 0.3522), ('services provision', 0.5293)]"
RFT PRN EDU19/110,Education and Training Services,"The Department of Education and Training (the department) is seeking responses to this Request for Tender (RFT) for the delivery of an integrated information service for Australian Apprenticeships.  The Services support the promotion and implementation of Australian Apprenticeships by delivering information and helping to connect stakeholders to service provider networks and services relevant to their apprenticeship and traineeship needs.   The primary function of the Services is to source and provide accurate and complete information regarding Australian Apprenticeships, including, but not limited to, descriptions of jobs and training, and training package qualifications, to support the relevant target groups.",Procurement for the delivery of an integrated information service for Australian Apprenticeships,6162aa1fe1b7f5c73e6fe8ca,,"The Department of Education and Training (the department) is seeking responses to this Request for Tender (RFT) for the delivery of an integrated information service for Australian Apprenticeships.  The Services support the promotion and implementation of Australian Apprenticeships by delivering information and helping to connect stakeholders to service provider networks and services relevant to their apprenticeship and traineeship needs.   The primary function of the Services is to source and provide accurate and complete information regarding Australian Apprenticeships, including, but not limited to, descriptions of jobs and training, and training package qualifications, to support the relevant target groups..Procurement for the delivery of an integrated information service for Australian Apprenticeships","[('australian apprenticeships services', 0.7467), ('rft delivery integrated', 0.383), ('information', 0.2345), ('primary function', 0.0437), ('support promotion implementation', 0.3172)]"
RFT PRN EDU19/252,Education and Training Services,The Department of Education and Training is engaging an event management organisation to arrange logistics and facilitate a series of high profile education events in key Chinese cities in 2019-20: Showcasing Australian School System Workshops; Australia-China Education Cooperation Quality Assurance Dialogue; and International Conference on Qualifications Recognition.The successful supplier will be required to work closely with the department on workshop and conference program development including identifying appropriate speakers.,Australia-China Cooperation Education Events in China,6162aa1fe1b7f5c73e6fe8cb,,The Department of Education and Training is engaging an event management organisation to arrange logistics and facilitate a series of high profile education events in key Chinese cities in 2019-20: Showcasing Australian School System Workshops; Australia-China Education Cooperation Quality Assurance Dialogue; and International Conference on Qualifications Recognition.The successful supplier will be required to work closely with the department on workshop and conference program development including identifying appropriate speakers..Australia-China Cooperation Education Events in China,"[('education events china', 0.6911), ('organisation arrange logistics', 0.3694), ('identifying appropriate speakers', 0.1005), ('facilitate series high', 0.0967), ('department workshop conference', 0.4371)]"
RFT PRN EDU19/1195,Education and Training Services,"The Department of Education and Training (the department) seeks project management services to develop and deliver an initiative to increase research collaboration between research institutions based in regional Australia and those based in Indonesia, Malaysia, Vietnam and Thailand.",Expanding research collaboration between regional Australia and Southeast Asia,6162aa1fe1b7f5c73e6fe8cc,,"The Department of Education and Training (the department) seeks project management services to develop and deliver an initiative to increase research collaboration between research institutions based in regional Australia and those based in Indonesia, Malaysia, Vietnam and Thailand..Expanding research collaboration between regional Australia and Southeast Asia","[('research collaboration regional', 0.6672), ('department education training', 0.4767), ('indonesia malaysia vietnam', 0.372), ('increase', 0.1008), ('management services develop', 0.402)]"
RFTJCG401019-ADC,Education and Training Services,Language Training Services Standing Offer Panel,Language Training Services Standing Offer Panel,6162aa1fe1b7f5c73e6fe8cd,,Language Training Services Standing Offer Panel.Language Training Services Standing Offer Panel,"[('language training services', 0.767), ('standing offer panel', 0.5306), ('panel language', 0.6319), ('offer', 0.1647), ('services standing', 0.4536)]"
PRI-00004060,Management advisory services,"The Space Activities Amendment (Launches and Returns) Act 2018 was introduced in August 2018, and will commence as the Space (Launches and Returns) Act 2018 (the amended Act) on 31 August 2019. The associated legislative instruments (rules) will provide rules for applications, insurance and fees, and high power rockets.",Review and refresh the Australian Space Agency's Flight Safety Code and Maximum Probable Loss Methodology,6162aa1fe1b7f5c73e6fe8ce,,"The Space Activities Amendment (Launches and Returns) Act 2018 was introduced in August 2018, and will commence as the Space (Launches and Returns) Act 2018 (the amended Act) on 31 August 2019. The associated legislative instruments (rules) will provide rules for applications, insurance and fees, and high power rockets..Review and refresh the Australian Space Agency's Flight Safety Code and Maximum Probable Loss Methodology","[('space activities amendment', 0.6918), ('launches returns', 0.4577), ('insurance fees', 0.0215), ('31 august', 0.2279), ('flight safety code', 0.2355)]"
DFAT-261,Management advisory services,"Design, Review and Monitoring and Evaluation Panel (DEV Panel)","Design, Review and Monitoring and Evaluation Panel",6162aa1fe1b7f5c73e6fe8cf,,"Design, Review and Monitoring and Evaluation Panel (DEV Panel).Design, Review and Monitoring and Evaluation Panel","[('evaluation panel dev', 0.7776), ('design review', 0.4698), ('monitoring', 0.4554), ('panel design', 0.5372), ('dev', 0.4685)]"
TSY RFT 003/19,Management advisory services,Provision of AusNCP Independent Examiner Services to the Department of the Treasury.,AusNCP Independent Examiner Services,6162aa1fe1b7f5c73e6fe8d0,,Provision of AusNCP Independent Examiner Services to the Department of the Treasury..AusNCP Independent Examiner Services,"[('ausncp independent examiner', 0.8477), ('services department treasury', 0.4813), ('provision', 0.2875), ('treasury ausncp independent', 0.6287), ('examiner services department', 0.696)]"
NCA A19-018,Management advisory services,Tree Management Policy Consultant,Tree Management Policy Consultant,6162aa1fe1b7f5c73e6fe8d1,,Tree Management Policy Consultant.Tree Management Policy Consultant,"[('consultant tree management', 0.8388), ('policy', 0.3291), ('management policy consultant', 0.6098), ('tree', 0.5137), ('tree management policy', 0.796)]"
PROC-9175880,Crop production and management and protection,Project E: Enabling analytics for grain crop monitoring applications - High temporal and spatial resolution measures of plant available soil water (PAW).,Project E: Enabling analytics for grain crop monitoring applications - High temporal and spatial resolution measures,6162aa1fe1b7f5c73e6fe8d2,,Project E: Enabling analytics for grain crop monitoring applications - High temporal and spatial resolution measures of plant available soil water (PAW)..Project E: Enabling analytics for grain crop monitoring applications - High temporal and spatial resolution measures,"[('grain crop monitoring', 0.7607), ('temporal spatial', 0.214), ('paw project enabling', 0.3167), ('resolution measures', 0.3851), ('applications high', 0.1461)]"
PROC-9175876,Crop production and management and protection,Project A: Enabling analytics for grain crop monitoring applications - Program co-ordination and technical oversight.,Project A: Enabling analytics for grain crop monitoring applications - Program co-ordination and technical oversight,6162aa1fe1b7f5c73e6fe8d3,,Project A: Enabling analytics for grain crop monitoring applications - Program co-ordination and technical oversight..Project A: Enabling analytics for grain crop monitoring applications - Program co-ordination and technical oversight,"[('analytics grain crop', 0.7725), ('oversight project enabling', 0.4557), ('technical', 0.195), ('monitoring applications', 0.4747), ('ordination', 0.1635)]"
PROC-9175877,Crop production and management and protection,"Project B: Enabling analytics for grain crop monitoring applications - Early detection and mapping of ascochyta blight in pulse crops, sclerotinia and blackleg in canola, and yellow spot in wheat.   ",Project B: Enabling analytics for grain crop monitoring applications - Early detection and mapping,6162aa1fe1b7f5c73e6fe8d4,,"Project B: Enabling analytics for grain crop monitoring applications - Early detection and mapping of ascochyta blight in pulse crops, sclerotinia and blackleg in canola, and yellow spot in wheat.   .Project B: Enabling analytics for grain crop monitoring applications - Early detection and mapping","[('grain crop monitoring', 0.7122), ('mapping ascochyta', 0.3426), ('blight pulse', 0.3518), ('project enabling', 0.2343), ('sclerotinia', 0.192)]"
PROC-9175878,Crop production and management and protection,Project C: Enabling analytics for grain crop monitoring applications - Spatial quantification of frost damage during vegetative and reproductive phases in wheat and barley.,Project C: Enabling analytics for grain crop monitoring applications - Spatial quantification of frost damage,6162aa1fe1b7f5c73e6fe8d5,,Project C: Enabling analytics for grain crop monitoring applications - Spatial quantification of frost damage during vegetative and reproductive phases in wheat and barley..Project C: Enabling analytics for grain crop monitoring applications - Spatial quantification of frost damage,"[('analytics grain crop', 0.6768), ('quantification frost damage', 0.5466), ('project enabling', 0.2242), ('reproductive phases', 0.1145), ('monitoring applications spatial', 0.3871)]"
PROC-9175879,Crop production and management and protection,Project D: Enabling analytics for grain crop monitoring applications - Crop classification and mapping of phenological characteristics.,Project D: Enabling analytics for grain crop monitoring applications - Crop classification and mapping,6162aa1fe1b7f5c73e6fe8d6,,Project D: Enabling analytics for grain crop monitoring applications - Crop classification and mapping of phenological characteristics..Project D: Enabling analytics for grain crop monitoring applications - Crop classification and mapping,"[('analytics grain crop', 0.8301), ('project enabling', 0.2506), ('phenological characteristics', 0.2093), ('classification mapping', 0.3431), ('monitoring applications', 0.3059)]"
435-2018-19,Economic analysis,Provision of activity based costing tool,Activity Based Costing Tool,6162aa1fe1b7f5c73e6fe8d7,,Provision of activity based costing tool.Activity Based Costing Tool,"[('activity based costing', 0.8922), ('tool', 0.2652), ('provision', 0.193), ('based', 0.1195), ('tool activity based', 0.5995)]"
PROC-9175926,Crop production and management and protection,Improving production of grower retained open pollinated canola seed using agronomic management to increase establishment in the MRZ and LRZ of the GRDC Northern Region. ,Improving production of grower retained open pollinated canola seed using agronomic management to increase establishment,6162aa1fe1b7f5c73e6fe8d8,,Improving production of grower retained open pollinated canola seed using agronomic management to increase establishment in the MRZ and LRZ of the GRDC Northern Region. .Improving production of grower retained open pollinated canola seed using agronomic management to increase establishment,"[('pollinated canola seed', 0.6555), ('agronomic management increase', 0.5129), ('mrz lrz grdc', 0.1282), ('retained open', 0.2138), ('northern region', 0.131)]"
PROC-9175930,Crop production and management and protection,The proposed investment will focus on genetic factors that enhance seedling survival in variable soil moisture conditions in different canola production environments in Australia. Knowledge about the relationship between secondary dormancy in canola seeds and canola establishment will be generated and tools and germplasm developed to provide Australian canola breeders with the resources required to select for genotypes that produce seeds without the capacity for secondary dormancy and consequently poor establishment.,Increasing return on investment from canola seed through improved establishment - Program 1,6162aa1fe1b7f5c73e6fe8d9,,The proposed investment will focus on genetic factors that enhance seedling survival in variable soil moisture conditions in different canola production environments in Australia. Knowledge about the relationship between secondary dormancy in canola seeds and canola establishment will be generated and tools and germplasm developed to provide Australian canola breeders with the resources required to select for genotypes that produce seeds without the capacity for secondary dormancy and consequently poor establishment..Increasing return on investment from canola seed through improved establishment - Program 1,"[('dormancy canola seeds', 0.7385), ('provide australian', 0.26), ('genetic factors', 0.2829), ('variable soil', 0.3077), ('establishment generated tools', 0.1512)]"
RFT70012018,Strategic planning consultation services,"   The Australian Department of Social Services and the National Disability Insurance Scheme (NDIS) Quality and Safeguards Commission (NDIS Commission) invites suitably qualified organisations to tender for the provision of services for the Development of an NDIS Capability Framework (the Framework) that:  • translates the NDIS Principles, NDIS Practice Standards and NDIS Code of Conduct into observable behaviours to be demonstrated by providers and workers when providing services to NDIS participants.      ",Request for Tender for NDIS Capability Framework,6162aa1fe1b7f5c73e6fe8da,,"   The Australian Department of Social Services and the National Disability Insurance Scheme (NDIS) Quality and Safeguards Commission (NDIS Commission) invites suitably qualified organisations to tender for the provision of services for the Development of an NDIS Capability Framework (the Framework) that:  • translates the NDIS Principles, NDIS Practice Standards and NDIS Code of Conduct into observable behaviours to be demonstrated by providers and workers when providing services to NDIS participants.      .Request for Tender for NDIS Capability Framework","[('ndis capability framework', 0.7054), ('request tender', 0.252), ('australian department social', 0.4117), ('behaviours demonstrated', 0.1239), ('disability insurance scheme', 0.5378)]"
ASA RFP 231954125,Management advisory services,Request for Proposal for the Provision of Asset Management Advisory Services. Airservices Australia Sourcing Request No. 231954125.,Provision of Asset Management Advisory Services,6162aa1fe1b7f5c73e6fe8db,,Request for Proposal for the Provision of Asset Management Advisory Services. Airservices Australia Sourcing Request No. 231954125..Provision of Asset Management Advisory Services,"[('asset management advisory', 0.6326), ('australia sourcing request', 0.6266), ('services airservices', 0.4412), ('231954125', 0.0686), ('proposal', 0.3473)]"
PROC-9175931,Crop production and management and protection,"By 2021, growers and advisors will have the knowledge and an understanding of the current tools to help them maximise economic returns and optimise grain protein as near to 10% as practicable, from the timely and correct application rate of N in variable seasons.",Tools for growers to enable best practice in-season nitrogen management to optimise economic returns and grain protein,6162aa1fe1b7f5c73e6fe8dc,,"By 2021, growers and advisors will have the knowledge and an understanding of the current tools to help them maximise economic returns and optimise grain protein as near to 10% as practicable, from the timely and correct application rate of N in variable seasons..Tools for growers to enable best practice in-season nitrogen management to optimise economic returns and grain protein","[('nitrogen management optimise', 0.6568), ('economic returns', 0.2358), ('grain protein', 0.556), ('2021 growers', 0.4316), ('understanding current tools', 0.1741)]"
18AMSA262,Management advisory services,Papua New Guinea Domestic Maritime Legislation Review,Papua New Guinea Domestic Maritime Legislation Review,6162aa1fe1b7f5c73e6fe8dd,,Papua New Guinea Domestic Maritime Legislation Review.Papua New Guinea Domestic Maritime Legislation Review,"[('legislation review papua', 0.8001), ('domestic maritime', 0.5065), ('new guinea', 0.5449), ('review', 0.3375), ('new', 0.1809)]"
DNP-JMSS-1819-009,Strategic planning consultation services,Development of a 10 year Tourism Master Plan for Kakadu National Park.   ,Consultancy services to develop a Tourism Master Plan for Kakadu National Park,6162aa1fe1b7f5c73e6fe8de,,Development of a 10 year Tourism Master Plan for Kakadu National Park.   .Consultancy services to develop a Tourism Master Plan for Kakadu National Park,"[('tourism master plan', 0.6998), ('kakadu', 0.4423), ('10 year', 0.1325), ('consultancy services develop', 0.2576), ('park', 0.2437)]"
EDU19/243,Education and Training Services,The Department of Education and Training is seeking to engage an appropriately qualified and experienced supplier to develop a strategic messaging framework for use across the Australian vocational education and training (VET) sector to promote the strengths of Australia’s VET system and its products and services internationally.,VET Strategic Messaging Framework,6162aa1fe1b7f5c73e6fe8df,,The Department of Education and Training is seeking to engage an appropriately qualified and experienced supplier to develop a strategic messaging framework for use across the Australian vocational education and training (VET) sector to promote the strengths of Australia’s VET system and its products and services internationally..VET Strategic Messaging Framework,"[('vet strategic messaging', 0.6722), ('australian vocational education', 0.538), ('supplier develop', 0.4228), ('use', 0.1259), ('promote strengths', 0.1547)]"
EDU19/244,Education and Training Services,"The Department of Education and Training is seeking to engage an appropriately qualified and experienced supplier to develop a market access toolkit for Australian VET providers to build their understanding of the demand, opportunities and modes of market entry in key international markets.",VET Market Access Toolkit,6162aa1fe1b7f5c73e6fe8e0,,"The Department of Education and Training is seeking to engage an appropriately qualified and experienced supplier to develop a market access toolkit for Australian VET providers to build their understanding of the demand, opportunities and modes of market entry in key international markets..VET Market Access Toolkit","[('vet market access', 0.7267), ('toolkit australian', 0.4586), ('department education training', 0.3221), ('build understanding demand', 0.2467), ('entry key international', 0.2794)]"
EDU19/237,Education and Training Services,The Department of Education and Training is seeking to engage an appropriately qualified and experienced researcher with strong quantitative and qualitative analysis skills to examine the academic outcomes of various cohorts of international higher education students.,Pathways to success in Australian international education,6162aa1fe1b7f5c73e6fe8e1,,The Department of Education and Training is seeking to engage an appropriately qualified and experienced researcher with strong quantitative and qualitative analysis skills to examine the academic outcomes of various cohorts of international higher education students..Pathways to success in Australian international education,"[('australian international education', 0.6888), ('outcomes various cohorts', 0.2023), ('pathways', 0.1361), ('qualitative analysis', 0.4473), ('training seeking engage', 0.3091)]"
EDU19/220,Education and Training Services,"The Department of Education and Training (the department) requires a suitably qualified and experienced researcher to map the scale and scope of Australia’s higher education delivery offshore and online, identify barriers and growth opportunities, and recommend how Australian providers can take up these opportunities.","The trends, barriers and opportunities of Australia's higher education delivery offshore",6162aa1fe1b7f5c73e6fe8e2,,"The Department of Education and Training (the department) requires a suitably qualified and experienced researcher to map the scale and scope of Australia’s higher education delivery offshore and online, identify barriers and growth opportunities, and recommend how Australian providers can take up these opportunities..The trends, barriers and opportunities of Australia's higher education delivery offshore","[('education delivery offshore', 0.7294), ('australian', 0.2372), ('department requires', 0.212), ('scale scope', 0.1605), ('online identify barriers', 0.3177)]"
PROC-9175932,Crop production and management and protection,"This investment proposes to add three new locations, on major soil types, within the western areas of the Esperance port zone, that will view two separate timings of ripping side by side within a farming system package to maximise profitability. It is proposed to conduct work at these site for two years to demonstrate the longevity of the benefits to growers  Expected Outcome:  By March 2021, growers in the Esperance port zone will have the knowledge and confidence to implement deep ripping and combined management approaches to reduce soil constraints and increase profitability.",Ripper Gauge - Demonstrating the Impact of Deep Ripping Timing,6162aa1fe1b7f5c73e6fe8e3,,"This investment proposes to add three new locations, on major soil types, within the western areas of the Esperance port zone, that will view two separate timings of ripping side by side within a farming system package to maximise profitability. It is proposed to conduct work at these site for two years to demonstrate the longevity of the benefits to growers  Expected Outcome:  By March 2021, growers in the Esperance port zone will have the knowledge and confidence to implement deep ripping and combined management approaches to reduce soil constraints and increase profitability..Ripper Gauge - Demonstrating the Impact of Deep Ripping Timing","[('growers esperance port', 0.6095), ('implement deep ripping', 0.35), ('soil constraints increase', 0.3853), ('expected outcome march', 0.0877), ('longevity benefits', 0.1503)]"
MDBA18/19-002,Management advisory services,This Approach to Market (ATM) is for the provision of technical consultancy services.,Investigation of the Metrological Assurance Framework for Non-Urban Water Meters,6162aa1fe1b7f5c73e6fe8e4,,This Approach to Market (ATM) is for the provision of technical consultancy services..Investigation of the Metrological Assurance Framework for Non-Urban Water Meters,"[('urban water meters', 0.6086), ('approach market', 0.4076), ('atm provision technical', 0.5066), ('investigation metrological assurance', 0.5572), ('framework non', 0.1325)]"
