id,division,weight,cnt
UC_61587ab4d7b0c43ebd755342,EDUCATION,0.39,
UC_61587ab4d7b0c43ebd755342,ENGINEERING,0.82,
UC_61587ab4d7b0c43ebd755342,ENVIRONMENTAL,1.06,
UC_61587ab4d7b0c43ebd755342,INFORMATION AND COMPUTING,3.65,
UC_61587ab4d7b0c43ebd755342,LAW AND LEGAL STUDIES,2.98,
UC_61587ab4d7b0c43ebd755342,MATHEMATICAL,0.66,
UC_61587ab4d7b0c43ebd755342,MEDICAL AND HEALTH,1.51,
UC_61587ab4d7b0c43ebd755342,OTHERS(IRRELEVANT),19.4,
UC_61587ab4d7b0c43ebd755342,OTHERS(RELEVANT),2.1100000000000003,
UC_61587ab4d7b0c43ebd755342,PHYSICAL,1.0,
UC_61587ab4d7b0c43ebd755342,PSYCHOLOGY AND COGNITIVE SCIENCES,0.11,
UC_61587ab4d7b0c43ebd755342,STUDIES IN CREATIVE ARTS AND WRITING,0.8300000000000001,
UC_61587ab4d7b0c43ebd755342,STUDIES IN HUMAN SOCIETY,8.4,
UC_61587ab4d7b0c43ebd755342,TECHNOLOGY,3.4699999999999998,
UC_61587accd7b0c43ebd755344,AGRICULTURAL AND VETERINARY,0.64,
UC_61587accd7b0c43ebd755344,BIOLOGICAL,4.57,
UC_61587accd7b0c43ebd755344,CHEMICAL,1.87,
UC_61587accd7b0c43ebd755344,EARTH,0.5800000000000001,
UC_61587accd7b0c43ebd755344,EDUCATION,4.859999999999999,
UC_61587accd7b0c43ebd755344,ENGINEERING,2.18,
UC_61587accd7b0c43ebd755344,ENVIRONMENTAL,0.3,
UC_61587accd7b0c43ebd755344,HISTORY AND ARCHAEOLOGY,0.63,
UC_61587accd7b0c43ebd755344,INFORMATION AND COMPUTING,2.56,
UC_61587accd7b0c43ebd755344,"LANGUAGE, COMMUNICATION AND CULTURE",0.63,
UC_61587accd7b0c43ebd755344,MATHEMATICAL,0.5,
UC_61587accd7b0c43ebd755344,MEDICAL AND HEALTH,33.88,
UC_61587accd7b0c43ebd755344,OTHERS(IRRELEVANT),3.51,
UC_61587accd7b0c43ebd755344,OTHERS(RELEVANT),7.640000000000001,
UC_61587accd7b0c43ebd755344,PHYSICAL,2.89,
UC_61587accd7b0c43ebd755344,PSYCHOLOGY AND COGNITIVE SCIENCES,1.06,
UC_61587accd7b0c43ebd755344,STUDIES IN CREATIVE ARTS AND WRITING,1.63,
UC_61587accd7b0c43ebd755344,STUDIES IN HUMAN SOCIETY,2.69,
UC_61587accd7b0c43ebd755344,TECHNOLOGY,2.83,
UC_61587afad7b0c43ebd755345,AGRICULTURAL AND VETERINARY,13.43,
UC_61587afad7b0c43ebd755345,BIOLOGICAL,1.59,
UC_61587afad7b0c43ebd755345,BUILT ENVIRONMENT AND DESIGN,3.64,
UC_61587afad7b0c43ebd755345,CHEMICAL,1.1,
UC_61587afad7b0c43ebd755345,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",3.0100000000000002,
UC_61587afad7b0c43ebd755345,EARTH,4.64,
UC_61587afad7b0c43ebd755345,ECONOMICS,3.63,
UC_61587afad7b0c43ebd755345,EDUCATION,0.84,
UC_61587afad7b0c43ebd755345,ENGINEERING,1.45,
UC_61587afad7b0c43ebd755345,ENVIRONMENTAL,16.0,
UC_61587afad7b0c43ebd755345,HISTORY AND ARCHAEOLOGY,2.95,
UC_61587afad7b0c43ebd755345,"LANGUAGE, COMMUNICATION AND CULTURE",3.34,
UC_61587afad7b0c43ebd755345,LAW AND LEGAL STUDIES,3.5999999999999996,
UC_61587afad7b0c43ebd755345,MATHEMATICAL,0.07,
UC_61587afad7b0c43ebd755345,MEDICAL AND HEALTH,0.97,
UC_61587afad7b0c43ebd755345,OTHERS(IRRELEVANT),17.91,
UC_61587afad7b0c43ebd755345,OTHERS(RELEVANT),6.93,
UC_61587afad7b0c43ebd755345,PHYSICAL,0.07,
UC_61587afad7b0c43ebd755345,PSYCHOLOGY AND COGNITIVE SCIENCES,0.54,
UC_61587afad7b0c43ebd755345,STUDIES IN CREATIVE ARTS AND WRITING,0.26,
UC_61587afad7b0c43ebd755345,STUDIES IN HUMAN SOCIETY,17.419999999999998,
UC_61587afad7b0c43ebd755345,TECHNOLOGY,0.84,
UC_61587b08d7b0c43ebd755346,BIOLOGICAL,6.44,
UC_61587b08d7b0c43ebd755346,CHEMICAL,0.11,
UC_61587b08d7b0c43ebd755346,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",2.44,
UC_61587b08d7b0c43ebd755346,EARTH,1.04,
UC_61587b08d7b0c43ebd755346,ECONOMICS,0.45,
UC_61587b08d7b0c43ebd755346,EDUCATION,2.2800000000000002,
UC_61587b08d7b0c43ebd755346,ENGINEERING,5.07,
UC_61587b08d7b0c43ebd755346,ENVIRONMENTAL,1.04,
UC_61587b08d7b0c43ebd755346,INFORMATION AND COMPUTING,22.34,
UC_61587b08d7b0c43ebd755346,"LANGUAGE, COMMUNICATION AND CULTURE",2.29,
UC_61587b08d7b0c43ebd755346,MATHEMATICAL,1.84,
UC_61587b08d7b0c43ebd755346,MEDICAL AND HEALTH,13.96,
UC_61587b08d7b0c43ebd755346,OTHERS(IRRELEVANT),3.62,
UC_61587b08d7b0c43ebd755346,OTHERS(RELEVANT),1.17,
UC_61587b08d7b0c43ebd755346,PHYSICAL,5.88,
UC_61587b08d7b0c43ebd755346,PSYCHOLOGY AND COGNITIVE SCIENCES,0.38,
UC_61587b08d7b0c43ebd755346,STUDIES IN CREATIVE ARTS AND WRITING,0.09,
UC_61587b08d7b0c43ebd755346,TECHNOLOGY,12.8,
UC_61587b23d7b0c43ebd755348,BIOLOGICAL,14.48,
UC_61587b23d7b0c43ebd755348,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.62,
UC_61587b23d7b0c43ebd755348,EARTH,0.47000000000000003,
UC_61587b23d7b0c43ebd755348,EDUCATION,6.18,
UC_61587b23d7b0c43ebd755348,ENGINEERING,1.24,
UC_61587b23d7b0c43ebd755348,ENVIRONMENTAL,0.47000000000000003,
UC_61587b23d7b0c43ebd755348,"LANGUAGE, COMMUNICATION AND CULTURE",1.0,
UC_61587b23d7b0c43ebd755348,MATHEMATICAL,1.3599999999999999,
UC_61587b23d7b0c43ebd755348,MEDICAL AND HEALTH,38.24,
UC_61587b23d7b0c43ebd755348,OTHERS(IRRELEVANT),3.42,
UC_61587b23d7b0c43ebd755348,OTHERS(RELEVANT),7.91,
UC_61587b23d7b0c43ebd755348,PHYSICAL,0.47000000000000003,
UC_61587b23d7b0c43ebd755348,PSYCHOLOGY AND COGNITIVE SCIENCES,4.24,
UC_61587b23d7b0c43ebd755348,STUDIES IN CREATIVE ARTS AND WRITING,0.55,
UC_61587b23d7b0c43ebd755348,STUDIES IN HUMAN SOCIETY,2.25,
UC_61587b23d7b0c43ebd755348,TECHNOLOGY,1.08,
UC_61587b3ed7b0c43ebd75534b,AGRICULTURAL AND VETERINARY,4.5,
UC_61587b3ed7b0c43ebd75534b,BIOLOGICAL,12.97,
UC_61587b3ed7b0c43ebd75534b,BUILT ENVIRONMENT AND DESIGN,0.18,
UC_61587b3ed7b0c43ebd75534b,CHEMICAL,1.1099999999999999,
UC_61587b3ed7b0c43ebd75534b,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.57,
UC_61587b3ed7b0c43ebd75534b,EARTH,3.46,
UC_61587b3ed7b0c43ebd75534b,ENVIRONMENTAL,0.54,
UC_61587b3ed7b0c43ebd75534b,INFORMATION AND COMPUTING,0.18,
UC_61587b3ed7b0c43ebd75534b,MEDICAL AND HEALTH,2.58,
UC_61587b3ed7b0c43ebd75534b,OTHERS(IRRELEVANT),0.07,
UC_61587b3ed7b0c43ebd75534b,STUDIES IN HUMAN SOCIETY,1.14,
UC_61587b3ed7b0c43ebd75534b,TECHNOLOGY,1.22,
UC_61587b52d7b0c43ebd75534c,CHEMICAL,0.5,
UC_61587b52d7b0c43ebd75534c,EARTH,2.0300000000000002,
UC_61587b52d7b0c43ebd75534c,ECONOMICS,0.11,
UC_61587b52d7b0c43ebd75534c,EDUCATION,3.49,
UC_61587b52d7b0c43ebd75534c,ENGINEERING,0.99,
UC_61587b52d7b0c43ebd75534c,ENVIRONMENTAL,2.0300000000000002,
UC_61587b52d7b0c43ebd75534c,INFORMATION AND COMPUTING,2.7,
UC_61587b52d7b0c43ebd75534c,MATHEMATICAL,0.93,
UC_61587b52d7b0c43ebd75534c,MEDICAL AND HEALTH,9.82,
UC_61587b52d7b0c43ebd75534c,OTHERS(IRRELEVANT),3.38,
UC_61587b52d7b0c43ebd75534c,OTHERS(RELEVANT),2.62,
UC_61587b52d7b0c43ebd75534c,PHYSICAL,2.67,
UC_61587b52d7b0c43ebd75534c,PSYCHOLOGY AND COGNITIVE SCIENCES,0.8999999999999999,
UC_61587b52d7b0c43ebd75534c,STUDIES IN CREATIVE ARTS AND WRITING,0.63,
UC_61587b52d7b0c43ebd75534c,STUDIES IN HUMAN SOCIETY,2.96,
UC_61587b52d7b0c43ebd75534c,TECHNOLOGY,0.71,
UC_61587b64d7b0c43ebd75534d,AGRICULTURAL AND VETERINARY,0.85,
UC_61587b64d7b0c43ebd75534d,BIOLOGICAL,0.46,
UC_61587b64d7b0c43ebd75534d,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",2.38,
UC_61587b64d7b0c43ebd75534d,EARTH,0.59,
UC_61587b64d7b0c43ebd75534d,EDUCATION,6.89,
UC_61587b64d7b0c43ebd75534d,ENVIRONMENTAL,0.59,
UC_61587b64d7b0c43ebd75534d,HISTORY AND ARCHAEOLOGY,1.31,
UC_61587b64d7b0c43ebd75534d,INFORMATION AND COMPUTING,0.76,
UC_61587b64d7b0c43ebd75534d,"LANGUAGE, COMMUNICATION AND CULTURE",4.27,
UC_61587b64d7b0c43ebd75534d,LAW AND LEGAL STUDIES,1.2200000000000002,
UC_61587b64d7b0c43ebd75534d,MATHEMATICAL,0.65,
UC_61587b64d7b0c43ebd75534d,MEDICAL AND HEALTH,2.5,
UC_61587b64d7b0c43ebd75534d,OTHERS(IRRELEVANT),3.43,
UC_61587b64d7b0c43ebd75534d,OTHERS(RELEVANT),3.09,
UC_61587b64d7b0c43ebd75534d,PHILOSOPHY AND RELIGIOUS STUDIES,1.31,
UC_61587b64d7b0c43ebd75534d,PHYSICAL,1.44,
UC_61587b64d7b0c43ebd75534d,PSYCHOLOGY AND COGNITIVE SCIENCES,0.27,
UC_61587b64d7b0c43ebd75534d,STUDIES IN CREATIVE ARTS AND WRITING,0.5,
UC_61587b64d7b0c43ebd75534d,STUDIES IN HUMAN SOCIETY,6.73,
UC_61587b64d7b0c43ebd75534d,TECHNOLOGY,1.55,
UC_61587b8dd7b0c43ebd75534e,BIOLOGICAL,0.63,
UC_61587b8dd7b0c43ebd75534e,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",13.42,
UC_61587b8dd7b0c43ebd75534e,EARTH,0.13,
UC_61587b8dd7b0c43ebd75534e,ECONOMICS,10.33,
UC_61587b8dd7b0c43ebd75534e,EDUCATION,1.65,
UC_61587b8dd7b0c43ebd75534e,ENVIRONMENTAL,4.56,
UC_61587b8dd7b0c43ebd75534e,"LANGUAGE, COMMUNICATION AND CULTURE",2.58,
UC_61587b8dd7b0c43ebd75534e,LAW AND LEGAL STUDIES,12.709999999999999,
UC_61587b8dd7b0c43ebd75534e,MEDICAL AND HEALTH,1.8,
UC_61587b8dd7b0c43ebd75534e,OTHERS(IRRELEVANT),9.78,
UC_61587b8dd7b0c43ebd75534e,OTHERS(RELEVANT),5.08,
UC_61587b8dd7b0c43ebd75534e,PSYCHOLOGY AND COGNITIVE SCIENCES,3.98,
UC_61587b8dd7b0c43ebd75534e,STUDIES IN CREATIVE ARTS AND WRITING,2.77,
UC_61587b8dd7b0c43ebd75534e,STUDIES IN HUMAN SOCIETY,18.57,
UC_61587ba3d7b0c43ebd755350,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.9299999999999999,
UC_61587ba3d7b0c43ebd755350,EARTH,0.7,
UC_61587ba3d7b0c43ebd755350,EDUCATION,1.03,
UC_61587ba3d7b0c43ebd755350,ENGINEERING,0.89,
UC_61587ba3d7b0c43ebd755350,ENVIRONMENTAL,0.7,
UC_61587ba3d7b0c43ebd755350,HISTORY AND ARCHAEOLOGY,4.7700000000000005,
UC_61587ba3d7b0c43ebd755350,INFORMATION AND COMPUTING,3.65,
UC_61587ba3d7b0c43ebd755350,"LANGUAGE, COMMUNICATION AND CULTURE",7.46,
UC_61587ba3d7b0c43ebd755350,LAW AND LEGAL STUDIES,2.17,
UC_61587ba3d7b0c43ebd755350,MEDICAL AND HEALTH,1.83,
UC_61587ba3d7b0c43ebd755350,OTHERS(IRRELEVANT),6.34,
UC_61587ba3d7b0c43ebd755350,OTHERS(RELEVANT),2.77,
UC_61587ba3d7b0c43ebd755350,PHILOSOPHY AND RELIGIOUS STUDIES,0.12,
UC_61587ba3d7b0c43ebd755350,STUDIES IN CREATIVE ARTS AND WRITING,5.23,
UC_61587ba3d7b0c43ebd755350,STUDIES IN HUMAN SOCIETY,7.46,
UC_61587ba3d7b0c43ebd755350,TECHNOLOGY,0.11,
UC_61587bc1d7b0c43ebd755351,AGRICULTURAL AND VETERINARY,0.6,
UC_61587bc1d7b0c43ebd755351,BIOLOGICAL,8.35,
UC_61587bc1d7b0c43ebd755351,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.3,
UC_61587bc1d7b0c43ebd755351,EARTH,0.76,
UC_61587bc1d7b0c43ebd755351,EDUCATION,3.94,
UC_61587bc1d7b0c43ebd755351,ENGINEERING,2.14,
UC_61587bc1d7b0c43ebd755351,ENVIRONMENTAL,0.68,
UC_61587bc1d7b0c43ebd755351,INFORMATION AND COMPUTING,0.78,
UC_61587bc1d7b0c43ebd755351,MATHEMATICAL,0.68,
UC_61587bc1d7b0c43ebd755351,MEDICAL AND HEALTH,35.33,
UC_61587bc1d7b0c43ebd755351,OTHERS(IRRELEVANT),5.49,
UC_61587bc1d7b0c43ebd755351,OTHERS(RELEVANT),2.3,
UC_61587bc1d7b0c43ebd755351,PHYSICAL,0.68,
UC_61587bc1d7b0c43ebd755351,PSYCHOLOGY AND COGNITIVE SCIENCES,5.18,
UC_61587bc1d7b0c43ebd755351,STUDIES IN CREATIVE ARTS AND WRITING,1.03,
UC_61587bc1d7b0c43ebd755351,STUDIES IN HUMAN SOCIETY,2.61,
UC_61587bc1d7b0c43ebd755351,TECHNOLOGY,2.14,
UC_61587bd8d7b0c43ebd755352,AGRICULTURAL AND VETERINARY,1.1400000000000001,
UC_61587bd8d7b0c43ebd755352,BIOLOGICAL,2.98,
UC_61587bd8d7b0c43ebd755352,ECONOMICS,0.38,
UC_61587bd8d7b0c43ebd755352,EDUCATION,9.49,
UC_61587bd8d7b0c43ebd755352,"LANGUAGE, COMMUNICATION AND CULTURE",2.38,
UC_61587bd8d7b0c43ebd755352,LAW AND LEGAL STUDIES,0.44,
UC_61587bd8d7b0c43ebd755352,MATHEMATICAL,1.8,
UC_61587bd8d7b0c43ebd755352,MEDICAL AND HEALTH,1.43,
UC_61587bd8d7b0c43ebd755352,OTHERS(IRRELEVANT),8.5,
UC_61587bd8d7b0c43ebd755352,OTHERS(RELEVANT),0.46,
UC_61587bd8d7b0c43ebd755352,PSYCHOLOGY AND COGNITIVE SCIENCES,2.39,
UC_61587bd8d7b0c43ebd755352,STUDIES IN CREATIVE ARTS AND WRITING,3.87,
UC_61587bd8d7b0c43ebd755352,STUDIES IN HUMAN SOCIETY,3.83,
UC_61587c02d7b0c43ebd755353,AGRICULTURAL AND VETERINARY,0.9700000000000001,
UC_61587c02d7b0c43ebd755353,BIOLOGICAL,0.43,
UC_61587c02d7b0c43ebd755353,BUILT ENVIRONMENT AND DESIGN,0.89,
UC_61587c02d7b0c43ebd755353,CHEMICAL,1.96,
UC_61587c02d7b0c43ebd755353,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",2.6300000000000003,
UC_61587c02d7b0c43ebd755353,EARTH,12.08,
UC_61587c02d7b0c43ebd755353,ECONOMICS,0.35000000000000003,
UC_61587c02d7b0c43ebd755353,ENGINEERING,1.75,
UC_61587c02d7b0c43ebd755353,ENVIRONMENTAL,10.65,
UC_61587c02d7b0c43ebd755353,INFORMATION AND COMPUTING,0.8,
UC_61587c02d7b0c43ebd755353,"LANGUAGE, COMMUNICATION AND CULTURE",0.11,
UC_61587c02d7b0c43ebd755353,LAW AND LEGAL STUDIES,6.26,
UC_61587c02d7b0c43ebd755353,MEDICAL AND HEALTH,4.45,
UC_61587c02d7b0c43ebd755353,OTHERS(IRRELEVANT),14.7,
UC_61587c02d7b0c43ebd755353,OTHERS(RELEVANT),6.16,
UC_61587c02d7b0c43ebd755353,PHYSICAL,1.9699999999999998,
UC_61587c02d7b0c43ebd755353,PSYCHOLOGY AND COGNITIVE SCIENCES,0.37,
UC_61587c02d7b0c43ebd755353,STUDIES IN CREATIVE ARTS AND WRITING,2.49,
UC_61587c02d7b0c43ebd755353,STUDIES IN HUMAN SOCIETY,8.73,
UC_61587c21d7b0c43ebd755356,AGRICULTURAL AND VETERINARY,0.12,
UC_61587c21d7b0c43ebd755356,BIOLOGICAL,2.02,
UC_61587c21d7b0c43ebd755356,BUILT ENVIRONMENT AND DESIGN,2.44,
UC_61587c21d7b0c43ebd755356,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.56,
UC_61587c21d7b0c43ebd755356,EARTH,0.41000000000000003,
UC_61587c21d7b0c43ebd755356,ECONOMICS,4.1000000000000005,
UC_61587c21d7b0c43ebd755356,ENGINEERING,0.05,
UC_61587c21d7b0c43ebd755356,ENVIRONMENTAL,0.33,
UC_61587c21d7b0c43ebd755356,HISTORY AND ARCHAEOLOGY,1.0,
UC_61587c21d7b0c43ebd755356,INFORMATION AND COMPUTING,0.9099999999999999,
UC_61587c21d7b0c43ebd755356,LAW AND LEGAL STUDIES,0.72,
UC_61587c21d7b0c43ebd755356,MATHEMATICAL,0.33,
UC_61587c21d7b0c43ebd755356,MEDICAL AND HEALTH,4.9799999999999995,
UC_61587c21d7b0c43ebd755356,OTHERS(IRRELEVANT),7.54,
UC_61587c21d7b0c43ebd755356,OTHERS(RELEVANT),3.81,
UC_61587c21d7b0c43ebd755356,PHYSICAL,0.38,
UC_61587c21d7b0c43ebd755356,PSYCHOLOGY AND COGNITIVE SCIENCES,2.05,
UC_61587c21d7b0c43ebd755356,STUDIES IN CREATIVE ARTS AND WRITING,1.74,
UC_61587c21d7b0c43ebd755356,STUDIES IN HUMAN SOCIETY,13.18,
UC_61587c5bd7b0c43ebd755357,AGRICULTURAL AND VETERINARY,3.7,
UC_61587c5bd7b0c43ebd755357,BIOLOGICAL,11.36,
UC_61587c5bd7b0c43ebd755357,BUILT ENVIRONMENT AND DESIGN,0.26,
UC_61587c5bd7b0c43ebd755357,CHEMICAL,2.31,
UC_61587c5bd7b0c43ebd755357,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.17,
UC_61587c5bd7b0c43ebd755357,EARTH,1.48,
UC_61587c5bd7b0c43ebd755357,ECONOMICS,1.69,
UC_61587c5bd7b0c43ebd755357,EDUCATION,3.44,
UC_61587c5bd7b0c43ebd755357,ENGINEERING,2.09,
UC_61587c5bd7b0c43ebd755357,ENVIRONMENTAL,0.7,
UC_61587c5bd7b0c43ebd755357,HISTORY AND ARCHAEOLOGY,1.15,
UC_61587c5bd7b0c43ebd755357,INFORMATION AND COMPUTING,1.04,
UC_61587c5bd7b0c43ebd755357,"LANGUAGE, COMMUNICATION AND CULTURE",1.15,
UC_61587c5bd7b0c43ebd755357,LAW AND LEGAL STUDIES,1.15,
UC_61587c5bd7b0c43ebd755357,MATHEMATICAL,0.95,
UC_61587c5bd7b0c43ebd755357,MEDICAL AND HEALTH,21.24,
UC_61587c5bd7b0c43ebd755357,OTHERS(IRRELEVANT),4.58,
UC_61587c5bd7b0c43ebd755357,OTHERS(RELEVANT),4.0200000000000005,
UC_61587c5bd7b0c43ebd755357,PHYSICAL,0.58,
UC_61587c5bd7b0c43ebd755357,PSYCHOLOGY AND COGNITIVE SCIENCES,6.22,
UC_61587c5bd7b0c43ebd755357,STUDIES IN CREATIVE ARTS AND WRITING,0.26,
UC_61587c5bd7b0c43ebd755357,STUDIES IN HUMAN SOCIETY,5.33,
UC_61587c5bd7b0c43ebd755357,TECHNOLOGY,2.71,
UC_61587c82d7b0c43ebd755358,AGRICULTURAL AND VETERINARY,2.37,
UC_61587c82d7b0c43ebd755358,BIOLOGICAL,6.27,
UC_61587c82d7b0c43ebd755358,CHEMICAL,0.8899999999999999,
UC_61587c82d7b0c43ebd755358,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.77,
UC_61587c82d7b0c43ebd755358,EARTH,1.6099999999999999,
UC_61587c82d7b0c43ebd755358,EDUCATION,8.84,
UC_61587c82d7b0c43ebd755358,ENGINEERING,5.52,
UC_61587c82d7b0c43ebd755358,ENVIRONMENTAL,0.14,
UC_61587c82d7b0c43ebd755358,INFORMATION AND COMPUTING,1.4,
UC_61587c82d7b0c43ebd755358,MATHEMATICAL,2.58,
UC_61587c82d7b0c43ebd755358,MEDICAL AND HEALTH,21.66,
UC_61587c82d7b0c43ebd755358,OTHERS(IRRELEVANT),11.83,
UC_61587c82d7b0c43ebd755358,OTHERS(RELEVANT),8.71,
UC_61587c82d7b0c43ebd755358,PHYSICAL,1.55,
UC_61587c82d7b0c43ebd755358,PSYCHOLOGY AND COGNITIVE SCIENCES,5.67,
UC_61587c82d7b0c43ebd755358,STUDIES IN CREATIVE ARTS AND WRITING,0.07,
UC_61587c82d7b0c43ebd755358,STUDIES IN HUMAN SOCIETY,1.1,
UC_61587c82d7b0c43ebd755358,TECHNOLOGY,1.72,
UC_61587ca2d7b0c43ebd755359,AGRICULTURAL AND VETERINARY,1.0,
UC_61587ca2d7b0c43ebd755359,BIOLOGICAL,0.48,
UC_61587ca2d7b0c43ebd755359,BUILT ENVIRONMENT AND DESIGN,0.73,
UC_61587ca2d7b0c43ebd755359,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",3.47,
UC_61587ca2d7b0c43ebd755359,ECONOMICS,5.24,
UC_61587ca2d7b0c43ebd755359,EDUCATION,0.05,
UC_61587ca2d7b0c43ebd755359,ENGINEERING,1.05,
UC_61587ca2d7b0c43ebd755359,ENVIRONMENTAL,0.84,
UC_61587ca2d7b0c43ebd755359,HISTORY AND ARCHAEOLOGY,2.5,
UC_61587ca2d7b0c43ebd755359,INFORMATION AND COMPUTING,0.38,
UC_61587ca2d7b0c43ebd755359,"LANGUAGE, COMMUNICATION AND CULTURE",2.21,
UC_61587ca2d7b0c43ebd755359,LAW AND LEGAL STUDIES,0.58,
UC_61587ca2d7b0c43ebd755359,MEDICAL AND HEALTH,0.85,
UC_61587ca2d7b0c43ebd755359,OTHERS(IRRELEVANT),8.66,
UC_61587ca2d7b0c43ebd755359,OTHERS(RELEVANT),4.72,
UC_61587ca2d7b0c43ebd755359,PHYSICAL,1.06,
UC_61587ca2d7b0c43ebd755359,PSYCHOLOGY AND COGNITIVE SCIENCES,0.9600000000000001,
UC_61587ca2d7b0c43ebd755359,STUDIES IN CREATIVE ARTS AND WRITING,3.29,
UC_61587ca2d7b0c43ebd755359,STUDIES IN HUMAN SOCIETY,35.59,
UC_61587ca2d7b0c43ebd755359,TECHNOLOGY,1.9,
UC_61587cc2d7b0c43ebd75535a,BIOLOGICAL,0.93,
UC_61587cc2d7b0c43ebd75535a,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.08,
UC_61587cc2d7b0c43ebd75535a,EARTH,0.52,
UC_61587cc2d7b0c43ebd75535a,ECONOMICS,2.41,
UC_61587cc2d7b0c43ebd75535a,EDUCATION,0.74,
UC_61587cc2d7b0c43ebd75535a,ENGINEERING,0.97,
UC_61587cc2d7b0c43ebd75535a,ENVIRONMENTAL,2.9,
UC_61587cc2d7b0c43ebd75535a,HISTORY AND ARCHAEOLOGY,1.1,
UC_61587cc2d7b0c43ebd75535a,"LANGUAGE, COMMUNICATION AND CULTURE",3.67,
UC_61587cc2d7b0c43ebd75535a,LAW AND LEGAL STUDIES,4.43,
UC_61587cc2d7b0c43ebd75535a,MATHEMATICAL,0.82,
UC_61587cc2d7b0c43ebd75535a,MEDICAL AND HEALTH,0.34,
UC_61587cc2d7b0c43ebd75535a,OTHERS(IRRELEVANT),7.17,
UC_61587cc2d7b0c43ebd75535a,OTHERS(RELEVANT),6.7,
UC_61587cc2d7b0c43ebd75535a,PHILOSOPHY AND RELIGIOUS STUDIES,0.71,
UC_61587cc2d7b0c43ebd75535a,STUDIES IN CREATIVE ARTS AND WRITING,2.29,
UC_61587cc2d7b0c43ebd75535a,STUDIES IN HUMAN SOCIETY,22.64,
UC_61587cd9d7b0c43ebd75535b,BUILT ENVIRONMENT AND DESIGN,3.24,
UC_61587cd9d7b0c43ebd75535b,EDUCATION,21.39,
UC_61587cd9d7b0c43ebd75535b,HISTORY AND ARCHAEOLOGY,1.47,
UC_61587cd9d7b0c43ebd75535b,INFORMATION AND COMPUTING,1.44,
UC_61587cd9d7b0c43ebd75535b,"LANGUAGE, COMMUNICATION AND CULTURE",3.62,
UC_61587cd9d7b0c43ebd75535b,LAW AND LEGAL STUDIES,1.47,
UC_61587cd9d7b0c43ebd75535b,MEDICAL AND HEALTH,0.45,
UC_61587cd9d7b0c43ebd75535b,OTHERS(IRRELEVANT),6.38,
UC_61587cd9d7b0c43ebd75535b,OTHERS(RELEVANT),4.64,
UC_61587cd9d7b0c43ebd75535b,PSYCHOLOGY AND COGNITIVE SCIENCES,3.9,
UC_61587cd9d7b0c43ebd75535b,STUDIES IN HUMAN SOCIETY,1.5,
UC_61587cf5d7b0c43ebd75535c,BIOLOGICAL,2.4899999999999998,
UC_61587cf5d7b0c43ebd75535c,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.6299999999999999,
UC_61587cf5d7b0c43ebd75535c,EARTH,0.65,
UC_61587cf5d7b0c43ebd75535c,ECONOMICS,0.06,
UC_61587cf5d7b0c43ebd75535c,EDUCATION,5.92,
UC_61587cf5d7b0c43ebd75535c,ENGINEERING,0.8699999999999999,
UC_61587cf5d7b0c43ebd75535c,ENVIRONMENTAL,0.65,
UC_61587cf5d7b0c43ebd75535c,INFORMATION AND COMPUTING,1.6600000000000001,
UC_61587cf5d7b0c43ebd75535c,"LANGUAGE, COMMUNICATION AND CULTURE",0.32,
UC_61587cf5d7b0c43ebd75535c,MATHEMATICAL,0.65,
UC_61587cf5d7b0c43ebd75535c,MEDICAL AND HEALTH,22.27,
UC_61587cf5d7b0c43ebd75535c,OTHERS(IRRELEVANT),2.68,
UC_61587cf5d7b0c43ebd75535c,OTHERS(RELEVANT),6.57,
UC_61587cf5d7b0c43ebd75535c,PHYSICAL,0.65,
UC_61587cf5d7b0c43ebd75535c,PSYCHOLOGY AND COGNITIVE SCIENCES,7.36,
UC_61587cf5d7b0c43ebd75535c,STUDIES IN HUMAN SOCIETY,3.72,
UC_61587d1ad7b0c43ebd75535f,BIOLOGICAL,1.23,
UC_61587d1ad7b0c43ebd75535f,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.3,
UC_61587d1ad7b0c43ebd75535f,EDUCATION,0.07,
UC_61587d1ad7b0c43ebd75535f,ENGINEERING,5.42,
UC_61587d1ad7b0c43ebd75535f,HISTORY AND ARCHAEOLOGY,0.05,
UC_61587d1ad7b0c43ebd75535f,INFORMATION AND COMPUTING,9.15,
UC_61587d1ad7b0c43ebd75535f,"LANGUAGE, COMMUNICATION AND CULTURE",2.0,
