ATM ID,Category,Description,Title,_id
DFAT-164Trustee,Management advisory services,Emerging Markets Impact Investment Fund - Trustee,Emerging Markets Impact Investment Fund - Trustee,6162aa1fe1b7f5c73e6fe838
4649,Management advisory services,"The Australian Department of Defence (Defence) represented by the Defence Community Organisation (DCO) is seeking services to be provided under contract to deliver specialist employment services at a national level, to facilitate early employment and transition for ADF’s profoundly wounded, injured and ill personnel in the T4E program.",Provision of Specialist Employment Services to the Transition for Employment (T4E) Program,6162aa1fe1b7f5c73e6fe839
PROC-9175599,Crop production and management and protection,"By 2025, 50% of grain growers who adopt an integrated approach for the management of Sclerotinia across their farming system will decrease crop losses due to this disease by 20% per annum. Additionally, the adoption of Integrated Disease Management for Sclerotinia will allow for greater adoption of crop diversification, including maintenance or growth in pulse crops within the farming systems.",Management of Sclerotinia in farming systems,6162aa1fe1b7f5c73e6fe83a
APSC 2018/0227,Education and Training Services,Develop and deliver an intensive digital transformation program for Senior Executive Service (SES) in the APS.,Leading Digital Transformation,6162aa1fe1b7f5c73e6fe83b
RFT 5-2018 SC1,Management advisory services,Establishment of an AFP Capability Support Services Panel (CSSP) - Service Category One - Business Management Services,Establishment of a Capability Support Services Panel,6162aa1fe1b7f5c73e6fe83c
RFT 5-2018 SC6,Education and Training Services,Establishment of an AFP Capability Support Services Panel (CSSP) - Service Category Six - Learning and Development Servi,Establishment of a Capability Support Services Panel,6162aa1fe1b7f5c73e6fe83d
PRI-00003908,Education and Training Services,"The successful Supplier will be required to develop, deliver and gather feedback for up to 8 full day group learning workshops on Winning more business in the METS sector by helping SMEs to understand the risks their client faces in purchasing from your business and how these risks impact their decision making process when purchasing goods and services.","Winning More Business (Mining Equipment, Technology and Services Ignited Series)",6162aa1fe1b7f5c73e6fe83e
DFAT-187,Management advisory services,Australia Indonesia Partnership for Promoting Rural Incomes Through Support for Markets in Agriculture (AIP PRISMA-2),Australia Indonesia Partnership for Promoting Rural Incomes Through Support for Markets in Agriculture (AIP PRISMA-2),6162aa1fe1b7f5c73e6fe83f
AAT/Tender/2018/1,Strategic planning consultation services,The Administrative Appeals Tribunal (AAT) is seeking proposals from individuals to assist with Early Case Assessment and Resolution (ECAR) at the AAT.,Request for Services – Panel of Early Case Assessment and Resolution Specialists,6162aa1fe1b7f5c73e6fe840
AFHQ/EOI/006/18,Strategic planning consultation services,A two-Day ThinkCamp to explore the transformation needed to create the RAAF’s capability advantage.,RAAF Plan Jericho ThinkCamp,6162aa1fe1b7f5c73e6fe841
10016482,Strategic planning consultation services,Provision of strategic planning and advice services and spatial and distributional modelling services for Stage 1 of the National Heavy Vehicle Charging Pilot.    ,Services for Stage 1 of the National Heavy Vehicle Charging Pilot,6162aa1fe1b7f5c73e6fe842
CPX101,Management advisory services,"ASIC is undertaking a strategic review of ASIC's MoneySmart website, including but not limited to gaining an understanding of how Australians interact with the website as part of their everyday lives, informed by human-centred design.",Branding services for Moneysmart,6162aa1fe1b7f5c73e6fe843
ACIAR CSE005,Education and Training Services,Expression of Interest to develop and manage an overarching alumni program including a rewards and recognit,Provision of management of alumni services and an agricultural science researcher rewards and recognition program,6162aa1fe1b7f5c73e6fe844
GA2018/1549,Earth science services,"Geoscience Australia is seeking to appoint a Contractor to manage the ASSGS as a service under Contract for a period of 10 years with a possible extension exercisable by GA of 5 years.     Under the  requirement:    the Contractor becomes a provider of fee-for-service to GA as well as to potentially other public entities and the private sector (subject at all times to CAT and GA's prior approval);      the Contractor will have to comply with International Traffic in Arms Regulations (ITAR) and obtain all other Approvals if required to do so.       the Contractor shall be responsible for the day-to-day operations and ongoing support of the ASSGS, including preventative and corrective maintenance and upgrades. All preventative and corrective maintenance and upgrades are to be funded and implemented by the Contractor, subject to GA approval;      the Contractor is permitted, subject to GA's approval in accordance with the Contract, to contract with other commercial entities and make necessary upgrades to ASSGS for the provision of products and services to customers other than GA without impeding on or adversely affecting GA’s operational priorities;      the Contractor shall assist GA with increasing the importance of, and strengthening the role played by GA in the international Landsat Ground Network (LGN) community;      the Contractor shall undertake key projects to identify and address technical and regulatory tion (ASSGS) As A Service barriers, which are impeding Australian space industry’s ability to take advantage of key opportunities;      GA becomes a fee-paying customer in accordance with the Contract with enforceable Service Levels against the Contractor for the acquisition of required data and operational services, as laid out in Section 2.03 (b);      GA retains the unencumbered ownership of the ASSGS including all major spares,  upgrades and enhancements done to the ASSGS Facilities and Systems by the Contractor;      GA retains absolute operational priority for satellite passes of interest to the Commonwealth government and its allies; and    GA retains absolute operational priority for satellite passes in the event of scheduling conflicts, emergency management situations and other specific circumstances determined by GA.",Management of Alice Springs Satellite Ground Station (ASSGS) As A Service,6162aa1fe1b7f5c73e6fe845
PROC-9175515,Crop production and management and protection,"GRDC invites tenders from suitable contractor(s) to conduct extension and communication activities to enhance the understanding of growers and advisors across the Southern region of the risks and impacts of fungicide resistance and to promote reduced reliance on fungicides by adopting integrated disease management strategies.  The program will deliver increased knowledge of the principles of fungicide resistance management and how to apply these principles on-farm.  This proposed investment would be undertaken over a two-year period commencing 1 June 2018 to 31 May 2020, and will be delivered across the GRDC Southern Region.","Regional communication & extension to understand the status, risks & management of fungicide resistance in the South",6162aa1fe1b7f5c73e6fe846
DFAT-217,Management advisory services,   Australia Awards in Mongolia   ,Australia Awards in Mongolia,6162aa1fe1b7f5c73e6fe847
GA2017/4012,Earth science services,"  GA seeks to identify respondents who are willing and capable of acquiring, processing and supplying ground gravity data.   Geoscience Australia’s requirements are set out in more detail in Schedule 1.  Any deed entered into as a result of this RFT will be based on the Draft Form of Deed.  However, Geoscience Australia may vary the terms and conditions (see clause 26(a)).  The anticipated timeframe for the contract is for four (4) years with one option to extend for a period of 12 months.  ","Acquisition, Processing and Supply of Ground Gravity Data",6162aa1fe1b7f5c73e6fe848
PROC-9175631,Crop production and management and protection,"To further assist grower and advisor understanding of early season canola establishment pests in NSW, the GRDC is looking to develop a best management guide or similar, and conduct a range of training workshops or field events.         ",Managing early season canola establishment pests in New South Wales,6162aa1fe1b7f5c73e6fe849
PROC-9175619,Crop production and management and protection,GRDC seeks to provide growers and advisors with an increased understanding of integrated weed management practices through updated technical manuals and workshop material; and delivered in a series of workshops and demonstrated on trial sites.,Managing Weeds in Northern Grains,6162aa1fe1b7f5c73e6fe84a
RFT DFAT 224,Education and Training Services,"The Commonwealth of Australia, represented by the Department of Foreign Affairs and Trade (The Department),invites Tenders for the provision of Defensive Driving Security Training Services in accordance of the attached Request for Tender",Request for Tender for the Provision of Defensive Driving Security Training Services,6162aa1fe1b7f5c73e6fe84b
18AMSA080,Education and Training Services,Indonesia Maritime Safety technical Support Services,Indonesia Maritime Safety technical Support Services,6162aa1fe1b7f5c73e6fe84c
PROC-9175628,Crop production and management and protection,Optimising sorghum yield through agronomic management,Optimising sorghum yield through agronomic management,6162aa1fe1b7f5c73e6fe84d
18CPU065 RFT Access,Management advisory services,Comcare is establishing a number of delegated claims service offerings for certain Australian Government agencies (the Participating Agencies). The service offerings are part of Comcare’s broader objective to ensure its claims management functions are as effective and efficient as possible.,Procurement of a Service Provider/s for Claims Management Services,6162aa1fe1b7f5c73e6fe84e
RFT 4976 SPIG IPDIV,Education and Training Services,Procurement of a Masters and Academic Support component of the new ASEAN-Australia Defence Postgraduate Scholarship Program.,Masters and Academic Support component of the ASEAN-Australia Defence Postgraduate Scholarship Program,6162aa1fe1b7f5c73e6fe84f
DFR/ATM/2018/001,Education and Training Services,Provision of services for delivery of Alternative Education Equivalency Scheme (AEES),Alternative Education Equivalency Scheme (AEES),6162aa1fe1b7f5c73e6fe850
DFAT-225,Management advisory services,"DFAT is seeking a Managing Contractor to provide technical, managerial and administrative resources to deliver the ASEAN-Australia Counter-Trafficking program. The goal of the ASEAN-Australia Counter-Trafficking program is ‘to contribute to ASEAN Member States having effective justice systems that provide just punishment of traffickers and protect the human rights of victims’.   ",ASEAN-Australia Counter-Trafficking,6162aa1fe1b7f5c73e6fe851
PRN AD18000687,Education and Training Services,"a. The Supplier must undertake the Services: to the highest ethical standards; fairly; effectively; impartially; courteously to the Australian public; and with sensitivity to the diversity of the Australian public;  b. The Supplier must establish a feedback and complaints process to deal with feedback and complaints from recipients of the Services about the Supplier’s delivery of the Services. The Supplier must consult ansd co-operate with the Customer on the development of this process.  c. The Supplier’s feedback and complaints process must:  i. be consistent with this contract; ii. clearly indicate that recipients of the Services may also provide feedback or complaint directly to the Customer using the Customer’s contact information provided to the Supplier;iii. be underpinned by principles of fairness, accessibility, responsiveness, efficiency and integration;iv. be developed and implemented, as far as possible, based on the Commonwealth Ombudsman’s Better Practice Guide to Complaint Handling (http://www.ombudsman.gov.au/__data/assets/pdf_file/0020/35615/Better-practice-guide-to-complaint-handling.pdf).  d. Upon request, the Supplier must give the Customer details of the feedback and complaints process the Supplier has established.  e. The Supplier must publicise to recipients of the Services the existence and details of the feedback and complaints process.  f. The Supplier must keep a feedback and complaints register which includes, but is not limited to, details about:  i. all feedback and complaints received by the Supplier;ii. all feedback and complaints referred to the Supplier by, or through, the Customer; andiii. the Personnel and subcontractors (if any) the subject of the feedback or complaint, circumstances giving rise to the feedback or complaint, the investigation undertaken (where relevant), and any follow-up action.",Services for the organisation of the National Schools Constitutional Convention 2019-2021,6162aa1fe1b7f5c73e6fe852
C18/0270,Management advisory services,"Brand and Creative Services for Australia's Nation Brand","Expression of Interest – Provision of Brand Development and Creative Services, Australia's Nation Brand",6162aa1fe1b7f5c73e6fe853
PRI-0003936,Education and Training Services,The successful supplier will be required to develop and deliver up to 15 half-day learning workshops on Market Diversification in the Australian Food and Agribusiness industry. The maximum number of participants per workshop is estimated at 25.,"Entrepreneurs' Programme Learning Event series on Market Diversification",6162aa1fe1b7f5c73e6fe854
AAT/Tender/2018/2,Strategic planning consultation services,Development of a high-level operating model and enterprise architecture for the AAT,High-level operating model design and enterprise architecture,6162aa1fe1b7f5c73e6fe855
HUB-16-PIN-SIF-001 c,Military science and research,Defence Innovation Hub - Procurement of Military Science and Research Services,Defence Innovation Hub - Call for Submissions,6162aa1fe1b7f5c73e6fe856
DFAT-168,Management advisory services,Pacific Horticultural and Agricultural Market Access (PHARMA) Plus Program,Pacific Horticultural and Agricultural Market Access (PHAMA) Plus,6162aa1fe1b7f5c73e6fe857
IHPA/18-19/D18/4473,Management advisory services,"The Independent Hospital Pricing Authority is seeking Contractors with demonstrated technical experience to provide a range of services on an “as needed” basis. This may include work or advice on Health related Activity Based Funding associated with counting, classification, costing, pricing and policy projects. The Standing Offer will serve as the Customer’s central point of access for the procurement of Activity Based Funding Services.",Activity Based Funding Advice Standing Offer,6162aa1fe1b7f5c73e6fe858
PROC-9175676,Crop production and management and protection,Pulse Check – local extension and communication for profitable pulse production in Central QLD.,Pulse Check – local extension and communication for profitable pulse production in Central QLD.,6162aa1fe1b7f5c73e6fe859
PROC-9175677,Crop production and management and protection,Pulse Check – local extension and communication for profitable pulse production in Western Downs QLD. ,Pulse Check – local extension and communication for profitable pulse production in Western Downs QLD.,6162aa1fe1b7f5c73e6fe85a
PROC-9175678,Crop production and management and protection,Pulse Check – local extension and communication for profitable pulse production in Eastern Downs QLD.,Pulse Check – local extension and communication for profitable pulse production in Eastern Downs QLD.,6162aa1fe1b7f5c73e6fe85b
PROC-9175686,Crop production and management and protection,Pulse Check – local extension and communication for profitable pulse production in South West NSW,Pulse Check – local extension and communication for profitable pulse production in South West NSW,6162aa1fe1b7f5c73e6fe85c
PROC-9175679,Crop production and management and protection,Pulse Check – local extension and communication for profitable pulse production in Coast & Tablelands.,Pulse Check – local extension and communication for profitable pulse production in Coast & Tablelands.,6162aa1fe1b7f5c73e6fe85d
PROC-9175685,Crop production and management and protection,Pulse Check – local extension and communication for profitable pulse production in Central East NSW,Pulse Check – local extension and communication for profitable pulse production in Central East NSW,6162aa1fe1b7f5c73e6fe85e
PROC-9175684,Crop production and management and protection,Pulse Check – local extension and communication for profitable pulse production in Central West NSW,Pulse Check – local extension and communication for profitable pulse production in Central West NSW,6162aa1fe1b7f5c73e6fe85f
PROC-9175680,Crop production and management and protection,Pulse Check – local extension and communication for profitable pulse production in North West NSW. ,Pulse Check – local extension and communication for profitable pulse production in North West NSW.,6162aa1fe1b7f5c73e6fe860
PROC-9175683,Crop production and management and protection,Pulse Check – local extension and communication for profitable pulse production in South East NSW,Pulse Check – local extension and communication for profitable pulse production in South East NSW,6162aa1fe1b7f5c73e6fe861
PROC-9175682,Crop production and management and protection,Pulse Check – local extension and communication for profitable pulse production in Liverpool Plains,Pulse Check – local extension and communication for profitable pulse production in Liverpool Plains,6162aa1fe1b7f5c73e6fe862
PROC-9175681,Crop production and management and protection,Pulse Check – local extension and communication for profitable pulse production in North East NSW,Pulse Check – local extension and communication for profitable pulse production in North East NSW,6162aa1fe1b7f5c73e6fe863
NGTF-SB-2018-02,Military science and research,Proposals from Industry and Academia for research into Adaptive Camouflage for Uninhabited Aerial Systems,Next Generation Technologies Fund - Small Business Innovation Research for Defence - Call for Applications - June 2018,6162aa1fe1b7f5c73e6fe864
FIN/018/18,Management advisory services,Financial Services (Payment Solutions) Adviser for the Department of Finance.,Financial Services (Payment Solutions) Adviser,6162aa1fe1b7f5c73e6fe865
FIN/017/18,Management advisory services,"The Department of Finance has undertaken a review of our internal practices, processes and procedures over the past 3 months as part of the ongoing transformation agenda. This review has identified a number of areas of improvement.  The Department of Finance requires a suitable organisation to implement key outcomes that will ensure the successful delivery of these key improvements.",Implementation of Transformative Change in the Department of Finance,6162aa1fe1b7f5c73e6fe866
ACIAR CSE-007,Strategic planning consultation services,Develop and implement a promotional plan for a television series for the second half of 2018,Develop and implement a Television Promotional Plan,6162aa1fe1b7f5c73e6fe867
RFT HATP AD18000019,Education and Training Services,"Procurement process to implement the 2018-19 Budget measure, the High Achieving Teachers Program.  This Request For Tender (RFT) is seeking one or more alternative, employment-based pathways into teaching to help ease teacher workforce shortages and improve access to quality teaching and education for all Australian students. Alternative pathways into teaching broaden the entry points into teaching by allowing individuals to work while they complete their teaching qualification. They have also been shown to increase the quality of teaching across the system by recruiting high performing individuals and placing them in the schools that need them most, in response to identified teacher workforce shortages.  Successful tenderers will deliver alternative, employment-based pathways into teaching which recruit and place program participants in teaching positions in Australian secondary schools experiencing teacher workforce shortages from 2020. While completing the pathway, participants will receive training and support to develop into high quality teachers. Pathways must also include an Australian accredited teaching qualification to be completed by participants while they work in schools.",High Achieving Teachers Program,6162aa1fe1b7f5c73e6fe868
TSY RFT 012/18,Education and Training Services,Development and Implementation of a Graduate Development Program,For the design and delivery of a Graduate Development Program,6162aa1fe1b7f5c73e6fe869
PROC-9175596,Crop production and management and protection,The provision of NVT Sorghum field trials,The provision of NVT Sorghum field trials,6162aa1fe1b7f5c73e6fe86a
DCON/18/85,Strategic planning consultation services,National face to face consultataion for a renewed National Arts Disability Strategy,National face to face consultation for a renewed National Arts Disability Strategy,6162aa1fe1b7f5c73e6fe86b
RFT PRN AD18/002096,Education and Training Services,The Department of Education and Training (DET) and the Department of Jobs and Small Business (Jobs and Small Business) are seeking responses to this Request for Tender (RFT) for the:(a) provision of the delivery of the Skills Checkpoint for Older Workers Program (Program) on behalf of DET from 1 September 2018 to 30 June 2022 to enable the Program to be accessed nationally in accordance with this RFT; and(b) administration of the Skills and Training Incentive (Incentive) on behalf of Jobs and Small Business from 1 January 2019 to 31 December 2020.   ,National delivery of the Skills Checkpoint for Older Workers Program and Skills and Training Incentive.,6162aa1fe1b7f5c73e6fe86c
DFAT-204,Education and Training Services,Implementation of the Australia Pacific Security College (APSC),The Australia Pacific Security College (APSC),6162aa1fe1b7f5c73e6fe86d
HUB-18-AID-001,Military science and research,"The Department of Defence via the Defence Innovation Hub (Defence) is seeking innovation proposals that will assist Defence to deliver the next generation Australian Army. Defence is establishing a next generation Australian Army that is prepared for both current and future threats through a combination of concepts, organisation and technology offsets. That is, an Army that is a fully integrated component of the joint force, capable of fighting and winning through its employment of networks, systems and sensors across all domains. In delivering the next generation Army, Defence is particularly interested in innovative solutions relating to two themes.",Deliver the Next Generation Army capabilities (including demonstration at Army Innovation Day 2018),6162aa1fe1b7f5c73e6fe86e
ANMM-1814E,Strategic planning consultation services,"Interpretation Plan for the Kingston and Arthur's Vale Historic Area (KAVHA)",KAVHA Interpretation Plan,6162aa1fe1b7f5c73e6fe86f
NBA RFT 1718/005,Education and Training Services,The NBA is seeking to contract with a Supplier to conduct a Training Needs Analysis (TNA).,Training Needs Analysis – National Blood Authority Education and Training Initiatives,6162aa1fe1b7f5c73e6fe870
18ACMA176,Management advisory services,ACMA Spectrum band review,ACMA Spectrum band review,6162aa1fe1b7f5c73e6fe871
ATM_6559_ARMY_AHQ,Military science and research,Invitation to submit proposals for funding under the Army Research Scheme 2018-19,Army Research Scheme 2018 Submissions,6162aa1fe1b7f5c73e6fe872
DFAT-246,Management advisory services,Frontier Brokers Implementation Partner,Frontier Brokers Implementation Partner,6162aa1fe1b7f5c73e6fe873
RFT GA2018/3369,Earth science services,"The primary aim of this Request For Tender is to establish a panel of providers for processing modelling/inverting and/or QA/QC of magnetotelurric (MT) data.  Accordingly, Geoscience Australia invites suitably qualified consultants/contractors to submit a tender for the acquisition, processing and supply of MT Data.","Request for Tender - Panel for Acquisition, processing, modelling/inversion and/or QA/QC of Magnetotelluric (MT) Data.",6162aa1fe1b7f5c73e6fe874
HUB-18-SN-006,Military science and research,"   The Department of Defence via the Defence Innovation Hub (Defence) is seeking innovation proposals that will assist Defence in developing a Soldier Personal Area Network (SPAN) that connects the soldier to current and future systems and communication networks – a Network Centric Soldier.     For geographically dispersed soldiers and commanders, the ability to fuse multiple sensor data feeds and exchange information through a useful interface is challenging.  At the first Australia-Israel Defence Industry Cooperation Joint Working Group* held on 9 July 2018, both the Australian Department of Defence (ADOD) and the Israeli Ministry of Defense (IMOD) identified this shared capability challenge and the need for innovative solutions.  In responding to this Special Notice, Respondents should note that this is a capability challenge shared by both the Australian Defence Force and the Israeli Defense Force. Respondents are encouraged to think creatively about ways in which they may be able to address this shared capability challenge, including potential opportunities for collaboration with other entities in order to meet the needs of both the ADOD and the IMOD.",Network Centric Soldier,6162aa1fe1b7f5c73e6fe875
PRI-00003977,Education and Training Services,Implementation of Energy Efficiency Measures for Commercial Buildings - Educational Material,Energy Efficiency Guidance Documents,6162aa1fe1b7f5c73e6fe876
DFAT-203,Education and Training Services,Vanuatu Education Support Program II,Vanuatu Education Support Program Phase II (VESP II),6162aa1fe1b7f5c73e6fe877
6935,Education and Training Services,The Army Recruit Training Centre (ARTC) is seeking a Supplier to work with the staff of the Recruit Development Wing (RDW) to deliver a specialised program that is aimed at improving the representation of lndigenous Australians in Army.  The Supplier will be contracted to deliver the educational and physical training components of the program in a culturally appropriate environment.,Army Indigenous Development Program Education and Physical Training,6162aa1fe1b7f5c73e6fe878
GA2018/2320,Earth science services,"The Acquisition, Processing and Supply of Airborne Gravity Data - Pilbara (WA) Region Geophysical Survey.   ",Pilbara Region (WA) Airborne Gravity Services,6162aa1fe1b7f5c73e6fe879
PRI-00003978,Education and Training Services,"The successful supplier will be required to develop and deliver up to 12 full-day workshops on the impact of mega trends such as Industry 4.0 and emerging business models on internal business processes and subsequent upskilling and recruitment of staff in the Mining Equipment, Technology and Services (METS) Sector.","Entrepreneurs' Programme Learning Event series Workforce of the future.",6162aa1fe1b7f5c73e6fe87a
ASA RFT PRN_13246,Strategic planning consultation services,Request for Tender (RFT) for End to End Finance Review. Airservices Australia Tender No. PRN_13246,End to End Finance Review,6162aa1fe1b7f5c73e6fe87b
PROC-9175740,Crop production and management and protection,"Workshops to deliver to growers and advisors’ information on current pre-emergent and post-emergent herbicides behaviour and associated plant back periods; factors that affect these and the relevance of these for local regions (taking into account soil types, weed spectrum, rainfall, temperature)",Herbicide behaviour in soils workshops for the Australian Grains Industry,6162aa1fe1b7f5c73e6fe87c
CSIRO RFT2018038,Education and Training Services,CSIRO through this RFT is seeking responses from suitably qualified and experienced service providers for the provision of CSIRO’s Learning and Development program requirements and additional related services.,Learning & Development Panel,6162aa1fe1b7f5c73e6fe87d
PROC-9175756,Crop production and management and protection,Increasing the effectiveness of nitrogen fixation in pulses through improved rhizobial strains in the GRDC Northern region.,Increasing the effectiveness of N fixation in pulses through improved rhizobial strains in the GRDC Northern region,6162aa1fe1b7f5c73e6fe87e
7830,Education and Training Services,"The Royal Military College of Australia (RMC-A) is seeking a Supplier to work with the staff of the Regional Force Surveillance Group (RFSG) to deliver two specialised programs that are aimed at increasing the representation of indigenous Australians in Army.   Industry briefing session for this ATM is Tuesday 09 October 2018 at Berrimah Defence Establishment at 0900.  If interested in attending, please forward nominations and attendee names to the Contact Officer at A.A.5. Maximum of three (3) people per organisation. Nominations for attending the Industry Brief close at 1600hrs Friday 5 October 2018. ",Army Indigenous Development Program & Regional Force Surveillance Unit Education and Development Course,6162aa1fe1b7f5c73e6fe87f
PRI-00003994,Management advisory services,"As part of the Office’s aim to obtain further engagement with the building education sector (covering Continuing Professional Development (CPD), Higher Education (HE) and Vocational Education and Training (VET)), preliminary work has been undertaken, identifying three horizons for possible expansion by the ABCB to increase education capability and outputs.",ABCB Enhanced Education Implementation Plan,6162aa1fe1b7f5c73e6fe880
ASMTI-FTW1,Education and Training Services,"Industry briefing on the future of Australia's military training environment",Defence Industry Future Training Briefing,6162aa1fe1b7f5c73e6fe881
ACIAR CSE-006,Education and Training Services,Develop and deliver a leadership program for women in agricultural research for development,Development and delivery of Leadership Program for Women in Agricultural Research in the Indo-Pacific region,6162aa1fe1b7f5c73e6fe882
RFT SSTBET,Education and Training Services,The Department invites Tenders for the provision of soft skills training for a behavioural economics trial in accordance with this Request for Tender (RFT).,Request for Tender in relation to Soft Skills Training for a Behavioural Economics Trial,6162aa1fe1b7f5c73e6fe883
RFT PRN EDU18683,Education and Training Services,Request for Tender in relation to the provision of support services through the national Australian Apprenticeship Support Network,Provision of support services through the national Australian Apprenticeship Support Network,6162aa1fe1b7f5c73e6fe884
PROC-9175770,Crop production and management and protection,"Provide advice to GRDC regarding emerging pest issues (via an up-to-date gap analysis) to guide investment in R&D that will improve the cost effectiveness and sustainability of pest management in the Australian grains industry. Consider complex pest management issues and debate competing solutions in the context of contemporary agronomic practices, cost effectiveness and emerging technologies. Formulate and review resistance management strategies when required and assist in the communication these strategies to industry. Provide expert comment on issues referred to the committee by GRDC staff and panels. Identify entomological training needs to enhance capability and build capacity in pest biology and management.","Grains Pest Advisory Committee (to guide R,D&E, and IRM strategies)",6162aa1fe1b7f5c73e6fe885
DFAT-244,Management advisory services,Australia Mongolia Extractives Program Phase 2,Australia Mongolia Extractives Program Phase 2,6162aa1fe1b7f5c73e6fe886
PROC-9175755,Crop production and management and protection,Increasing the effectiveness of nitrogen fixation in pulses through improved rhizobial strains in the GRDC Western regio,Increasing the effectiveness of N fixation in pulses through improved rhizobial strains in the GRDC Western region,6162aa1fe1b7f5c73e6fe887
PROC-9175777,Crop production and management and protection,Research into the ecology and control tactics of barley grass has occurred and now this need to be transferred into the development and testing of localised Integrated Weed Management (IWM) strategies.  This investment will test localised IWM strategies against barley grass utilising large plot replicated demonstration sites and delivered within key areas of the low rainfall zone. ,Demonstrating and validating the implementation of IWM strategies to control barley grass in LRZ farming systems,6162aa1fe1b7f5c73e6fe888
FIN/024/18 - Notice,Management advisory services,The Sourcing Strategy Discussion Paper is available on the Finance website and is not a formal approach to market.,Digital Records Transformation Initiative – Sourcing Strategy Discussion Paper,6162aa1fe1b7f5c73e6fe889
ABS2018.465,Management advisory services,The ABS is seeking to establish a panel of potential suppliers with the capability and capacity to provide privacy expertise and associated services.,Privacy Services Panel,6162aa1fe1b7f5c73e6fe88a
18ACMA148,Education and Training Services,The ACMA is seeking appropriately qualified and resourced organisations for the provision of certain statutory functions and administrative services associated with amateur radio licencing as detailed in the attached Approach to Market.   ,Amateur radio licencing and administration,6162aa1fe1b7f5c73e6fe88b
17AMSA148,Education and Training Services,"Provision of a Panel for the development, delivery and management of AMSA Response training programs.","Provision of a Panel for the development, delivery and management of AMSA Response training programs.",6162aa1fe1b7f5c73e6fe88c
APSC 2018/0236,Education and Training Services,Design and deliver a talent assessment approach for high potential EL2 employees,EL2 Talent Assessment,6162aa1fe1b7f5c73e6fe88d
RFT PRN 18001278,Education and Training Services,"Trades Recognition Australia (TRA) is seeking suitable qualified Registered Training Organisations (RTOs) to join a refreshable panel of providers to deliver skills assessment services for the Temporary Skills Shortage (TSS) Program, Offshore Skills Assessment Program (OSAP), and Trades Recognition Service (TRS).",Refreshable Panel for Providers of Trades Recognition Australia (TRA) Skills Assessment Services,6162aa1fe1b7f5c73e6fe88e
PROC-9175784,Crop production and management and protection,"The GRDC is seeking applications for Optimizing the profitability of high rainfall zone farming systems – survey, farmer-scale demonstration trials and field days","Optimising profitability of high rainfall zone farming systems-survey, farmer-scale demonstration trials and field days",6162aa1fe1b7f5c73e6fe88f
PROC-9175783,Crop production and management and protection,The GRDC is seeking applications for Optimizing high rainfall zone cropping for profit in the Western and Southern Regions.,Optimizing high rainfall zone cropping for profit in the Western and Southern Regions,6162aa1fe1b7f5c73e6fe890
PROC-9175792,Crop production and management and protection,Extension program to promote best practice principles for identifying and managing soil limitations.,Extension program to promote best practice principles for identifying and managing soil limitations.,6162aa1fe1b7f5c73e6fe891
PRI-00004013,Management advisory services,"The operator of the Ranger Uranium Mine, Energy Resources of Australia, is required to produce an Annual Plan of Rehabilitation that sets out a detailed description of the work which would be required to rehabilitate the Ranger Project Area if operations were to cease on 31 March and rehabilitation commences within 30 days thereafter.",Assessor – Ranger Project Area Rehabilitation Security,6162aa1fe1b7f5c73e6fe892
NGTF-iDS-2018-11,Military science and research,Academic and industry proposals for multi-intelligence content analytics and cognitive information fusion research.,Next Generation Technologies Fund - Intelligent Decision Superiority Research Network Call For Proposals - November 2018,6162aa1fe1b7f5c73e6fe893
HUB-16-PIN-SIF-001 d,Military science and research,"Defence is inviting companies, businesses and organisations to respond to a Call for Submissions detailing their innovation proposal. Where an innovation proposal is assessed as suitable for investment and satisfies the requirements and assessment criteria set out in the Terms for Call for Submissions, Defence will invite the respondent to participate in a Request for Proposal process. Defence intends to enter into contracts with respondents under a contractual framework, to mature their innovations to meet Defence's capability needs.",Defence Innovation Hub - Call for Submissions,6162aa1fe1b7f5c73e6fe894
1000614124,Education and Training Services,For the provision of Plain English Training,Plain English Training,6162aa1fe1b7f5c73e6fe895
PROC-9175793,Crop production and management and protection,Best practice spray efficiency and spray equipment setup discussion days.,Best practice spray efficiency and spray equipment setup discussion days.,6162aa1fe1b7f5c73e6fe896
ASA RFQ PRN_13981,Education and Training Services,Request for Quotation for Senior Leader Coaching Services. Airservices Australia RFQ No. PRN_13981.,Senior Leader Coaching Services,6162aa1fe1b7f5c73e6fe897
DFAT-180,Management advisory services,"Roads for Development Phase 2 (Vanuatu) will continue to support the development of the road subsector in Vanuatu, plus selective innovative and catalytic economic infrastructure support.          ",Roads for Development Phase 2 (Vanuatu),6162aa1fe1b7f5c73e6fe898
ASA RFQ PRN_13978,Education and Training Services,Request for Quotation for Leadership Development Modules/Programs. Airservices Australia RFQ No. PRN_13978.,Leadership Development Modules/Programs,6162aa1fe1b7f5c73e6fe899
Health/18-19/04894,Management advisory services,The Department is seeking to engage a consultant to develop a comprehensive sustainability strategy for the Aboriginal Community Controlled Health Services sector. The work will include the design and implementation of a small pilot project to test and refine the strategy.,Sustainability Strategy for the Aboriginal Community Controlled Health Services Sector,6162aa1fe1b7f5c73e6fe89a
SPC-2855,Education and Training Services,The ATO is committed to ongoing transformation to build trust and confidence in the agency and our tax and superannuation systems and deliver real outcomes for the community.,"Negotiation, Consultancy and Conflict Resolution Skills Training Programs",6162aa1fe1b7f5c73e6fe89b
