Staff ID,value,weight
Canberra00181,EARTH,1.51
Canberra00311,INFORMATION AND COMPUTING,1.51
Canberra00153,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.51
Canberra00108,ENVIRONMENTAL,1.5
Canberra00394,PSYCHOLOGY AND COGNITIVE SCIENCES,1.5
Canberra00010,INFORMATION AND COMPUTING,1.5
Canberra00381,ECONOMICS,1.5
Canberra00049,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.5
Canberra00040,EDUCATION,1.5
Canberra00212,ENGINEERING,1.5
Canberra00108,ECONOMICS,1.5
Canberra00048,BIOLOGICAL,1.5
Canberra00394,MEDICAL AND HEALTH,1.5
Canberra00256,BIOLOGICAL,1.5
Canberra00327,"LANGUAGE, COMMUNICATION AND CULTURE",1.49
Canberra00139,HISTORY AND ARCHAEOLOGY,1.49
Canberra00403,BIOLOGICAL,1.49
Canberra00367,OTHERS(IRRELEVANT),1.49
Canberra00315,EARTH,1.48
Canberra00044,AGRICULTURAL AND VETERINARY,1.48
Canberra00251,STUDIES IN HUMAN SOCIETY,1.48
Canberra00335,OTHERS(RELEVANT),1.48
Canberra00290,EDUCATION,1.48
Canberra00156,HISTORY AND ARCHAEOLOGY,1.48
Canberra00106,EARTH,1.48
Canberra00276,OTHERS(IRRELEVANT),1.47
Canberra00106,EDUCATION,1.47
Canberra00297,PHYSICAL,1.47
Canberra00201,OTHERS(RELEVANT),1.47
Canberra00327,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.47
Canberra00397,ENGINEERING,1.47
Canberra00382,LAW AND LEGAL STUDIES,1.47
Canberra00382,HISTORY AND ARCHAEOLOGY,1.47
Canberra00265,PSYCHOLOGY AND COGNITIVE SCIENCES,1.46
Canberra00282,OTHERS(IRRELEVANT),1.46
Canberra00105,ENGINEERING,1.46
Canberra00317,LAW AND LEGAL STUDIES,1.46
Canberra00349,"LANGUAGE, COMMUNICATION AND CULTURE",1.46
Canberra00422,OTHERS(IRRELEVANT),1.46
Canberra00190,PHYSICAL,1.46
Canberra00237,HISTORY AND ARCHAEOLOGY,1.46
Canberra00433,MEDICAL AND HEALTH,1.46
Canberra00275,EARTH,1.46
Canberra00312,OTHERS(RELEVANT),1.45
Canberra00381,EARTH,1.45
Canberra00008,EARTH,1.45
Canberra00296,OTHERS(RELEVANT),1.45
Canberra00203,OTHERS(RELEVANT),1.45
Canberra00152,LAW AND LEGAL STUDIES,1.45
Canberra00337,MEDICAL AND HEALTH,1.45
Canberra00126,OTHERS(RELEVANT),1.45
Canberra00042,OTHERS(RELEVANT),1.45
Canberra00396,OTHERS(RELEVANT),1.45
Canberra00221,"LANGUAGE, COMMUNICATION AND CULTURE",1.45
Canberra00304,MEDICAL AND HEALTH,1.45
Canberra00216,ENGINEERING,1.45
Canberra00147,INFORMATION AND COMPUTING,1.45
Canberra00136,INFORMATION AND COMPUTING,1.45
Canberra00432,STUDIES IN HUMAN SOCIETY,1.45
Canberra00044,ENGINEERING,1.45
Canberra00048,STUDIES IN HUMAN SOCIETY,1.45
Canberra00039,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.44
Canberra00018,MATHEMATICAL,1.44
Canberra00318,EDUCATION,1.44
Canberra00347,EDUCATION,1.44
Canberra00201,OTHERS(IRRELEVANT),1.44
Canberra00309,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.44
Canberra00117,AGRICULTURAL AND VETERINARY,1.44
Canberra00360,BUILT ENVIRONMENT AND DESIGN,1.44
Canberra00297,BUILT ENVIRONMENT AND DESIGN,1.44
Canberra00213,ECONOMICS,1.44
Canberra00085,BUILT ENVIRONMENT AND DESIGN,1.44
Canberra00052,TECHNOLOGY,1.43
Canberra00223,MEDICAL AND HEALTH,1.43
Canberra00162,LAW AND LEGAL STUDIES,1.43
Canberra00182,EDUCATION,1.43
Canberra00434,BUILT ENVIRONMENT AND DESIGN,1.43
Canberra00170,MEDICAL AND HEALTH,1.43
Canberra00302,OTHERS(RELEVANT),1.43
Canberra00026,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.43
Canberra00270,AGRICULTURAL AND VETERINARY,1.43
Canberra00222,OTHERS(IRRELEVANT),1.43
Canberra00006,OTHERS(IRRELEVANT),1.42
Canberra00257,PSYCHOLOGY AND COGNITIVE SCIENCES,1.42
Canberra00323,"LANGUAGE, COMMUNICATION AND CULTURE",1.42
Canberra00196,STUDIES IN HUMAN SOCIETY,1.42
Canberra00159,STUDIES IN CREATIVE ARTS AND WRITING,1.42
Canberra00288,STUDIES IN HUMAN SOCIETY,1.42
Canberra00221,TECHNOLOGY,1.42
Canberra00085,MEDICAL AND HEALTH,1.42
Canberra00153,LAW AND LEGAL STUDIES,1.42
Canberra00360,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.42
Canberra00329,HISTORY AND ARCHAEOLOGY,1.41
Canberra00039,PSYCHOLOGY AND COGNITIVE SCIENCES,1.41
Canberra00313,MEDICAL AND HEALTH,1.41
Canberra00124,STUDIES IN HUMAN SOCIETY,1.4
Canberra00070,"LANGUAGE, COMMUNICATION AND CULTURE",1.4
Canberra00286,INFORMATION AND COMPUTING,1.4
Canberra00295,OTHERS(RELEVANT),1.4
Canberra00254,"LANGUAGE, COMMUNICATION AND CULTURE",1.4
Canberra00114,OTHERS(IRRELEVANT),1.39
Canberra00085,HISTORY AND ARCHAEOLOGY,1.39
Canberra00106,STUDIES IN CREATIVE ARTS AND WRITING,1.39
Canberra00409,AGRICULTURAL AND VETERINARY,1.39
Canberra00055,TECHNOLOGY,1.39
Canberra00237,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.39
Canberra00153,ENVIRONMENTAL,1.39
Canberra00114,MEDICAL AND HEALTH,1.39
Canberra00336,BIOLOGICAL,1.39
Canberra00383,STUDIES IN CREATIVE ARTS AND WRITING,1.39
Canberra00336,ENVIRONMENTAL,1.39
Canberra00327,LAW AND LEGAL STUDIES,1.39
Canberra00250,OTHERS(RELEVANT),1.39
Canberra00009,LAW AND LEGAL STUDIES,1.38
Canberra00041,STUDIES IN CREATIVE ARTS AND WRITING,1.38
Canberra00292,OTHERS(RELEVANT),1.38
Canberra00048,OTHERS(IRRELEVANT),1.38
Canberra00310,MEDICAL AND HEALTH,1.38
Canberra00194,BIOLOGICAL,1.38
Canberra00212,OTHERS(RELEVANT),1.38
Canberra00220,LAW AND LEGAL STUDIES,1.38
Canberra00216,EDUCATION,1.37
Canberra00394,OTHERS(IRRELEVANT),1.37
Canberra00054,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.37
Canberra00440,STUDIES IN HUMAN SOCIETY,1.37
Canberra00165,OTHERS(RELEVANT),1.37
Canberra00069,OTHERS(IRRELEVANT),1.37
Canberra00121,EDUCATION,1.37
Canberra00227,BIOLOGICAL,1.37
Canberra00132,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.36
Canberra00423,ECONOMICS,1.36
Canberra00305,"LANGUAGE, COMMUNICATION AND CULTURE",1.36
Canberra00304,PSYCHOLOGY AND COGNITIVE SCIENCES,1.36
Canberra00335,STUDIES IN HUMAN SOCIETY,1.36
Canberra00175,"LANGUAGE, COMMUNICATION AND CULTURE",1.36
Canberra00094,BUILT ENVIRONMENT AND DESIGN,1.36
Canberra00162,PHILOSOPHY AND RELIGIOUS STUDIES,1.36
Canberra00434,OTHERS(RELEVANT),1.36
Canberra00040,OTHERS(IRRELEVANT),1.36
Canberra00277,AGRICULTURAL AND VETERINARY,1.36
Canberra00013,PHILOSOPHY AND RELIGIOUS STUDIES,1.36
Canberra00056,PHYSICAL,1.36
Canberra00196,MEDICAL AND HEALTH,1.35
Canberra00417,PSYCHOLOGY AND COGNITIVE SCIENCES,1.35
Canberra00196,PSYCHOLOGY AND COGNITIVE SCIENCES,1.35
Canberra00316,BIOLOGICAL,1.35
Canberra00412,PSYCHOLOGY AND COGNITIVE SCIENCES,1.35
Canberra00058,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.35
Canberra00157,TECHNOLOGY,1.35
Canberra00299,"LANGUAGE, COMMUNICATION AND CULTURE",1.35
Canberra00184,BIOLOGICAL,1.35
Canberra00034,OTHERS(RELEVANT),1.34
Canberra00159,OTHERS(RELEVANT),1.34
Canberra00361,MEDICAL AND HEALTH,1.34
Canberra00049,INFORMATION AND COMPUTING,1.34
Canberra00213,BIOLOGICAL,1.34
Canberra00091,ENVIRONMENTAL,1.33
Canberra00219,MEDICAL AND HEALTH,1.33
Canberra00107,TECHNOLOGY,1.33
Canberra00270,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.33
Canberra00220,AGRICULTURAL AND VETERINARY,1.33
Canberra00369,LAW AND LEGAL STUDIES,1.32
Canberra00023,OTHERS(RELEVANT),1.32
Canberra00010,ECONOMICS,1.32
Canberra00149,PHILOSOPHY AND RELIGIOUS STUDIES,1.32
Canberra00063,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.32
Canberra00022,CHEMICAL,1.32
Canberra00089,ENVIRONMENTAL,1.32
Canberra00006,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.32
Canberra00095,LAW AND LEGAL STUDIES,1.32
Canberra00439,PSYCHOLOGY AND COGNITIVE SCIENCES,1.32
Canberra00263,HISTORY AND ARCHAEOLOGY,1.32
Canberra00353,OTHERS(RELEVANT),1.32
Canberra00184,STUDIES IN HUMAN SOCIETY,1.31
Canberra00181,OTHERS(RELEVANT),1.31
Canberra00131,TECHNOLOGY,1.31
Canberra00001,BIOLOGICAL,1.31
Canberra00368,PHILOSOPHY AND RELIGIOUS STUDIES,1.31
Canberra00107,AGRICULTURAL AND VETERINARY,1.31
Canberra00368,HISTORY AND ARCHAEOLOGY,1.31
Canberra00155,STUDIES IN HUMAN SOCIETY,1.31
Canberra00287,TECHNOLOGY,1.31
Canberra00243,LAW AND LEGAL STUDIES,1.3
Canberra00228,MEDICAL AND HEALTH,1.3
Canberra00299,INFORMATION AND COMPUTING,1.3
Canberra00035,PSYCHOLOGY AND COGNITIVE SCIENCES,1.3
Canberra00399,ECONOMICS,1.3
Canberra00077,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.3
Canberra00196,INFORMATION AND COMPUTING,1.3
Canberra00323,STUDIES IN HUMAN SOCIETY,1.3
Canberra00127,MEDICAL AND HEALTH,1.3
Canberra00277,PHYSICAL,1.3
Canberra00316,ENGINEERING,1.29
Canberra00124,EDUCATION,1.29
Canberra00087,OTHERS(RELEVANT),1.29
Canberra00130,BIOLOGICAL,1.29
Canberra00059,INFORMATION AND COMPUTING,1.29
Canberra00287,LAW AND LEGAL STUDIES,1.29
Canberra00156,LAW AND LEGAL STUDIES,1.29
Canberra00241,MEDICAL AND HEALTH,1.28
Canberra00327,MEDICAL AND HEALTH,1.28
Canberra00350,OTHERS(RELEVANT),1.28
Canberra00392,BUILT ENVIRONMENT AND DESIGN,1.28
Canberra00316,INFORMATION AND COMPUTING,1.28
Canberra00063,ENGINEERING,1.28
Canberra00063,TECHNOLOGY,1.28
Canberra00076,STUDIES IN CREATIVE ARTS AND WRITING,1.28
Canberra00078,ECONOMICS,1.27
Canberra00001,PHYSICAL,1.27
Canberra00039,ECONOMICS,1.27
Canberra00121,ENVIRONMENTAL,1.27
Canberra00164,ENVIRONMENTAL,1.27
Canberra00153,ECONOMICS,1.27
Canberra00126,ENVIRONMENTAL,1.27
Canberra00079,ECONOMICS,1.27
Canberra00052,MEDICAL AND HEALTH,1.27
Canberra00001,ENGINEERING,1.27
Canberra00125,OTHERS(RELEVANT),1.27
Canberra00322,BIOLOGICAL,1.27
Canberra00409,BIOLOGICAL,1.26
Canberra00314,PSYCHOLOGY AND COGNITIVE SCIENCES,1.26
Canberra00421,LAW AND LEGAL STUDIES,1.26
Canberra00273,PSYCHOLOGY AND COGNITIVE SCIENCES,1.26
Canberra00193,PSYCHOLOGY AND COGNITIVE SCIENCES,1.26
Canberra00354,TECHNOLOGY,1.26
Canberra00397,BIOLOGICAL,1.26
Canberra00292,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.26
Canberra00068,EARTH,1.26
Canberra00421,INFORMATION AND COMPUTING,1.26
Canberra00183,STUDIES IN CREATIVE ARTS AND WRITING,1.26
Canberra00106,PHILOSOPHY AND RELIGIOUS STUDIES,1.26
Canberra00392,EDUCATION,1.26
Canberra00251,TECHNOLOGY,1.26
Canberra00216,OTHERS(IRRELEVANT),1.26
Canberra00020,INFORMATION AND COMPUTING,1.25
Canberra00448,OTHERS(IRRELEVANT),1.25
Canberra00295,PHYSICAL,1.25
Canberra00262,LAW AND LEGAL STUDIES,1.25
Canberra00000,"LANGUAGE, COMMUNICATION AND CULTURE",1.25
Canberra00070,AGRICULTURAL AND VETERINARY,1.25
Canberra00201,PSYCHOLOGY AND COGNITIVE SCIENCES,1.25
Canberra00434,BIOLOGICAL,1.25
Canberra00307,STUDIES IN HUMAN SOCIETY,1.25
Canberra00271,OTHERS(RELEVANT),1.25
Canberra00204,OTHERS(IRRELEVANT),1.25
Canberra00371,"LANGUAGE, COMMUNICATION AND CULTURE",1.25
Canberra00374,PSYCHOLOGY AND COGNITIVE SCIENCES,1.25
Canberra00357,LAW AND LEGAL STUDIES,1.24
Canberra00284,ECONOMICS,1.24
Canberra00157,ENGINEERING,1.24
Canberra00367,STUDIES IN HUMAN SOCIETY,1.24
Canberra00270,STUDIES IN CREATIVE ARTS AND WRITING,1.24
Canberra00181,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.24
Canberra00250,LAW AND LEGAL STUDIES,1.24
Canberra00262,"LANGUAGE, COMMUNICATION AND CULTURE",1.24
Canberra00337,OTHERS(RELEVANT),1.24
Canberra00125,OTHERS(IRRELEVANT),1.24
Canberra00044,ECONOMICS,1.24
Canberra00126,AGRICULTURAL AND VETERINARY,1.24
Canberra00137,EDUCATION,1.24
Canberra00434,EDUCATION,1.24
Canberra00022,LAW AND LEGAL STUDIES,1.24
Canberra00423,HISTORY AND ARCHAEOLOGY,1.24
Canberra00159,"LANGUAGE, COMMUNICATION AND CULTURE",1.23
Canberra00401,BIOLOGICAL,1.23
Canberra00307,MEDICAL AND HEALTH,1.23
Canberra00085,AGRICULTURAL AND VETERINARY,1.23
Canberra00271,TECHNOLOGY,1.23
Canberra00344,OTHERS(IRRELEVANT),1.23
Canberra00273,INFORMATION AND COMPUTING,1.23
Canberra00108,OTHERS(IRRELEVANT),1.22
Canberra00042,EDUCATION,1.22
Canberra00224,STUDIES IN CREATIVE ARTS AND WRITING,1.22
Canberra00291,PHYSICAL,1.22
Canberra00433,PHILOSOPHY AND RELIGIOUS STUDIES,1.22
Canberra00329,LAW AND LEGAL STUDIES,1.22
Canberra00369,BIOLOGICAL,1.22
Canberra00120,OTHERS(RELEVANT),1.22
Canberra00373,ECONOMICS,1.21
Canberra00373,PSYCHOLOGY AND COGNITIVE SCIENCES,1.21
Canberra00220,"LANGUAGE, COMMUNICATION AND CULTURE",1.21
Canberra00067,MEDICAL AND HEALTH,1.21
Canberra00079,BIOLOGICAL,1.21
Canberra00223,BUILT ENVIRONMENT AND DESIGN,1.21
Canberra00212,EDUCATION,1.21
Canberra00063,BIOLOGICAL,1.21
Canberra00243,TECHNOLOGY,1.21
Canberra00201,EDUCATION,1.21
Canberra00354,HISTORY AND ARCHAEOLOGY,1.21
Canberra00433,PSYCHOLOGY AND COGNITIVE SCIENCES,1.21
Canberra00162,MATHEMATICAL,1.21
Canberra00163,PSYCHOLOGY AND COGNITIVE SCIENCES,1.21
Canberra00080,ECONOMICS,1.2
Canberra00147,"LANGUAGE, COMMUNICATION AND CULTURE",1.2
Canberra00111,PSYCHOLOGY AND COGNITIVE SCIENCES,1.2
Canberra00183,ENVIRONMENTAL,1.2
Canberra00127,PHILOSOPHY AND RELIGIOUS STUDIES,1.2
Canberra00216,BIOLOGICAL,1.2
Canberra00029,PHILOSOPHY AND RELIGIOUS STUDIES,1.2
Canberra00118,PHYSICAL,1.19
Canberra00323,HISTORY AND ARCHAEOLOGY,1.19
Canberra00118,MEDICAL AND HEALTH,1.19
Canberra00227,PSYCHOLOGY AND COGNITIVE SCIENCES,1.19
Canberra00436,TECHNOLOGY,1.19
Canberra00320,STUDIES IN CREATIVE ARTS AND WRITING,1.19
Canberra00343,ENVIRONMENTAL,1.19
Canberra00318,OTHERS(IRRELEVANT),1.19
Canberra00123,BIOLOGICAL,1.19
Canberra00233,STUDIES IN HUMAN SOCIETY,1.19
Canberra00082,MEDICAL AND HEALTH,1.19
Canberra00075,MATHEMATICAL,1.19
Canberra00193,MEDICAL AND HEALTH,1.19
Canberra00009,STUDIES IN CREATIVE ARTS AND WRITING,1.19
Canberra00008,EDUCATION,1.19
Canberra00041,MATHEMATICAL,1.18
Canberra00164,BUILT ENVIRONMENT AND DESIGN,1.18
Canberra00156,TECHNOLOGY,1.18
Canberra00322,OTHERS(RELEVANT),1.18
Canberra00252,"LANGUAGE, COMMUNICATION AND CULTURE",1.18
Canberra00121,ENGINEERING,1.18
Canberra00249,BIOLOGICAL,1.18
Canberra00404,"LANGUAGE, COMMUNICATION AND CULTURE",1.18
Canberra00069,LAW AND LEGAL STUDIES,1.18
Canberra00195,OTHERS(IRRELEVANT),1.18
Canberra00150,LAW AND LEGAL STUDIES,1.18
Canberra00298,ENGINEERING,1.18
Canberra00224,OTHERS(RELEVANT),1.18
Canberra00089,PSYCHOLOGY AND COGNITIVE SCIENCES,1.18
Canberra00423,PSYCHOLOGY AND COGNITIVE SCIENCES,1.18
Canberra00194,INFORMATION AND COMPUTING,1.18
Canberra00277,BIOLOGICAL,1.18
Canberra00189,ENGINEERING,1.17
Canberra00195,OTHERS(RELEVANT),1.17
Canberra00350,ECONOMICS,1.17
Canberra00251,ENGINEERING,1.17
Canberra00322,MEDICAL AND HEALTH,1.17
Canberra00311,BIOLOGICAL,1.17
Canberra00310,OTHERS(IRRELEVANT),1.17
Canberra00309,"LANGUAGE, COMMUNICATION AND CULTURE",1.17
Canberra00247,STUDIES IN HUMAN SOCIETY,1.17
Canberra00110,MEDICAL AND HEALTH,1.17
Canberra00371,HISTORY AND ARCHAEOLOGY,1.17
Canberra00342,MEDICAL AND HEALTH,1.17
Canberra00112,PSYCHOLOGY AND COGNITIVE SCIENCES,1.17
Canberra00256,AGRICULTURAL AND VETERINARY,1.17
Canberra00431,PSYCHOLOGY AND COGNITIVE SCIENCES,1.17
Canberra00304,LAW AND LEGAL STUDIES,1.16
Canberra00423,ENVIRONMENTAL,1.16
Canberra00303,EDUCATION,1.16
Canberra00130,TECHNOLOGY,1.16
Canberra00056,AGRICULTURAL AND VETERINARY,1.16
Canberra00404,STUDIES IN CREATIVE ARTS AND WRITING,1.16
Canberra00056,LAW AND LEGAL STUDIES,1.16
Canberra00190,CHEMICAL,1.16
Canberra00048,BUILT ENVIRONMENT AND DESIGN,1.16
Canberra00009,EARTH,1.16
Canberra00226,EARTH,1.16
Canberra00177,CHEMICAL,1.16
Canberra00436,AGRICULTURAL AND VETERINARY,1.16
Canberra00009,CHEMICAL,1.16
Canberra00009,ENVIRONMENTAL,1.16
Canberra00311,ECONOMICS,1.16
Canberra00311,STUDIES IN CREATIVE ARTS AND WRITING,1.16
Canberra00022,MEDICAL AND HEALTH,1.15
Canberra00434,STUDIES IN HUMAN SOCIETY,1.15
Canberra00093,MATHEMATICAL,1.15
Canberra00333,LAW AND LEGAL STUDIES,1.15
Canberra00257,CHEMICAL,1.15
Canberra00411,PSYCHOLOGY AND COGNITIVE SCIENCES,1.15
Canberra00150,PSYCHOLOGY AND COGNITIVE SCIENCES,1.15
Canberra00383,MEDICAL AND HEALTH,1.15
Canberra00049,OTHERS(RELEVANT),1.15
Canberra00291,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.15
Canberra00151,HISTORY AND ARCHAEOLOGY,1.15
Canberra00328,BIOLOGICAL,1.15
Canberra00222,PSYCHOLOGY AND COGNITIVE SCIENCES,1.15
Canberra00342,INFORMATION AND COMPUTING,1.15
Canberra00069,BUILT ENVIRONMENT AND DESIGN,1.15
Canberra00000,OTHERS(RELEVANT),1.14
Canberra00192,INFORMATION AND COMPUTING,1.14
Canberra00335,MEDICAL AND HEALTH,1.14
Canberra00042,INFORMATION AND COMPUTING,1.14
Canberra00056,EARTH,1.14
Canberra00204,MEDICAL AND HEALTH,1.14
Canberra00087,ENGINEERING,1.14
Canberra00188,HISTORY AND ARCHAEOLOGY,1.14
Canberra00265,HISTORY AND ARCHAEOLOGY,1.14
Canberra00030,OTHERS(IRRELEVANT),1.14
Canberra00373,AGRICULTURAL AND VETERINARY,1.14
Canberra00041,HISTORY AND ARCHAEOLOGY,1.14
Canberra00029,STUDIES IN CREATIVE ARTS AND WRITING,1.14
Canberra00300,HISTORY AND ARCHAEOLOGY,1.14
Canberra00430,BIOLOGICAL,1.14
Canberra00175,STUDIES IN CREATIVE ARTS AND WRITING,1.13
Canberra00427,"LANGUAGE, COMMUNICATION AND CULTURE",1.13
Canberra00411,BUILT ENVIRONMENT AND DESIGN,1.13
Canberra00091,OTHERS(IRRELEVANT),1.13
Canberra00270,HISTORY AND ARCHAEOLOGY,1.13
Canberra00023,BIOLOGICAL,1.13
Canberra00272,STUDIES IN HUMAN SOCIETY,1.13
Canberra00059,MEDICAL AND HEALTH,1.13
Canberra00303,MATHEMATICAL,1.13
Canberra00434,HISTORY AND ARCHAEOLOGY,1.12
Canberra00395,OTHERS(RELEVANT),1.12
Canberra00387,BIOLOGICAL,1.12
Canberra00195,STUDIES IN HUMAN SOCIETY,1.12
Canberra00095,ENGINEERING,1.12
Canberra00130,STUDIES IN CREATIVE ARTS AND WRITING,1.12
Canberra00323,EDUCATION,1.12
Canberra00250,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.12
Canberra00342,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.12
Canberra00087,BIOLOGICAL,1.12
Canberra00434,ECONOMICS,1.11
Canberra00367,EDUCATION,1.11
Canberra00411,ENGINEERING,1.11
Canberra00124,LAW AND LEGAL STUDIES,1.11
Canberra00124,"LANGUAGE, COMMUNICATION AND CULTURE",1.11
Canberra00228,MATHEMATICAL,1.11
Canberra00336,EARTH,1.11
Canberra00149,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.11
Canberra00309,HISTORY AND ARCHAEOLOGY,1.11
Canberra00148,OTHERS(RELEVANT),1.11
Canberra00087,LAW AND LEGAL STUDIES,1.11
Canberra00289,BUILT ENVIRONMENT AND DESIGN,1.11
Canberra00324,STUDIES IN HUMAN SOCIETY,1.11
Canberra00284,CHEMICAL,1.11
Canberra00238,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.1
Canberra00294,STUDIES IN HUMAN SOCIETY,1.1
Canberra00264,STUDIES IN HUMAN SOCIETY,1.1
Canberra00318,OTHERS(RELEVANT),1.1
Canberra00428,MATHEMATICAL,1.1
Canberra00360,CHEMICAL,1.1
Canberra00228,CHEMICAL,1.1
Canberra00333,ECONOMICS,1.1
Canberra00048,MATHEMATICAL,1.1
Canberra00139,EDUCATION,1.1
Canberra00115,PSYCHOLOGY AND COGNITIVE SCIENCES,1.1
Canberra00342,ECONOMICS,1.1
Canberra00276,EDUCATION,1.09
Canberra00127,STUDIES IN CREATIVE ARTS AND WRITING,1.09
Canberra00233,OTHERS(RELEVANT),1.09
Canberra00189,CHEMICAL,1.09
Canberra00265,MEDICAL AND HEALTH,1.09
Canberra00399,HISTORY AND ARCHAEOLOGY,1.09
Canberra00281,BIOLOGICAL,1.09
Canberra00415,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.09
Canberra00117,OTHERS(RELEVANT),1.09
Canberra00287,PHYSICAL,1.09
Canberra00258,ENGINEERING,1.09
Canberra00329,BIOLOGICAL,1.09
Canberra00156,BUILT ENVIRONMENT AND DESIGN,1.09
Canberra00093,ECONOMICS,1.09
Canberra00281,PHYSICAL,1.09
Canberra00093,BIOLOGICAL,1.09
Canberra00189,TECHNOLOGY,1.09
Canberra00315,HISTORY AND ARCHAEOLOGY,1.09
Canberra00008,PHYSICAL,1.09
Canberra00317,PHYSICAL,1.09
Canberra00152,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.09
Canberra00237,STUDIES IN CREATIVE ARTS AND WRITING,1.09
Canberra00291,"LANGUAGE, COMMUNICATION AND CULTURE",1.09
Canberra00336,PHILOSOPHY AND RELIGIOUS STUDIES,1.09
Canberra00059,PSYCHOLOGY AND COGNITIVE SCIENCES,1.09
Canberra00294,PSYCHOLOGY AND COGNITIVE SCIENCES,1.08
Canberra00241,OTHERS(RELEVANT),1.08
Canberra00410,PSYCHOLOGY AND COGNITIVE SCIENCES,1.08
Canberra00256,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.08
Canberra00415,HISTORY AND ARCHAEOLOGY,1.08
Canberra00029,PHYSICAL,1.08
Canberra00415,PHILOSOPHY AND RELIGIOUS STUDIES,1.08
Canberra00041,BIOLOGICAL,1.08
Canberra00289,TECHNOLOGY,1.08
Canberra00289,ENGINEERING,1.08
Canberra00287,AGRICULTURAL AND VETERINARY,1.08
Canberra00157,STUDIES IN CREATIVE ARTS AND WRITING,1.08
Canberra00133,HISTORY AND ARCHAEOLOGY,1.08
Canberra00367,OTHERS(RELEVANT),1.08
Canberra00383,STUDIES IN HUMAN SOCIETY,1.08
Canberra00082,PSYCHOLOGY AND COGNITIVE SCIENCES,1.08
Canberra00188,OTHERS(IRRELEVANT),1.08
Canberra00381,STUDIES IN CREATIVE ARTS AND WRITING,1.08
Canberra00012,EDUCATION,1.08
Canberra00382,INFORMATION AND COMPUTING,1.08
Canberra00013,MEDICAL AND HEALTH,1.08
Canberra00069,ECONOMICS,1.08
Canberra00081,BUILT ENVIRONMENT AND DESIGN,1.08
Canberra00027,MEDICAL AND HEALTH,1.07
Canberra00265,AGRICULTURAL AND VETERINARY,1.07
Canberra00221,PHYSICAL,1.07
Canberra00392,PSYCHOLOGY AND COGNITIVE SCIENCES,1.07
Canberra00419,PHYSICAL,1.07
Canberra00324,EDUCATION,1.07
Canberra00142,OTHERS(RELEVANT),1.07
Canberra00277,INFORMATION AND COMPUTING,1.07
Canberra00350,PSYCHOLOGY AND COGNITIVE SCIENCES,1.07
Canberra00350,MEDICAL AND HEALTH,1.07
Canberra00248,OTHERS(RELEVANT),1.07
Canberra00192,HISTORY AND ARCHAEOLOGY,1.07
Canberra00159,EDUCATION,1.07
Canberra00149,"LANGUAGE, COMMUNICATION AND CULTURE",1.07
Canberra00076,PSYCHOLOGY AND COGNITIVE SCIENCES,1.06
Canberra00112,MEDICAL AND HEALTH,1.06
Canberra00093,PHYSICAL,1.06
Canberra00123,BUILT ENVIRONMENT AND DESIGN,1.06
Canberra00353,BIOLOGICAL,1.06
Canberra00291,BIOLOGICAL,1.06
Canberra00069,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.06
Canberra00201,HISTORY AND ARCHAEOLOGY,1.06
Canberra00248,HISTORY AND ARCHAEOLOGY,1.06
Canberra00380,PHYSICAL,1.06
Canberra00401,EDUCATION,1.06
Canberra00228,LAW AND LEGAL STUDIES,1.06
Canberra00055,"LANGUAGE, COMMUNICATION AND CULTURE",1.06
Canberra00411,AGRICULTURAL AND VETERINARY,1.06
Canberra00114,OTHERS(RELEVANT),1.06
Canberra00270,PHYSICAL,1.05
Canberra00023,ENVIRONMENTAL,1.05
Canberra00010,HISTORY AND ARCHAEOLOGY,1.05
Canberra00317,MEDICAL AND HEALTH,1.05
Canberra00120,LAW AND LEGAL STUDIES,1.05
Canberra00421,STUDIES IN HUMAN SOCIETY,1.05
Canberra00337,BIOLOGICAL,1.05
