Tag,division,weight
director,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
disabled persons,PSYCHOLOGY AND COGNITIVE SCIENCES,0.333333333
disabled persons,STUDIES IN HUMAN SOCIETY,0.333333333
disabled persons,MEDICAL AND HEALTH,0.333333333
disclosure,STUDIES IN CREATIVE ARTS AND WRITING,0.5
disclosure,OTHERS(RELEVANT),0.5
discrimination law,LAW AND LEGAL STUDIES,1
dismantling,ENGINEERING,1
display devices,ENGINEERING,1
district,STUDIES IN HUMAN SOCIETY,0.333333333
district,BUILT ENVIRONMENT AND DESIGN,0.333333333
district,OTHERS(RELEVANT),0.333333333
dna,MEDICAL AND HEALTH,0.5
dna,BIOLOGICAL,0.5
dna barcoding,MEDICAL AND HEALTH,0.333333333
dna barcoding,BIOLOGICAL,0.333333333
dna barcoding,TECHNOLOGY,0.333333333
docosahexaenoic acids,BIOLOGICAL,1
donna haraway,OTHERS(IRRELEVANT),1
dopamine,BIOLOGICAL,0.5
dopamine,MEDICAL AND HEALTH,0.5
drainage,BUILT ENVIRONMENT AND DESIGN,0.5
drainage,ENGINEERING,0.5
drinking,MEDICAL AND HEALTH,1
drug,MEDICAL AND HEALTH,0.333333333
drug,ENGINEERING,0.333333333
drug,TECHNOLOGY,0.333333333
drug-related side effects and adverse reactions,MEDICAL AND HEALTH,1
economic development,ECONOMICS,1
economic status,ECONOMICS,1
economic success,ECONOMICS,1
ecosystem function,ENVIRONMENTAL,0.5
ecosystem function,EARTH,0.5
educational setting,EDUCATION,1
effect,OTHERS(IRRELEVANT),1
efficacy,ENGINEERING,0.5
efficacy,TECHNOLOGY,0.5
ehealth,MEDICAL AND HEALTH,1
elderly,STUDIES IN HUMAN SOCIETY,0.333333333
elderly,OTHERS(RELEVANT),0.333333333
elderly,MEDICAL AND HEALTH,0.333333333
election,STUDIES IN HUMAN SOCIETY,1
electricity,ENGINEERING,1
electrodes,CHEMICAL,0.5
electrodes,BIOLOGICAL,0.5
electroencephalogram,MEDICAL AND HEALTH,0.333333333
electroencephalogram,BIOLOGICAL,0.333333333
electroencephalogram,PSYCHOLOGY AND COGNITIVE SCIENCES,0.333333333
electronics,ENGINEERING,0.5
electronics,PHYSICAL,0.5
eleocharis,BIOLOGICAL,1
emerging markets,ECONOMICS,0.5
emerging markets,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.5
employability,ECONOMICS,0.5
employability,STUDIES IN HUMAN SOCIETY,0.5
end effectors,TECHNOLOGY,0.5
end effectors,ENGINEERING,0.5
energy consumption,STUDIES IN HUMAN SOCIETY,0.333333333
energy consumption,EARTH,0.333333333
energy consumption,ENVIRONMENTAL,0.333333333
energy metabolism,BIOLOGICAL,0.5
energy metabolism,MEDICAL AND HEALTH,0.5
engagement,OTHERS(IRRELEVANT),1
engineering,ENGINEERING,1
entrepreneurship,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
environmental impact,ENVIRONMENTAL,0.333333333
environmental impact,EARTH,0.333333333
environmental impact,BIOLOGICAL,0.333333333
environmental justice,ENVIRONMENTAL,0.333333333
environmental justice,EARTH,0.333333333
environmental justice,BIOLOGICAL,0.333333333
environmental law,ENVIRONMENTAL,0.5
environmental law,BIOLOGICAL,0.5
environmental management,ENVIRONMENTAL,0.333333333
environmental management,EARTH,0.333333333
environmental management,BIOLOGICAL,0.333333333
ephemeroptera,BIOLOGICAL,1
episodic memory,PSYCHOLOGY AND COGNITIVE SCIENCES,0.5
episodic memory,BIOLOGICAL,0.5
erosion,CHEMICAL,0.333333333
erosion,EARTH,0.333333333
erosion,ENVIRONMENTAL,0.333333333
error correction,OTHERS(IRRELEVANT),1
estuaries,EARTH,1
ethical concerns,PHILOSOPHY AND RELIGIOUS STUDIES,1
ethical issues,PHILOSOPHY AND RELIGIOUS STUDIES,1
ethics,PHILOSOPHY AND RELIGIOUS STUDIES,1
europe,OTHERS(IRRELEVANT),1
european commission,OTHERS(IRRELEVANT),1
european union,OTHERS(IRRELEVANT),1
event,OTHERS(IRRELEVANT),1
everyday life,OTHERS(IRRELEVANT),1
evidence-based practice,BIOLOGICAL,1
examiner,OTHERS(IRRELEVANT),1
exclusion,OTHERS(IRRELEVANT),1
executive function,OTHERS(RELEVANT),1
experience,OTHERS(RELEVANT),1
experiments,OTHERS(RELEVANT),1
explosive agents,CHEMICAL,0.333333333
explosive agents,ENGINEERING,0.333333333
explosive agents,TECHNOLOGY,0.333333333
exposure,OTHERS(RELEVANT),1
eyeglasses,ENGINEERING,1
factors,OTHERS(RELEVANT),1
family conflict,PSYCHOLOGY AND COGNITIVE SCIENCES,0.5
family conflict,STUDIES IN HUMAN SOCIETY,0.5
farm,AGRICULTURAL AND VETERINARY,1
farming,AGRICULTURAL AND VETERINARY,1
fasting,MEDICAL AND HEALTH,1
fats,ENGINEERING,0.333333333
fats,MEDICAL AND HEALTH,0.333333333
fats,BIOLOGICAL,0.333333333
fear,PSYCHOLOGY AND COGNITIVE SCIENCES,1
feature extraction,INFORMATION AND COMPUTING,1
feces,BIOLOGICAL,1
federal government,STUDIES IN HUMAN SOCIETY,1
feedback,OTHERS(RELEVANT),1
feeding behavior,BIOLOGICAL,1
femur,MEDICAL AND HEALTH,1
fever,MEDICAL AND HEALTH,1
fiction,"LANGUAGE, COMMUNICATION AND CULTURE",0.5
fiction,STUDIES IN CREATIVE ARTS AND WRITING,0.5
field research,OTHERS(RELEVANT),1
fiji,OTHERS(IRRELEVANT),1
finland,OTHERS(IRRELEVANT),1
fluoroscopy,MEDICAL AND HEALTH,1
focus groups,OTHERS(IRRELEVANT),1
food technology,TECHNOLOGY,0.5
food technology,ENGINEERING,0.5
food waste,STUDIES IN HUMAN SOCIETY,0.5
food waste,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.5
food web,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.5
food web,BIOLOGICAL,0.5
football,EDUCATION,1
forest management,AGRICULTURAL AND VETERINARY,0.5
forest management,ENVIRONMENTAL,0.5
formal social control,STUDIES IN HUMAN SOCIETY,1
fragmentation,OTHERS(IRRELEVANT),1
frog,BIOLOGICAL,1
frustration,PSYCHOLOGY AND COGNITIVE SCIENCES,1
fungus,BIOLOGICAL,1
fuzzy logic,INFORMATION AND COMPUTING,0.5
fuzzy logic,MATHEMATICAL,0.5
gardening,STUDIES IN CREATIVE ARTS AND WRITING,0.5
gardening,BUILT ENVIRONMENT AND DESIGN,0.5
gels,BIOLOGICAL,1
gender role,STUDIES IN HUMAN SOCIETY,0.5
gender role,PSYCHOLOGY AND COGNITIVE SCIENCES,0.5
general practice,OTHERS(RELEVANT),1
general practitioners,MEDICAL AND HEALTH,1
genetic analysis,BIOLOGICAL,1
geometry,MATHEMATICAL,1
geopolitics,STUDIES IN HUMAN SOCIETY,1
germination,BIOLOGICAL,1
glass,CHEMICAL,0.333333333
glass,ENGINEERING,0.333333333
glass,BUILT ENVIRONMENT AND DESIGN,0.333333333
global governance,STUDIES IN HUMAN SOCIETY,1
global positioning system,EARTH,0.333333333
global positioning system,ENGINEERING,0.333333333
global positioning system,ENVIRONMENTAL,0.333333333
glucose,MEDICAL AND HEALTH,0.333333333
glucose,ENGINEERING,0.333333333
glucose,BIOLOGICAL,0.333333333
glycated hemoglobin a,MEDICAL AND HEALTH,0.333333333
glycated hemoglobin a,ENGINEERING,0.333333333
glycated hemoglobin a,BIOLOGICAL,0.333333333
gold standard,ECONOMICS,0.5
gold standard,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.5
governance arrangement,STUDIES IN HUMAN SOCIETY,1
government regulation,STUDIES IN HUMAN SOCIETY,1
governmentality,STUDIES IN HUMAN SOCIETY,1
graduate,EDUCATION,1
grant,EDUCATION,1
gray literature,"LANGUAGE, COMMUNICATION AND CULTURE",0.5
gray literature,STUDIES IN CREATIVE ARTS AND WRITING,0.5
guarantee,OTHERS(IRRELEVANT),1
hair,OTHERS(IRRELEVANT),1
hamstring muscles,MEDICAL AND HEALTH,1
handover,OTHERS(IRRELEVANT),1
hdl cholesterol,MEDICAL AND HEALTH,0.333333333
hdl cholesterol,ENGINEERING,0.333333333
hdl cholesterol,BIOLOGICAL,0.333333333
head,OTHERS(IRRELEVANT),1
head and neck neoplasms,MEDICAL AND HEALTH,1
health care providers,MEDICAL AND HEALTH,1
health services accessibility,MEDICAL AND HEALTH,1
health surveys,MEDICAL AND HEALTH,1
healthcare,MEDICAL AND HEALTH,1
heart diseases,MEDICAL AND HEALTH,1
heart failure,MEDICAL AND HEALTH,1
heat,OTHERS(RELEVANT),1
heritage,HISTORY AND ARCHAEOLOGY,0.333333333
heritage,"LANGUAGE, COMMUNICATION AND CULTURE",0.333333333
heritage,PHILOSOPHY AND RELIGIOUS STUDIES,0.333333333
hip,MEDICAL AND HEALTH,1
historic,HISTORY AND ARCHAEOLOGY,1
hiv,MEDICAL AND HEALTH,0.5
hiv,BIOLOGICAL,0.5
home care,MEDICAL AND HEALTH,1
home care services,MEDICAL AND HEALTH,1
hospital departments,MEDICAL AND HEALTH,1
hotels,OTHERS(IRRELEVANT),1
human,STUDIES IN HUMAN SOCIETY,0.5
human,HISTORY AND ARCHAEOLOGY,0.5
human body,MEDICAL AND HEALTH,1
human computer interaction,INFORMATION AND COMPUTING,0.5
human computer interaction,ENGINEERING,0.5
human influenza,MEDICAL AND HEALTH,1
hybridization,BIOLOGICAL,1
hydrocortisone,MEDICAL AND HEALTH,0.5
hydrocortisone,ENGINEERING,0.5
hyperoxia,MEDICAL AND HEALTH,0.333333333
hyperoxia,EARTH,0.333333333
hyperoxia,CHEMICAL,0.333333333
hypertension,MEDICAL AND HEALTH,1
identification (control systems),MATHEMATICAL,0.5
identification (control systems),TECHNOLOGY,0.5
imagery,PSYCHOLOGY AND COGNITIVE SCIENCES,0.333333333
imagery,"LANGUAGE, COMMUNICATION AND CULTURE",0.333333333
imagery,STUDIES IN CREATIVE ARTS AND WRITING,0.333333333
imagination,PSYCHOLOGY AND COGNITIVE SCIENCES,0.333333333
imagination,"LANGUAGE, COMMUNICATION AND CULTURE",0.333333333
imagination,STUDIES IN CREATIVE ARTS AND WRITING,0.333333333
immigrants,STUDIES IN HUMAN SOCIETY,0.5
immigrants,"LANGUAGE, COMMUNICATION AND CULTURE",0.5
immunity,MEDICAL AND HEALTH,0.333333333
immunity,AGRICULTURAL AND VETERINARY,0.333333333
immunity,BIOLOGICAL,0.333333333
impetigo,AGRICULTURAL AND VETERINARY,0.333333333
impetigo,BIOLOGICAL,0.333333333
impetigo,MEDICAL AND HEALTH,0.333333333
impurities,CHEMICAL,0.5
impurities,BIOLOGICAL,0.5
incidence,MEDICAL AND HEALTH,0.333333333
incidence,INFORMATION AND COMPUTING,0.333333333
incidence,AGRICULTURAL AND VETERINARY,0.333333333
income inequality,ECONOMICS,0.5
income inequality,STUDIES IN HUMAN SOCIETY,0.5
independent living,STUDIES IN HUMAN SOCIETY,0.5
independent living,BIOLOGICAL,0.5
index,OTHERS(IRRELEVANT),1
indigenous peoples,STUDIES IN HUMAN SOCIETY,0.333333333
indigenous peoples,"LANGUAGE, COMMUNICATION AND CULTURE",0.333333333
indigenous peoples,HISTORY AND ARCHAEOLOGY,0.333333333
industry 4.0,INFORMATION AND COMPUTING,0.333333333
industry 4.0,BUILT ENVIRONMENT AND DESIGN,0.333333333
industry 4.0,STUDIES IN HUMAN SOCIETY,0.333333333
inflammation,MEDICAL AND HEALTH,0.5
inflammation,BIOLOGICAL,0.5
infrastructure projects,ENGINEERING,0.5
infrastructure projects,BUILT ENVIRONMENT AND DESIGN,0.5
insecticide,AGRICULTURAL AND VETERINARY,0.333333333
insecticide,CHEMICAL,0.333333333
insecticide,TECHNOLOGY,0.333333333
insurance benefits,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
intercultural skills,"LANGUAGE, COMMUNICATION AND CULTURE",0.5
intercultural skills,STUDIES IN HUMAN SOCIETY,0.5
interdependence,OTHERS(RELEVANT),1
interdisciplinary research,OTHERS(RELEVANT),1
interleukin-6,MEDICAL AND HEALTH,0.333333333
interleukin-6,TECHNOLOGY,0.333333333
interleukin-6,ENGINEERING,0.333333333
internal migration,STUDIES IN HUMAN SOCIETY,0.333333333
internal migration,HISTORY AND ARCHAEOLOGY,0.333333333
internal migration,"LANGUAGE, COMMUNICATION AND CULTURE",0.333333333
internship and residency,OTHERS(RELEVANT),1
interpretation,PSYCHOLOGY AND COGNITIVE SCIENCES,0.5
interpretation,OTHERS(RELEVANT),0.5
ireland,OTHERS(IRRELEVANT),1
joints,MEDICAL AND HEALTH,0.333333333
joints,ENGINEERING,0.333333333
joints,OTHERS(RELEVANT),0.333333333
keratinophilic fungi,BIOLOGICAL,1
kinetics,CHEMICAL,0.5
kinetics,BIOLOGICAL,0.5
knee joint,MEDICAL AND HEALTH,1
knee osteoarthritis,MEDICAL AND HEALTH,1
knowledge economy,ECONOMICS,1
knowledge management,INFORMATION AND COMPUTING,1
knowledge production,INFORMATION AND COMPUTING,1
lack,OTHERS(IRRELEVANT),1
law,LAW AND LEGAL STUDIES,1
law and order,LAW AND LEGAL STUDIES,0.5
law and order,STUDIES IN HUMAN SOCIETY,0.5
lawyer,LAW AND LEGAL STUDIES,1
learning disorder,PSYCHOLOGY AND COGNITIVE SCIENCES,1
learning strategy,EDUCATION,1
lebanon,OTHERS(IRRELEVANT),1
legal history,LAW AND LEGAL STUDIES,1
legitimacy,LAW AND LEGAL STUDIES,1
leisure activities,OTHERS(IRRELEVANT),1
liberalism,STUDIES IN HUMAN SOCIETY,0.333333333
liberalism,"LANGUAGE, COMMUNICATION AND CULTURE",0.333333333
liberalism,PHILOSOPHY AND RELIGIOUS STUDIES,0.333333333
life style,PSYCHOLOGY AND COGNITIVE SCIENCES,0.5
life style,OTHERS(IRRELEVANT),0.5
limnology,EARTH,1
linear models,MATHEMATICAL,0.5
linear models,OTHERS(RELEVANT),0.5
lipopolysaccharide-binding protein,TECHNOLOGY,0.333333333
lipopolysaccharide-binding protein,ENGINEERING,0.333333333
lipopolysaccharide-binding protein,BIOLOGICAL,0.333333333
lipopolysaccharides,TECHNOLOGY,0.333333333
lipopolysaccharides,ENGINEERING,0.333333333
lipopolysaccharides,BIOLOGICAL,0.333333333
lizards,BIOLOGICAL,1
local communities,STUDIES IN HUMAN SOCIETY,0.333333333
local communities,ECONOMICS,0.333333333
local communities,"LANGUAGE, COMMUNICATION AND CULTURE",0.333333333
long short-term memory,INFORMATION AND COMPUTING,1
long term evolution (lte),INFORMATION AND COMPUTING,1
lower extremity,MEDICAL AND HEALTH,0.5
lower extremity,BIOLOGICAL,0.5
lowlands,EARTH,1
macquaria ambigua,BIOLOGICAL,1
macroinvertebrates,BIOLOGICAL,1
malaria,MEDICAL AND HEALTH,0.5
malaria,BIOLOGICAL,0.5
malnutrition,MEDICAL AND HEALTH,1
mammal,BIOLOGICAL,1
mammography,MEDICAL AND HEALTH,1
manager,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.5
manager,STUDIES IN HUMAN SOCIETY,0.5
mangrove,ENVIRONMENTAL,0.5
mangrove,EARTH,0.5
marsupial,BIOLOGICAL,1
masculinity,PSYCHOLOGY AND COGNITIVE SCIENCES,0.333333333
masculinity,STUDIES IN CREATIVE ARTS AND WRITING,0.333333333
masculinity,"LANGUAGE, COMMUNICATION AND CULTURE",0.333333333
mechanics,ENGINEERING,1
medial tibial stress syndrome,MEDICAL AND HEALTH,1
mediatization,LAW AND LEGAL STUDIES,0.5
mediatization,STUDIES IN HUMAN SOCIETY,0.5
mediator,LAW AND LEGAL STUDIES,0.5
mediator,STUDIES IN HUMAN SOCIETY,0.5
medicare,MEDICAL AND HEALTH,1
medication adherence,MEDICAL AND HEALTH,1
mediterranean diet,"LANGUAGE, COMMUNICATION AND CULTURE",0.5
mediterranean diet,STUDIES IN HUMAN SOCIETY,0.5
melanesia,OTHERS(IRRELEVANT),1
melbourne,OTHERS(IRRELEVANT),1
membranes,BIOLOGICAL,1
memory,PSYCHOLOGY AND COGNITIVE SCIENCES,0.333333333
memory,TECHNOLOGY,0.333333333
memory,MEDICAL AND HEALTH,0.333333333
mental disorders,MEDICAL AND HEALTH,0.5
mental disorders,PSYCHOLOGY AND COGNITIVE SCIENCES,0.5
mental health services,MEDICAL AND HEALTH,0.5
mental health services,PSYCHOLOGY AND COGNITIVE SCIENCES,0.5
mental illness,MEDICAL AND HEALTH,0.5
mental illness,PSYCHOLOGY AND COGNITIVE SCIENCES,0.5
mesocosm,ENVIRONMENTAL,0.5
mesocosm,BIOLOGICAL,0.5
metagenomics,BIOLOGICAL,1
metal,CHEMICAL,0.5
metal,ENGINEERING,0.5
metals,CHEMICAL,0.5
metals,ENGINEERING,0.5
metaphor,"LANGUAGE, COMMUNICATION AND CULTURE",1
metatheria,BIOLOGICAL,1
metropolis,STUDIES IN HUMAN SOCIETY,0.333333333
metropolis,BUILT ENVIRONMENT AND DESIGN,0.333333333
metropolis,OTHERS(IRRELEVANT),0.333333333
microcosm,OTHERS(IRRELEVANT),1
micrornas,BIOLOGICAL,1
middle cerebral artery,MEDICAL AND HEALTH,1
military,OTHERS(RELEVANT),1
minister,STUDIES IN HUMAN SOCIETY,1
ministry,STUDIES IN HUMAN SOCIETY,1
misgurnus anguillicaudatus,BIOLOGICAL,1
mismatch,OTHERS(RELEVANT),1
mobilization,STUDIES IN HUMAN SOCIETY,0.5
mobilization,OTHERS(RELEVANT),0.5
modernization,STUDIES IN HUMAN SOCIETY,0.333333333
modernization,BUILT ENVIRONMENT AND DESIGN,0.333333333
modernization,OTHERS(RELEVANT),0.333333333
monoclonal antibodies,BIOLOGICAL,1
monopoly,ECONOMICS,0.5
monopoly,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.5
morbidity,MEDICAL AND HEALTH,0.333333333
morbidity,AGRICULTURAL AND VETERINARY,0.333333333
morbidity,BIOLOGICAL,0.333333333
motor skills,MEDICAL AND HEALTH,0.5
motor skills,EDUCATION,0.5
motor vehicle,ENGINEERING,1
multiple sclerosis,MEDICAL AND HEALTH,1
muscle,MEDICAL AND HEALTH,0.5
muscle,BIOLOGICAL,0.5
muscle strength,MEDICAL AND HEALTH,0.5
muscle strength,BIOLOGICAL,0.5
muscle weakness,MEDICAL AND HEALTH,0.5
muscle weakness,BIOLOGICAL,0.5
muscles,MEDICAL AND HEALTH,0.5
muscles,BIOLOGICAL,0.5
museum,STUDIES IN HUMAN SOCIETY,0.333333333
museum,HISTORY AND ARCHAEOLOGY,0.333333333
museum,"LANGUAGE, COMMUNICATION AND CULTURE",0.333333333
musician,STUDIES IN CREATIVE ARTS AND WRITING,1
muslim,STUDIES IN HUMAN SOCIETY,0.333333333
muslim,PHILOSOPHY AND RELIGIOUS STUDIES,0.333333333
muslim,"LANGUAGE, COMMUNICATION AND CULTURE",0.333333333
myth,HISTORY AND ARCHAEOLOGY,0.333333333
myth,"LANGUAGE, COMMUNICATION AND CULTURE",0.333333333
myth,PHILOSOPHY AND RELIGIOUS STUDIES,0.333333333
nation state,STUDIES IN HUMAN SOCIETY,1
national identity,STUDIES IN HUMAN SOCIETY,0.333333333
national identity,"LANGUAGE, COMMUNICATION AND CULTURE",0.333333333
national identity,PSYCHOLOGY AND COGNITIVE SCIENCES,0.333333333
neck pain,MEDICAL AND HEALTH,1
need,OTHERS(IRRELEVANT),1
needs assessment,OTHERS(RELEVANT),1
nest,BIOLOGICAL,0.5
nest,OTHERS(RELEVANT),0.5
network analysis,TECHNOLOGY,1
network architecture,TECHNOLOGY,1
network protocols,TECHNOLOGY,1
new guinea,OTHERS(IRRELEVANT),1
new public management,STUDIES IN HUMAN SOCIETY,1
new zealand,OTHERS(IRRELEVANT),1
newborn infant,MEDICAL AND HEALTH,1
news media,STUDIES IN CREATIVE ARTS AND WRITING,1
news report,STUDIES IN CREATIVE ARTS AND WRITING,1
nexus,OTHERS(RELEVANT),1
non-governmental organization,STUDIES IN HUMAN SOCIETY,1
nonparametric statistics,MATHEMATICAL,0.5
nonparametric statistics,OTHERS(RELEVANT),0.5
nurse practitioners,MEDICAL AND HEALTH,1
nurse specialists,MEDICAL AND HEALTH,1
nursing students,MEDICAL AND HEALTH,1
nutrients,MEDICAL AND HEALTH,1
obstetrics,MEDICAL AND HEALTH,1
ocean,EARTH,1
oceania,EARTH,1
oceans and seas,EARTH,1
ocular vision,MEDICAL AND HEALTH,0.5
ocular vision,INFORMATION AND COMPUTING,0.5
offense,OTHERS(IRRELEVANT),1
oils,CHEMICAL,0.5
oils,EARTH,0.5
olympics,STUDIES IN HUMAN SOCIETY,0.5
olympics,EDUCATION,0.5
opposition,OTHERS(IRRELEVANT),1
opuntia,BIOLOGICAL,1
oral health,MEDICAL AND HEALTH,1
organizations,OTHERS(IRRELEVANT),1
outcomes research,OTHERS(RELEVANT),1
ovarian neoplasms,MEDICAL AND HEALTH,1
oxidation-reduction,CHEMICAL,0.5
oxidation-reduction,BIOLOGICAL,0.5
oxygen,CHEMICAL,0.333333333
oxygen,BIOLOGICAL,0.333333333
oxygen,EARTH,0.333333333
ozenoxacin,MEDICAL AND HEALTH,0.333333333
ozenoxacin,TECHNOLOGY,0.333333333
ozenoxacin,ENGINEERING,0.333333333
pakistan,OTHERS(IRRELEVANT),1
panel data,OTHERS(RELEVANT),1
parasites,BIOLOGICAL,1
parents,OTHERS(IRRELEVANT),1
path analysis,MATHEMATICAL,0.5
path analysis,OTHERS(RELEVANT),0.5
pathway,OTHERS(RELEVANT),1
patient care team,MEDICAL AND HEALTH,1
pattern recognition,INFORMATION AND COMPUTING,1
pedagogy,EDUCATION,1
pedestrian,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
peer influence,PSYCHOLOGY AND COGNITIVE SCIENCES,0.5
peer influence,OTHERS(RELEVANT),0.5
penalty,LAW AND LEGAL STUDIES,1
pension,STUDIES IN HUMAN SOCIETY,0.5
pension,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.5
people with disabilities,STUDIES IN HUMAN SOCIETY,1
peptides,BIOLOGICAL,1
permeability,PHYSICAL,0.333333333
permeability,CHEMICAL,0.333333333
permeability,BIOLOGICAL,0.333333333
personality disorders,MEDICAL AND HEALTH,0.5
personality disorders,PSYCHOLOGY AND COGNITIVE SCIENCES,0.5
pharmacies,MEDICAL AND HEALTH,1
pharmacist,MEDICAL AND HEALTH,1
pharmacokinetics,MEDICAL AND HEALTH,1
pharmacy education,MEDICAL AND HEALTH,0.5
pharmacy education,EDUCATION,0.5
phenomenology,BIOLOGICAL,1
phenotype,BIOLOGICAL,1
philosophy,PHILOSOPHY AND RELIGIOUS STUDIES,1
phylogenetics,BIOLOGICAL,1
physical education,EDUCATION,1
physical fitness,MEDICAL AND HEALTH,1
physical therapists,MEDICAL AND HEALTH,1
physiological factors,MEDICAL AND HEALTH,1
physiological response,MEDICAL AND HEALTH,1
planning process,OTHERS(IRRELEVANT),1
plant species,BIOLOGICAL,1
plastic,CHEMICAL,0.333333333
plastic,ENGINEERING,0.333333333
plastic,ENVIRONMENTAL,0.333333333
playground,STUDIES IN HUMAN SOCIETY,1
poem,"LANGUAGE, COMMUNICATION AND CULTURE",1
poetics,"LANGUAGE, COMMUNICATION AND CULTURE",1
pogona vitticeps,BIOLOGICAL,1
policy,STUDIES IN HUMAN SOCIETY,1
policy change,STUDIES IN HUMAN SOCIETY,1
policy studies,STUDIES IN HUMAN SOCIETY,1
political history,STUDIES IN HUMAN SOCIETY,1
political institution,STUDIES IN HUMAN SOCIETY,1
political science,STUDIES IN HUMAN SOCIETY,1
political scientist,STUDIES IN HUMAN SOCIETY,1
population,STUDIES IN HUMAN SOCIETY,1
population characteristics,STUDIES IN HUMAN SOCIETY,1
population health,MEDICAL AND HEALTH,1
power relations,STUDIES IN HUMAN SOCIETY,0.5
power relations,LAW AND LEGAL STUDIES,0.5
practice (psychology),PSYCHOLOGY AND COGNITIVE SCIENCES,1
prediction,OTHERS(RELEVANT),1
predictors,OTHERS(RELEVANT),1
prescriptions,MEDICAL AND HEALTH,1
president,STUDIES IN HUMAN SOCIETY,1
pressure,OTHERS(RELEVANT),1
primary school,EDUCATION,1
principal,OTHERS(IRRELEVANT),1
prisons,STUDIES IN HUMAN SOCIETY,0.333333333
prisons,LAW AND LEGAL STUDIES,0.333333333
prisons,BUILT ENVIRONMENT AND DESIGN,0.333333333
private practice,OTHERS(IRRELEVANT),1
probiotics,BIOLOGICAL,0.333333333
probiotics,MEDICAL AND HEALTH,0.333333333
probiotics,TECHNOLOGY,0.333333333
problem behavior,PSYCHOLOGY AND COGNITIVE SCIENCES,1
problem-based learning,OTHERS(RELEVANT),1
production function,ENGINEERING,0.333333333
production function,TECHNOLOGY,0.333333333
production function,AGRICULTURAL AND VETERINARY,0.333333333
professional education,EDUCATION,1
professional role,EDUCATION,1
program evaluation,ENGINEERING,0.5
program evaluation,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.5
projection,OTHERS(RELEVANT),1
proliferation,BIOLOGICAL,0.333333333
proliferation,MEDICAL AND HEALTH,0.333333333
proliferation,TECHNOLOGY,0.333333333
propaganda,"LANGUAGE, COMMUNICATION AND CULTURE",0.333333333
propaganda,STUDIES IN CREATIVE ARTS AND WRITING,0.333333333
propaganda,STUDIES IN HUMAN SOCIETY,0.333333333
property rights,LAW AND LEGAL STUDIES,1
proprioception,PSYCHOLOGY AND COGNITIVE SCIENCES,0.5
proprioception,PHILOSOPHY AND RELIGIOUS STUDIES,0.5
prose poetry,"LANGUAGE, COMMUNICATION AND CULTURE",1
prosody,"LANGUAGE, COMMUNICATION AND CULTURE",1
prosperity,OTHERS(IRRELEVANT),1
proteins,BIOLOGICAL,0.5
proteins,MEDICAL AND HEALTH,0.5
protocols,OTHERS(RELEVANT),1
psychiatry,MEDICAL AND HEALTH,1
psychological theory,PSYCHOLOGY AND COGNITIVE SCIENCES,1
public health nursing,MEDICAL AND HEALTH,1
public law,LAW AND LEGAL STUDIES,0.5
public law,STUDIES IN HUMAN SOCIETY,0.5
public opinion,STUDIES IN HUMAN SOCIETY,1
public sphere,STUDIES IN HUMAN SOCIETY,1
pulse,OTHERS(RELEVANT),1
qualitative interview,OTHERS(RELEVANT),1
quantitative research,OTHERS(RELEVANT),1
questionnaire,OTHERS(RELEVANT),1
questionnaire survey,OTHERS(RELEVANT),1
radio,TECHNOLOGY,0.333333333
radio,STUDIES IN CREATIVE ARTS AND WRITING,0.333333333
radio,"LANGUAGE, COMMUNICATION AND CULTURE",0.333333333
radiography,MEDICAL AND HEALTH,1
radiotherapy,MEDICAL AND HEALTH,1
randomized controlled trials,OTHERS(RELEVANT),1
rate,OTHERS(RELEVANT),1
rationality,OTHERS(RELEVANT),1
reconciliation,LAW AND LEGAL STUDIES,0.5
reconciliation,"LANGUAGE, COMMUNICATION AND CULTURE",0.5
recording,OTHERS(RELEVANT),1
recurrence,MEDICAL AND HEALTH,1
recycling,ENVIRONMENTAL,0.333333333
recycling,CHEMICAL,0.333333333
recycling,ENGINEERING,0.333333333
referral and consultation,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.5
referral and consultation,ENGINEERING,0.5
refrigeration,ENGINEERING,1
refugees,STUDIES IN HUMAN SOCIETY,1
regime,STUDIES IN HUMAN SOCIETY,1
regulatory framework,STUDIES IN HUMAN SOCIETY,1
remediation,OTHERS(RELEVANT),1
reproducibility of results,OTHERS(RELEVANT),1
reproduction,MEDICAL AND HEALTH,0.5
reproduction,BIOLOGICAL,0.5
republic of south africa,OTHERS(IRRELEVANT),1
reputation,OTHERS(IRRELEVANT),1
research focus,OTHERS(RELEVANT),1
research planning,OTHERS(RELEVANT),1
research process,OTHERS(RELEVANT),1
