Tags,Weight,Staff ID,tagsType
Delphi Technique,100%,Canberra00013,ProjectTags
Nutrition Policy,83%,Canberra00013,ProjectTags
dietitians,37%,Canberra00013,ProjectTags
community structure,61%,Canberra00013,ProjectTags
habits,100%,Canberra00013,ProjectTags
Territories,90%,Canberra00013,ProjectTags
food,71%,Canberra00013,ProjectTags
eating behavior,100%,Canberra00013,ProjectTags
resilience,67%,Canberra00013,ProjectTags
Telemedicine,100%,Canberra00013,ProjectTags
Pandemics,94%,Canberra00013,ProjectTags
Neoplasms,28%,Canberra00013,ProjectTags
Public Health Nursing,19%,Canberra00013,ProjectTags
Nurses,24%,Canberra00013,ProjectTags
Healthy Diet,97%,Canberra00013,ProjectTags
Food,35%,Canberra00013,ProjectTags
Nutritionists,27%,Canberra00013,ProjectTags
Search Engine,5%,Canberra00013,ProjectTags
eating,100%,Canberra00013,ProjectTags
Dietetics,33%,Canberra00013,ProjectTags
Workplace,60%,Canberra00013,ProjectTags
Internship and Residency,76%,Canberra00013,ProjectTags
dietetics,100%,Canberra00013,ProjectTags
remediation,85%,Canberra00013,ProjectTags
cooking,68%,Canberra00013,ProjectTags
nutritional adequacy,59%,Canberra00013,ProjectTags
body mass index,44%,Canberra00013,ProjectTags
Language,50%,Canberra00013,ProjectTags
Communication,23%,Canberra00013,ProjectTags
Interviews,42%,Canberra00013,ProjectTags
Mental Competency,89%,Canberra00013,ProjectTags
Workforce,21%,Canberra00013,ProjectTags
Focus Groups,71%,Canberra00013,ProjectTags
Research Support,16%,Canberra00013,ProjectTags
Cultural Diversity,15%,Canberra00013,ProjectTags
simulation,100%,Canberra00013,ProjectTags
learning,46%,Canberra00013,ProjectTags
experience,40%,Canberra00013,ProjectTags
education,74%,Canberra00013,ProjectTags
student,28%,Canberra00013,ProjectTags
clinical services,47%,Canberra00013,ProjectTags
educational practice,75%,Canberra00013,ProjectTags
university,36%,Canberra00013,ProjectTags
health,14%,Canberra00013,ProjectTags
health professionals,19%,Canberra00013,ProjectTags
Disability Insurance,66%,Canberra00013,ProjectTags
Learning,100%,Canberra00013,ProjectTags
Practice (Psychology),100%,Canberra00013,ProjectTags
Feeding and Eating Disorders,89%,Canberra00013,ProjectTags
Obsessive Behavior,37%,Canberra00013,ProjectTags
Olanzapine,34%,Canberra00013,ProjectTags
driver,86%,Canberra00013,ProjectTags
nutrition,100%,Canberra00013,ProjectTags
social media,42%,Canberra00013,ProjectTags
food service,100%,Canberra00013,ProjectTags
hemodialysis,97%,Canberra00013,ProjectTags
meals (menu),85%,Canberra00013,ProjectTags
sandwiches,85%,Canberra00013,ProjectTags
dialysis,76%,Canberra00013,ProjectTags
Visual Analog Scale,65%,Canberra00013,ProjectTags
Video Recording,44%,Canberra00013,ProjectTags
Referral and Consultation,26%,Canberra00013,ProjectTags
business management,39%,Canberra00013,ProjectTags
community health,38%,Canberra00013,ProjectTags
curriculum,34%,Canberra00013,ProjectTags
Occupational Therapy,56%,Canberra00013,ProjectTags
Dental Caries,92%,Canberra00013,ProjectTags
Oral Health,88%,Canberra00013,ProjectTags
Counseling,72%,Canberra00013,ProjectTags
Pediatrics,54%,Canberra00013,ProjectTags
ethnography,100%,Canberra00013,ProjectTags
consumption behavior,44%,Canberra00013,ProjectTags
way of life,39%,Canberra00013,ProjectTags
diversification,38%,Canberra00013,ProjectTags
acute care,100%,Canberra00013,ProjectTags
assistance,54%,Canberra00013,ProjectTags
Socialisation,14%,Canberra00013,ProjectTags
performance,100%,Canberra00013,ProjectTags
rating,78%,Canberra00013,ProjectTags
group discussion,64%,Canberra00013,ProjectTags
confidence,54%,Canberra00013,ProjectTags
video recording,40%,Canberra00013,ProjectTags
occupational therapy,100%,Canberra00013,ProjectTags
Clinical Competence,86%,Canberra00013,ProjectTags
Case Management,100%,Canberra00013,ProjectTags
Primary Health Care,62%,Canberra00013,ProjectTags
Research Design,100%,Canberra00013,ProjectTags
Formative Feedback,47%,Canberra00013,ProjectTags
Malnutrition,100%,Canberra00013,ProjectTags
Public Health,10%,Canberra00013,ProjectTags
health services,77%,Canberra00013,ProjectTags
Motor Vehicles,100%,Canberra00013,ProjectTags
Integrated Delivery of Health Care,32%,Canberra00013,ProjectTags
Sample Size,11%,Canberra00013,ProjectTags
Population,5%,Canberra00013,ProjectTags
resident,100%,Canberra00013,ProjectTags
hospital setting,47%,Canberra00013,ProjectTags
public health,26%,Canberra00013,ProjectTags
Group,10%,Canberra00013,ProjectTags
Clinical experience,43%,Canberra00013,ProjectTags
stakeholder,26%,Canberra00013,ProjectTags
staff,23%,Canberra00013,ProjectTags
Nursing,91%,Canberra00014,ProjectTags
Parents,90%,Canberra00014,ProjectTags
Nurses,93%,Canberra00014,ProjectTags
Child,52%,Canberra00014,ProjectTags
Neonatal Nursing,44%,Canberra00014,ProjectTags
Nursing Records,100%,Canberra00014,ProjectTags
Documentation,53%,Canberra00014,ProjectTags
Nursing Process,34%,Canberra00014,ProjectTags
Patient Safety,14%,Canberra00014,ProjectTags
Elder Abuse,100%,Canberra00014,ProjectTags
Decision Making,52%,Canberra00014,ProjectTags
Human Rights,33%,Canberra00014,ProjectTags
Library Science,17%,Canberra00014,ProjectTags
Physical Abuse,15%,Canberra00014,ProjectTags
Telemedicine,100%,Canberra00014,ProjectTags
Delphi Technique,20%,Canberra00014,ProjectTags
Interviews,19%,Canberra00014,ProjectTags
Midwifery,100%,Canberra00014,ProjectTags
Curriculum,52%,Canberra00014,ProjectTags
Nurse Midwives,47%,Canberra00014,ProjectTags
Social Justice,44%,Canberra00014,ProjectTags
Canaries,100%,Canberra00014,ProjectTags
Dementia,73%,Canberra00014,ProjectTags
Stakeholder Participation,30%,Canberra00014,ProjectTags
Homes for the Aged,100%,Canberra00014,ProjectTags
Remuneration,29%,Canberra00014,ProjectTags
Nursing Care,100%,Canberra00014,ProjectTags
Workflow,40%,Canberra00014,ProjectTags
Technology,65%,Canberra00014,ProjectTags
Hospital Administrators,100%,Canberra00014,ProjectTags
Pandemics,74%,Canberra00014,ProjectTags
Cognitive Dysfunction,87%,Canberra00014,ProjectTags
Videoconferencing,50%,Canberra00014,ProjectTags
Physical Restraint,50%,Canberra00014,ProjectTags
Infection Control,100%,Canberra00014,ProjectTags
Cross Infection,37%,Canberra00014,ProjectTags
Professional Practice Gaps,16%,Canberra00014,ProjectTags
Pharmacists,65%,Canberra00014,ProjectTags
Systematic Reviews,76%,Canberra00014,ProjectTags
Randomized Controlled Trials,34%,Canberra00014,ProjectTags
Observational Studies,19%,Canberra00014,ProjectTags
Polypharmacy,41%,Canberra00014,ProjectTags
Home Care Services,69%,Canberra00014,ProjectTags
Benzodiazepines,34%,Canberra00014,ProjectTags
Standardized Nursing Terminology,100%,Canberra00014,ProjectTags
Internationality,85%,Canberra00014,ProjectTags
Language,38%,Canberra00014,ProjectTags
Hospital Information Systems,100%,Canberra00014,ProjectTags
Health Information Systems,95%,Canberra00014,ProjectTags
Evaluation Studies,65%,Canberra00014,ProjectTags
Human Influenza,60%,Canberra00014,ProjectTags
Vaccination,53%,Canberra00014,ProjectTags
clinical examination,100%,Canberra00014,ProjectTags
tissues,38%,Canberra00014,ProjectTags
education,41%,Canberra00014,ProjectTags
injection site,22%,Canberra00014,ProjectTags
melanoma,19%,Canberra00014,ProjectTags
Cheeses,99%,Canberra00014,ProjectTags
Cheese,85%,Canberra00014,ProjectTags
Drug-Related Side Effects and Adverse Reactions,93%,Canberra00014,ProjectTags
Dosage Forms,80%,Canberra00014,ProjectTags
Length of Stay,45%,Canberra00014,ProjectTags
Personal Protective Equipment,17%,Canberra00014,ProjectTags
Community Participation,10%,Canberra00014,ProjectTags
New Zealand,8%,Canberra00014,ProjectTags
Checklist,7%,Canberra00014,ProjectTags
Canada,7%,Canberra00014,ProjectTags
Health Services Research,30%,Canberra00014,ProjectTags
Caregivers,22%,Canberra00014,ProjectTags
Quality of Life,17%,Canberra00014,ProjectTags
Non-Randomized Controlled Trials,78%,Canberra00014,ProjectTags
Iatrogenic Disease,14%,Canberra00014,ProjectTags
After-Hours Care,28%,Canberra00014,ProjectTags
Education,25%,Canberra00014,ProjectTags
Quality of Health Care,21%,Canberra00014,ProjectTags
comorbidity,100%,Canberra00014,ProjectTags
cohort studies,84%,Canberra00014,ProjectTags
Inpatients,49%,Canberra00014,ProjectTags
Cognition,49%,Canberra00014,ProjectTags
Comorbidity,37%,Canberra00014,ProjectTags
Costs and Cost Analysis,74%,Canberra00014,ProjectTags
Population,23%,Canberra00014,ProjectTags
Risk Adjustment,30%,Canberra00014,ProjectTags
South Australia,30%,Canberra00014,ProjectTags
Hospitalization,44%,Canberra00014,ProjectTags
Mortality,30%,Canberra00014,ProjectTags
Skin Care,54%,Canberra00014,ProjectTags
Delirium,100%,Canberra00014,ProjectTags
Communication,85%,Canberra00014,ProjectTags
Hospital Costs,100%,Canberra00014,ProjectTags
Health Expenditures,89%,Canberra00014,ProjectTags
Economics,68%,Canberra00014,ProjectTags
Cohort Studies,60%,Canberra00014,ProjectTags
learning culture,45%,Canberra00014,ProjectTags
curriculum,38%,Canberra00014,ProjectTags
clinician,82%,Canberra00014,ProjectTags
nursing,100%,Canberra00014,ProjectTags
curriculum research,26%,Canberra00014,ProjectTags
historical analysis,20%,Canberra00014,ProjectTags
learning organization,20%,Canberra00014,ProjectTags
nurse,46%,Canberra00014,ProjectTags
executive position,16%,Canberra00014,ProjectTags
institute of technology,13%,Canberra00014,ProjectTags
Licensure,100%,Canberra00014,ProjectTags
Publications,77%,Canberra00014,ProjectTags
Open Access Publishing,62%,Canberra00014,ProjectTags
Sports,27%,Canberra00014,ProjectTags
Rural Hospitals,100%,Canberra00014,ProjectTags
Public Hospitals,67%,Canberra00014,ProjectTags
New South Wales,19%,Canberra00014,ProjectTags
Social Welfare,18%,Canberra00014,ProjectTags
Information Storage and Retrieval,100%,Canberra00014,ProjectTags
Urinary Tract Infections,82%,Canberra00014,ProjectTags
Pneumonia,70%,Canberra00014,ProjectTags
Teaching,100%,Canberra00014,ProjectTags
communication,60%,Canberra00014,ProjectTags
Student Health Services,51%,Canberra00014,ProjectTags
Patient Care,100%,Canberra00014,ProjectTags
Art,27%,Canberra00014,ProjectTags
Hospital Emergency Service,18%,Canberra00014,ProjectTags
Air Ambulances,18%,Canberra00014,ProjectTags
Barbie,83%,Canberra00015,ProjectTags
Doll,75%,Canberra00015,ProjectTags
Toys,38%,Canberra00015,ProjectTags
Soldiers,37%,Canberra00015,ProjectTags
Television Programs,37%,Canberra00015,ProjectTags
president,100%,Canberra00015,ProjectTags
metropolis,76%,Canberra00015,ProjectTags
toy,77%,Canberra00015,ProjectTags
gender,44%,Canberra00015,ProjectTags
sales,12%,Canberra00015,ProjectTags
marketing,10%,Canberra00015,ProjectTags
firm,9%,Canberra00015,ProjectTags
nostalgia,100%,Canberra00015,ProjectTags
frustration,80%,Canberra00015,ProjectTags
fan,100%,Canberra00015,ProjectTags
television,49%,Canberra00015,ProjectTags
critic,18%,Canberra00015,ProjectTags
photography,100%,Canberra00015,ProjectTags
South Australia,89%,Canberra00015,ProjectTags
students,79%,Canberra00015,ProjectTags
Superheroes,90%,Canberra00015,ProjectTags
Antagonist,43%,Canberra00015,ProjectTags
Law,49%,Canberra00015,ProjectTags
justice,67%,Canberra00015,ProjectTags
Übermensch,29%,Canberra00015,ProjectTags
merchandising,100%,Canberra00015,ProjectTags
narrative,50%,Canberra00015,ProjectTags
Lawyers,95%,Canberra00015,ProjectTags
Classic Novel,25%,Canberra00015,ProjectTags
Criticism,21%,Canberra00015,ProjectTags
Legal System,18%,Canberra00015,ProjectTags
Interrogation,71%,Canberra00015,ProjectTags
television series,21%,Canberra00015,ProjectTags
legal process,28%,Canberra00015,ProjectTags
legal usage,27%,Canberra00015,ProjectTags
homicide,74%,Canberra00015,ProjectTags
Wartime,67%,Canberra00015,ProjectTags
State of Exception,35%,Canberra00015,ProjectTags
War on Terror,28%,Canberra00015,ProjectTags
environmental protection,78%,Canberra00015,ProjectTags
love,72%,Canberra00015,ProjectTags
conservation,68%,Canberra00015,ProjectTags
ideology,63%,Canberra00015,ProjectTags
Japan,59%,Canberra00015,ProjectTags
Signification,100%,Canberra00015,ProjectTags
Popular Culture,99%,Canberra00015,ProjectTags
Happiness,74%,Canberra00015,ProjectTags
popular culture,100%,Canberra00015,ProjectTags
happiness,63%,Canberra00015,ProjectTags
Casino,100%,Canberra00015,ProjectTags
Crime,89%,Canberra00015,ProjectTags
Franchise,89%,Canberra00015,ProjectTags
Melbourne,84%,Canberra00015,ProjectTags
entertainment,100%,Canberra00015,ProjectTags
Fans,86%,Canberra00015,ProjectTags
distribution company,76%,Canberra00015,ProjectTags
Incest,95%,Canberra00015,ProjectTags
Coffee,90%,Canberra00015,ProjectTags
Murder,74%,Canberra00015,ProjectTags
Visual Media,39%,Canberra00015,ProjectTags
political career,22%,Canberra00015,ProjectTags
Primary Text,21%,Canberra00015,ProjectTags
VIP,100%,Canberra00015,ProjectTags
Television,95%,Canberra00015,ProjectTags
news,65%,Canberra00015,ProjectTags
Marketing,43%,Canberra00015,ProjectTags
Crucibles,100%,Canberra00015,ProjectTags
Disasters,71%,Canberra00015,ProjectTags
Fires,61%,Canberra00015,ProjectTags
newspaper,61%,Canberra00015,ProjectTags
local radio,40%,Canberra00015,ProjectTags
Entertainment,93%,Canberra00015,ProjectTags
Rise,69%,Canberra00015,ProjectTags
mythology,100%,Canberra00015,ProjectTags
Mythology,75%,Canberra00015,ProjectTags
lawyer,86%,Canberra00015,ProjectTags
exegesis,100%,Canberra00015,ProjectTags
Exegesis,67%,Canberra00015,ProjectTags
Authority,41%,Canberra00015,ProjectTags
constitutional state,31%,Canberra00015,ProjectTags
Armor,100%,Canberra00016,ProjectTags
Military Personnel,93%,Canberra00016,ProjectTags
soldier,86%,Canberra00016,ProjectTags
Focus Groups,26%,Canberra00016,ProjectTags
experience,32%,Canberra00016,ProjectTags
descriptive statistics,100%,Canberra00016,ProjectTags
statistics,75%,Canberra00016,ProjectTags
contact,71%,Canberra00016,ProjectTags
soccer,100%,Canberra00016,ProjectTags
elite,100%,Canberra00016,ProjectTags
interaction,6%,Canberra00016,ProjectTags
Gymnastics,37%,Canberra00016,ProjectTags
Acceleration,65%,Canberra00016,ProjectTags
Sports,24%,Canberra00016,ProjectTags
Linear Models,14%,Canberra00016,ProjectTags
Statistics,14%,Canberra00016,ProjectTags
Muscles,100%,Canberra00016,ProjectTags
Exercise,93%,Canberra00016,ProjectTags
Athletes,73%,Canberra00016,ProjectTags
Deltoid Muscle,33%,Canberra00016,ProjectTags
Weights and Measures,8%,Canberra00016,ProjectTags
Leg,13%,Canberra00016,ProjectTags
Weightlessness,94%,Canberra00016,ProjectTags
Ankle,77%,Canberra00016,ProjectTags
Astronauts,67%,Canberra00016,ProjectTags
rating,62%,Canberra00016,ProjectTags
athlete,38%,Canberra00016,ProjectTags
video,32%,Canberra00016,ProjectTags
time,30%,Canberra00016,ProjectTags
Physical Functional Performance,91%,Canberra00016,ProjectTags
Resistance Training,100%,Canberra00016,ProjectTags
Running,100%,Canberra00016,ProjectTags
asymmetry,100%,Canberra00016,ProjectTags
tibia,55%,Canberra00016,ProjectTags
risk factors,49%,Canberra00016,ProjectTags
screening,35%,Canberra00016,ProjectTags
Epidemiology,100%,Canberra00016,ProjectTags
Systematic Reviews,68%,Canberra00016,ProjectTags
Wounds and Injuries,38%,Canberra00016,ProjectTags
Incidence,12%,Canberra00016,ProjectTags
Reference Values,65%,Canberra00016,ProjectTags
Gold,64%,Canberra00016,ProjectTags
Prescriptions,53%,Canberra00016,ProjectTags
Energy Metabolism,80%,Canberra00016,ProjectTags
Heart Rate,35%,Canberra00016,ProjectTags
Lactic Acid,10%,Canberra00016,ProjectTags
Oxygen,8%,Canberra00016,ProjectTags
Quadriceps Muscle,89%,Canberra00016,ProjectTags
Fatigue,25%,Canberra00016,ProjectTags
Kinetics,21%,Canberra00016,ProjectTags
Joints,96%,Canberra00016,ProjectTags
Hip,67%,Canberra00016,ProjectTags
Optics and Photonics,33%,Canberra00016,ProjectTags
Knee,98%,Canberra00016,ProjectTags
Return to Sport,100%,Canberra00016,ProjectTags
Anterior Cruciate Ligament Reconstruction,90%,Canberra00016,ProjectTags
Humulus,64%,Canberra00016,ProjectTags
Lysholm Knee Score,95%,Canberra00016,ProjectTags
Biomechanics,100%,Canberra00016,ProjectTags
Landing,82%,Canberra00016,ProjectTags
Biomechanical Phenomena,65%,Canberra00016,ProjectTags
Firefighters,100%,Canberra00016,ProjectTags
Autografts,35%,Canberra00016,ProjectTags
Personal Protective Equipment,49%,Canberra00016,ProjectTags
Metatarsophalangeal Joint,48%,Canberra00016,ProjectTags
Ankle Joint,41%,Canberra00016,ProjectTags
Lower Extremity,80%,Canberra00016,ProjectTags
Extremities,66%,Canberra00016,ProjectTags
Power (Psychology),13%,Canberra00016,ProjectTags
Education,69%,Canberra00016,ProjectTags
Body Weight,15%,Canberra00016,ProjectTags
Athletic Performance,39%,Canberra00016,ProjectTags
Wearable Electronic Devices,100%,Canberra00016,ProjectTags
Gravitation,21%,Canberra00016,ProjectTags
Football,100%,Canberra00016,ProjectTags
Anterior Cruciate Ligament,100%,Canberra00016,ProjectTags
Anterior Cruciate Ligament Injuries,100%,Canberra00016,ProjectTags
Fluoroscopy,13%,Canberra00016,ProjectTags
Knee Joint,89%,Canberra00016,ProjectTags
Hamstring Muscles,34%,Canberra00016,ProjectTags
Mental Fatigue,100%,Canberra00016,ProjectTags
Cross-Over Studies,13%,Canberra00016,ProjectTags
Explosive Agents,9%,Canberra00016,ProjectTags
Neuropsychological Tests,8%,Canberra00016,ProjectTags
Soccer,100%,Canberra00016,ProjectTags
Mentoring,13%,Canberra00016,ProjectTags
Equipment and Supplies,7%,Canberra00016,ProjectTags
Mastodynia,100%,Canberra00016,ProjectTags
Upper Extremity,63%,Canberra00016,ProjectTags
Breast,52%,Canberra00016,ProjectTags
Thorax,7%,Canberra00016,ProjectTags
Swimming,100%,Canberra00016,ProjectTags
Research Personnel,21%,Canberra00016,ProjectTags
Reproducibility of Results,22%,Canberra00016,ProjectTags
Validation Studies,14%,Canberra00016,ProjectTags
Sports Medicine,17%,Canberra00016,ProjectTags
Physical Fitness,15%,Canberra00016,ProjectTags
Observational Studies,100%,Canberra00016,ProjectTags
Direction compound,91%,Canberra00016,ProjectTags
History,63%,Canberra00016,ProjectTags
Electromyography,100%,Canberra00016,ProjectTags
Physical Education,100%,Canberra00016,ProjectTags
Primary School,96%,Canberra00016,ProjectTags
Art,70%,Canberra00016,ProjectTags
Local Government,65%,Canberra00016,ProjectTags
Human Body,59%,Canberra00016,ProjectTags
Performance Measures,100%,Canberra00016,ProjectTags
Anthropometrics,99%,Canberra00016,ProjectTags
Olympics,84%,Canberra00016,ProjectTags
Jump,46%,Canberra00016,ProjectTags
Transfer (Psychology),100%,Canberra00016,ProjectTags
Back,42%,Canberra00016,ProjectTags
Medicine,31%,Canberra00016,ProjectTags
Walking,83%,Canberra00016,ProjectTags
Shock,23%,Canberra00016,ProjectTags
Pressure,8%,Canberra00016,ProjectTags
Medical Diagnosis,100%,Canberra00017,ProjectTags
Harmony,72%,Canberra00017,ProjectTags
Rule-based,69%,Canberra00017,ProjectTags
Fuzzy rules,68%,Canberra00017,ProjectTags
Cross-validation,45%,Canberra00017,ProjectTags
calcium aluminate,100%,Canberra00017,ProjectTags
Silicates,81%,Canberra00017,ProjectTags
Calcium,60%,Canberra00017,ProjectTags
Ashes,85%,Canberra00017,ProjectTags
Impurities,52%,Canberra00017,ProjectTags
Heritage Sites,100%,Canberra00017,ProjectTags
Virtual Reality,96%,Canberra00017,ProjectTags
Digitization,91%,Canberra00017,ProjectTags
Analog to digital conversion,85%,Canberra00017,ProjectTags
virtual reality,73%,Canberra00017,ProjectTags
Information Modeling,90%,Canberra00017,ProjectTags
Key Performance Indicators,82%,Canberra00017,ProjectTags
Construction Project,100%,Canberra00017,ProjectTags
Quality Improvement,12%,Canberra00017,ProjectTags
AHP Approach,11%,Canberra00017,ProjectTags
Occupational Health,100%,Canberra00017,ProjectTags
Risk Assessment,85%,Canberra00017,ProjectTags
Safety,60%,Canberra00017,ProjectTags
Developing Countries,20%,Canberra00017,ProjectTags
Machine Learning,13%,Canberra00017,ProjectTags
Fuzzy inference,100%,Canberra00017,ProjectTags
Decision support systems,98%,Canberra00017,ProjectTags
Rough set theory,85%,Canberra00017,ProjectTags
Sustainable development,47%,Canberra00017,ProjectTags
Decision tables,63%,Canberra00017,ProjectTags
architect,100%,Canberra00017,ProjectTags
climate change,82%,Canberra00017,ProjectTags
threat,63%,Canberra00017,ProjectTags
metropolis,21%,Canberra00017,ProjectTags
decision maker,17%,Canberra00017,ProjectTags
Scientometrics,100%,Canberra00017,ProjectTags
Construction industry,100%,Canberra00017,ProjectTags
Aircraft,100%,Canberra00017,ProjectTags
Research Agenda,61%,Canberra00017,ProjectTags
Construction Industry,57%,Canberra00017,ProjectTags
Iran,100%,Canberra00017,ProjectTags
tourism,84%,Canberra00017,ProjectTags
resident,76%,Canberra00017,ProjectTags
world,60%,Canberra00017,ProjectTags
document analysis,60%,Canberra00017,ProjectTags
Meteorological problems,43%,Canberra00017,ProjectTags
Industry,35%,Canberra00017,ProjectTags
education,100%,Canberra00017,ProjectTags
Finland,59%,Canberra00017,ProjectTags
Chile,58%,Canberra00017,ProjectTags
Singapore,58%,Canberra00017,ProjectTags
Sweden,53%,Canberra00017,ProjectTags
Sustainable Building,100%,Canberra00017,ProjectTags
Fuzzy TOPSIS,94%,Canberra00017,ProjectTags
Decision making,52%,Canberra00017,ProjectTags
Decision Support Systems,45%,Canberra00017,ProjectTags
Neural networks,33%,Canberra00017,ProjectTags
Solar radiation,100%,Canberra00017,ProjectTags
Heating,67%,Canberra00017,ProjectTags
Cooling,65%,Canberra00017,ProjectTags
Atmospheric humidity,24%,Canberra00017,ProjectTags
Network Analysis,100%,Canberra00017,ProjectTags
network analysis,92%,Canberra00017,ProjectTags
Electric network analysis,92%,Canberra00017,ProjectTags
Corruption,84%,Canberra00017,ProjectTags
Portfolio Management,100%,Canberra00017,ProjectTags
Project Management,59%,Canberra00017,ProjectTags
Human,54%,Canberra00017,ProjectTags
Project management,49%,Canberra00017,ProjectTags
Framework,34%,Canberra00017,ProjectTags
Facades,85%,Canberra00017,ProjectTags
Glare,100%,Canberra00017,ProjectTags
Intelligent buildings,26%,Canberra00017,ProjectTags
Adaptive systems,23%,Canberra00017,ProjectTags
Physical properties,32%,Canberra00017,ProjectTags
Small and Medium-sized Enterprises,100%,Canberra00017,ProjectTags
Business Model,97%,Canberra00017,ProjectTags
Business,29%,Canberra00017,ProjectTags
Positioning,24%,Canberra00017,ProjectTags
Information systems,38%,Canberra00017,ProjectTags
Information Requirements,100%,Canberra00017,ProjectTags
Assets,46%,Canberra00017,ProjectTags
Savings,41%,Canberra00017,ProjectTags
Costs,8%,Canberra00017,ProjectTags
Life Cycle,28%,Canberra00017,ProjectTags
Sun,75%,Canberra00017,ProjectTags
Skin,64%,Canberra00017,ProjectTags
Specifications,61%,Canberra00017,ProjectTags
Contextual Factors,100%,Canberra00017,ProjectTags
Integrated Model,97%,Canberra00017,ProjectTags
Sustainability,63%,Canberra00017,ProjectTags
Structural Equation Model,37%,Canberra00017,ProjectTags
Association Rule Mining,100%,Canberra00017,ProjectTags
Association rules,75%,Canberra00017,ProjectTags
Managers,64%,Canberra00017,ProjectTags
Viability,63%,Canberra00017,ProjectTags
Dams,100%,Canberra00017,ProjectTags
Artificial Neural Network,81%,Canberra00017,ProjectTags
Infrastructure Projects,42%,Canberra00017,ProjectTags
Stakeholders,20%,Canberra00017,ProjectTags
Critical Success Factors,100%,Canberra00017,ProjectTags
Construction Project Management,65%,Canberra00017,ProjectTags
Developing countries,19%,Canberra00017,ProjectTags
Energy utilization,56%,Canberra00017,ProjectTags
HVAC,31%,Canberra00017,ProjectTags
Artificial intelligence,100%,Canberra00017,ProjectTags
Learning algorithms,23%,Canberra00017,ProjectTags
Machine learning,21%,Canberra00017,ProjectTags
ecological footprint,100%,Canberra00017,ProjectTags
carbon footprint,93%,Canberra00017,ProjectTags
sustainable development,64%,Canberra00017,ProjectTags
sustainability,59%,Canberra00017,ProjectTags
city,44%,Canberra00017,ProjectTags
Lenses,100%,Canberra00017,ProjectTags
information and communication technology,100%,Canberra00017,ProjectTags
paradigm shift,99%,Canberra00017,ProjectTags
Paradigm Shift,86%,Canberra00017,ProjectTags
Sustainable Construction,66%,Canberra00017,ProjectTags
project management,57%,Canberra00017,ProjectTags
Systematic Review,18%,Canberra00017,ProjectTags
Small and Medium-sized Enterprises (SMEs),55%,Canberra00017,ProjectTags
Subcontractors,18%,Canberra00017,ProjectTags
Status Quo,16%,Canberra00017,ProjectTags
Return on Investment,15%,Canberra00017,ProjectTags
Resources,10%,Canberra00017,ProjectTags
Innovation Diffusion,100%,Canberra00017,ProjectTags
Diffusion Model,93%,Canberra00017,ProjectTags
Structural Equation Modeling,12%,Canberra00017,ProjectTags
climate,74%,Canberra00017,ProjectTags
energy,64%,Canberra00017,ProjectTags
Ecodesign,45%,Canberra00017,ProjectTags
Information theory,42%,Canberra00017,ProjectTags
Schematic diagrams,42%,Canberra00017,ProjectTags
Fuel oils,92%,Canberra00017,ProjectTags
Concretes,55%,Canberra00017,ProjectTags
Cements,34%,Canberra00017,ProjectTags
Concrete mixtures,22%,Canberra00017,ProjectTags
Quality management,22%,Canberra00017,ProjectTags
Analytic hierarchy process,20%,Canberra00017,ProjectTags
Risk management,19%,Canberra00017,ProjectTags
green building,100%,Canberra00017,ProjectTags
construction industry,92%,Canberra00017,ProjectTags
environmental health,83%,Canberra00017,ProjectTags
responsibility,71%,Canberra00017,ProjectTags
energy consumption,68%,Canberra00017,ProjectTags
Software packages,92%,Canberra00017,ProjectTags
Linear systems,86%,Canberra00017,ProjectTags
Calibration,73%,Canberra00017,ProjectTags
Productivity,76%,Canberra00017,ProjectTags
Personal digital assistants,100%,Canberra00017,ProjectTags
Radio frequency identification (RFID),82%,Canberra00017,ProjectTags
Cameras,62%,Canberra00017,ProjectTags
Monitoring,49%,Canberra00017,ProjectTags
Carbon footprint,100%,Canberra00017,ProjectTags
Gases,29%,Canberra00017,ProjectTags
Energy resources,27%,Canberra00017,ProjectTags
Mathematical transformations,100%,Canberra00018,ProjectTags
Failure analysis,82%,Canberra00018,ProjectTags
Textures,76%,Canberra00018,ProjectTags
Industry 4.0,25%,Canberra00018,ProjectTags
Deep learning,19%,Canberra00018,ProjectTags
Train,100%,Canberra00018,ProjectTags
Attack,66%,Canberra00018,ProjectTags
Staff,86%,Canberra00018,ProjectTags
Safety,82%,Canberra00018,ProjectTags
Phishing,48%,Canberra00018,ProjectTags
Costs,17%,Canberra00018,ProjectTags
Heuristic algorithms,65%,Canberra00018,ProjectTags
Logistics,57%,Canberra00018,ProjectTags
Experiments,23%,Canberra00018,ProjectTags
Internet,100%,Canberra00018,ProjectTags
Computer networks,75%,Canberra00018,ProjectTags
Artificial intelligence,65%,Canberra00018,ProjectTags
Students,54%,Canberra00018,ProjectTags
Communication,62%,Canberra00018,ProjectTags
Software engineering,100%,Canberra00018,ProjectTags
Productivity,49%,Canberra00018,ProjectTags
Health care,100%,Canberra00018,ProjectTags
Patient monitoring,18%,Canberra00018,ProjectTags
Robots,18%,Canberra00018,ProjectTags
Monitoring,15%,Canberra00018,ProjectTags
Medical problems,15%,Canberra00018,ProjectTags
Smart power grids,100%,Canberra00018,ProjectTags
Healthcare,81%,Canberra00018,ProjectTags
Injection,72%,Canberra00018,ProjectTags
Security of data,65%,Canberra00018,ProjectTags
Summarization,100%,Canberra00018,ProjectTags
