,ATM ID,Agency,Category,Close Date & Time,Description,Title,_id,ID,isRelated
24891,PROC-9176050,Grains Research and Development Corporation,Crop production and management and protection,10-Oct-19 2:00 pm,"Australian growers and producers lack access to quantitative, contextualised comparisons of seasonal forecast skill for rainfall and temperature for different seasonal forecast systems. This project will develop that knowledge base, extend it to growers and producers, and demonstrate the value of seasonal forecasting for strategic decision making on-farm via simulated case studies linking crop and livestock modelling tools with seasonal forecast information.",Spatially and temporally evaluating the skill of seasonal forecasting systems to aid with on-farm decision making,6159c38f9107b6df81b197dd,70140000.0,1.0
24893,JSD/IB/11659/1,Department of Defence - CASG,Military science and research,10-Oct-19 4:30 pm,Space Forum,Defence Space Situational Awareness Networking Event,6159c38f9107b6df81b197df,92111700.0,1.0
24975,PROC-9176066,Grains Research and Development Corporation,Crop production and management and protection,01-Nov-19 5:00 pm,        Rapid analysis of on-farm lime sources.         ,Rapid analysis of on-farm lime sources.,6159c38f9107b6df81b19831,70140000.0,1.0
24980,PROC-9176069,Grains Research and Development Corporation,Crop production and management and protection,04-Nov-19 2:00 pm,Maintaining production systems on acidifying sub-soils by amelioration with commercial machinery,Maintaining production systems on acidifying sub-soils by amelioration with commercial machinery,6159c38f9107b6df81b19836,70140000.0,1.0
25010,PROC-9176068,Grains Research and Development Corporation,Crop production and management and protection,13-Nov-19 3:00 pm,GRDC Research Scholarship,GRDC Research Scholarship,6159c38f9107b6df81b19854,70140000.0,1.0
25031,PROC-9176074,Grains Research and Development Corporation,Crop production and management and protection,18-Nov-19 2:00 pm,"   The National Variety Trials (NVT) provides Australian growers and advisers with access to independent, robust and relevant evaluation of crop varieties to assist in choosing varieties most suited to their environment. The national program of comparative crop variety testing delivers trial results from over 350 locations across the country for over 500 near-release or released varieties of wheat, barley, canola, oats, lupins, lentils, field peas, faba beans, and chickpeas.  In providing this information, NVT seeks to accelerate the adoption of new, superior varieties, leading to increased grower profitability.   This procurement will source, through an open market approach, service providers who have the appropriate technical skills and experience to provide research and development services for the GRDC NVT program in order to ensure the program is run successfully.   ",National Variety Trials Program 2020-2024,6159c38f9107b6df81b19869,70140000.0,1.0
25091,NGTF-IDS-2019-11-1,Department of Defence - DSRG,Military science and research,03-Dec-19 4:30 pm,Academic and industry proposals for Human and AI Interaction research supporting decision superiority.,Next Generation Technologies Fund - Intelligent Decision Superiority Call for Proposals - Human-AI Interaction 2019,6159c38f9107b6df81b198a5,92111700.0,1.0
25092,NGTF-IDS-2019-11-2,Department of Defence - DSRG,Military science and research,03-Dec-19 4:30 pm,Academic and industry proposals for Distributed Multi-Domain Networks research supporting decision superiority,Next Gen Technologies Fund - Intelligent Decision Superiority Call for Proposals – Multi-Domain Networks,6159c38f9107b6df81b198a6,92111700.0,1.0
25111,PROC-9176092,Grains Research and Development Corporation,Crop production and management and protection,09-Dec-19 2:00 pm,"Program 4: Screening of elite breeder material transitioning to a fee for service model.   Industry access to a reliable, high-throughput disease screening capacity is a critical component of an effective NFNB, SFNB and Scald improvement effort. This program will support the development of high throughput and accurate NFNB, SFNB and Scald screening methods and facilities using standardised techniques, isolates, controls and well characterised testing environments. The establishment of this infrastructure will enable Australian barley breeders to accelerate and expand efforts to deploy new and durable NFNB, SFNB and Scald resistance in barley varieties to Australian growers. It is anticipated that by the start of the third year (2022) of the investment the screening of elite breeder material will transition to a fee for service model.   ",Program 4: Screening of elite breeder material transitioning to a fee for service model.,6159c38f9107b6df81b198b9,70140000.0,1.0
25112,PROC-9176090,Grains Research and Development Corporation,Crop production and management and protection,09-Dec-19 2:00 pm,"Program 2: Surveillance and monitoring of pathogen populations.  The SFNB, NFNB and Scald pathogens are genetically and pathogenically diverse, they’re able to reproduce sexually and have the ability torapidly develop new virulences and overcome genetic resistance. This has been observed in both the NFNB and Scald pathogen populations and necessitates continual surveillance and monitoring of pathogen populations in the field to identify new virulent pathotypes. This program aims to conduct annual field surveillance to monitor the pathogen evolution of NFNB, SFNB and Scald in the field.  Output 2: By 2021 and annually thereafter knowledge of pathogen population structure and virulence shifts of NFNB, SFNB and Scald nationally   ",Program 2: Surveillance and monitoring of pathogen populations.,6159c38f9107b6df81b198ba,70140000.0,1.0
25113,PROC-9176091,Grains Research and Development Corporation,Crop production and management and protection,09-Dec-19 2:00 pm,"Program 3: Screening of diverse barley germplasm for novel sources of resistance.  The SFNB, NFNB and Scald pathogens are genetically and pathogenically diverse, they’re able to reproduce sexually and have the ability torapidly develop new virulences and overcome genetic resistance, hence it is important to identify novel sources of resistance. The objective of this program is to increase diversity for NFNB, SFNB and Scald resistance genes and determine the optimal combinations of resistant genes to enable greater durability of resistance in deployed cultivars, and ultimately more sustainable barley cropping systems for Australian growers.   ",Program 3: Screening of diverse barley germplasm for novel sources of resistance.,6159c38f9107b6df81b198bb,70140000.0,1.0
25114,PROC-9176089,Grains Research and Development Corporation,Crop production and management and protection,09-Dec-19 2:00 pm,"Program 1: Development of international pathogen / host diversity sets.   The development and maintenance of international pathogen and host differential sets is a key resource for identifying new virulent pathotypes in the field and identifying novel sources of genetic resistance. This program aims to work and collaborate internationally to develop pathogen / host differential sets for NFNB, SFNB and Scald. The knowledge gained from this coordinated effort will reduce duplication and redundancy in these key barley foliar disease host-pathosystems, facilitate the optimal deployment of new genes by breeding programs and maximise field surveying efforts.     Output 1:By 2023 comprehensive international pathogen and host diversity sets developed for NFNB, SFNB and Scald and in use by Australian pathologists and researchers.   ",Program 1: Development of international pathogen / host diversity sets.,6159c38f9107b6df81b198bc,70140000.0,1.0
25135,PROC-9176087,Grains Research and Development Corporation,Crop production and management and protection,12-Dec-19 5:00 pm,The GRDC is seeking applications for Increasing return on investment from canola seed through improved establishment,Increasing return on investment from canola seed through improved establishment in the Western Region,6159c38f9107b6df81b198d1,70140000.0,1.0
25157,PROC-9176093,Grains Research and Development Corporation,Crop production and management and protection,13-Dec-19 2:00 pm,"The common seed bulk-up project has been developed to enable the success and return on investment for many high-value GRDC research investments. These investments rely on the sourcing of high-quality seed to achieve project outcomes. This common seed bulk-up project will ensure consistent delivery of seed of commercial varieties of wheat, barley, durum, oat, chickpea, lentil, lupin, faba bean and field pea to various research projects across Australia in a timely manner. Production will occur at two reliable sites, producing approximately 28 tonnes of seed for approximately 230 commercial winter crop varieties. This initiative will create considerable savings by co-ordinating the seed bulk-up of GRDC research investments, creating larger economies of scale and reducing duplication of resources.  This procurement will source, through an open market approach, a service provider who has the appropriate technical skills and experience to deliver the project outcomes.",Common Seed Bulk Up 2020-2024,6159c38f9107b6df81b198e7,70140000.0,1.0
25192,HUB-16-PIN-SIF-001f,Department of Defence - DSRG,Military science and research,31-Dec-19 5:00 pm,"The Australian Government's Department of Defence (Defence)is inviting companies, businesses and organisations to respond to a Call for Submissions (CFS) detailing their innovation proposal. Where an innovation proposal is assessed as suitable for investment and satisfies the requirements and assessment criteria set out in the Terms for CFS, Defence will invite the respondent to participate in a Request for Proposal process. Defence intends to enter into contracts with respondents under a contractual framework, to mature their innovations to meet Defence's capability needs.   ",Defence Innovation Hub - Call For Submissions,6159c38f9107b6df81b1990a,92111700.0,1.0
25204,PROC-9176085,Grains Research and Development Corporation,Crop production and management and protection,14-Jan-20 2:00 pm,Understanding nitrogen cycling to reduce losses from Australian cropping systems,Understanding nitrogen cycling to reduce losses from Australian cropping systems,6159c38f9107b6df81b19916,70140000.0,1.0
25211,PROC-9176102,Grains Research and Development Corporation,Crop production and management and protection,17-Jan-20 5:00 pm,"There has been a large focus towards barley agronomy, management and extension activities and this information has been disseminated to other port zones in the Western Region. There is, however, a need for this management information to be extended to growers in the Geraldton port zone specifically around barley agronomy/management and market opportunity.  Through conversations with RCSN members and individual growers, there is a gap in knowledge around differing management strategies for profitability, for example, when is aiming for malt quality more profitable compared with aiming for maximum grain yield and achieving feed quality barley. Growers need to be better informed on how planting times influence yield and grain quality, particularly with early sowing opportunities or late sowing on ameliorated soils. Nitrogen management with different rotations or soil types (including ameliorated) needs better understanding, along with other agronomic management practices such as those that influence weed competitiveness or disease susceptibility. ",Barley agronomic strategies for the Geraldton Port Zone,6159c38f9107b6df81b1991d,70140000.0,1.0
25218,PROC-9176109,Grains Research and Development Corporation,Crop production and management and protection,22-Jan-20 12:00 pm,Hyper Yielding Crops:  Setting new attainable grain yield targets in high yield potential environments,Hyper Yielding Crops: Setting new attainable grain yield targets in high yield potential environments,6159c38f9107b6df81b19924,70140000.0,1.0
25223,PROC-9176098,Grains Research and Development Corporation,Crop production and management and protection,24-Jan-20 5:00 pm,Increasing the profitability of the double break rotation in the MRZ of WA Wheatbelt through incorporation of an early sown high value pulse,Increasing the profitability of the double break rotation in the MRZ of WA Wheatbelt through incorporation of an early s,6159c38f9107b6df81b19929,70140000.0,1.0
25224,PROC-9176097,Grains Research and Development Corporation,Crop production and management and protection,24-Jan-20 5:00 pm,The GRDC is seeking applications for a project that will assist growers in better understanding return on investment of sub-surface water management options for waterlogged areas in the Western Region,Understanding return on investment of sub-surface water management options for waterlogged areas in the Western Region,6159c38f9107b6df81b1992a,70140000.0,1.0
25225,PROC9176096,Grains Research and Development Corporation,Crop production and management and protection,24-Jan-20 5:00 pm,The GRDC is seeking applications for Optimal nutrition packages for renovated cemented lateritic gravels to increase farm profitability,Optimal nutrition packages for renovated cemented lateritic gravels to increase farm profitability,6159c38f9107b6df81b1992b,70140000.0,1.0
25226,PROC-9176095,Grains Research and Development Corporation,Crop production and management and protection,24-Jan-20 5:00 pm,The GRDC is seeking applications for PROC – 9176095 - Incorporation of organic soil ameliorants to boost productivity of sandy soils in the medium to high rainfall zones of the Wheatbelt of Western Australia.,Incorporation of organic soil ameliorants to boost productivity of sandy soils in the Wheatbelt of Western Australia,6159c38f9107b6df81b1992c,70140000.0,1.0
25227,PROC-9176103,Grains Research and Development Corporation,Crop production and management and protection,24-Jan-20 5:00 pm,This investment aims to evaluate the ability of multiple species of plants to alleviate soil compaction for following crops. It is proposed that a detailed review of literature be undertaken to select plants that penetrate soils above 2500kpa which may also fit within the WA farming system. Suitable species that are found to have potential will be tested using replicated small plot trials.,Using roots to alleviate the effects of soil compaction in the Western Region,6159c38f9107b6df81b1992d,70140000.0,1.0
25232,PROC-9176094,Grains Research and Development Corporation,Crop production and management and protection,29-Jan-20 2:00 pm,"Matching adapted pulse genotypes with soil and climate to maximise yield and profit, with manageable risk in Australian cropping systems. ","Matching adapted pulse genotypes with soil and climate to maximise yield and profit, with manageable risk in Australian",6159c38f9107b6df81b19932,70140000.0,1.0
25247,NGTF-SBIRD-2019-2,Department of Defence - DSRG,Military science and research,31-Jan-20 11:00 pm,Applications now being sought for the SBIRD Topic: A Joint Effort: Integrating Advanced Materials onto Military Platforms - Stage 2,Next Generation Technologies Fund - Small Business Innovation Research for Defence - Call for Applications,6159c38f9107b6df81b19941,92111700.0,1.0
25266,PROC-9176121,Grains Research and Development Corporation,Crop production and management and protection,06-Feb-20 5:00 pm,An investment to estimate potential impacts and prepare industry management options for prevention and preparedness in the event of a possible fall armyworm incursion.   ,Prevention and Preparedness for fall armyworm (Spodoptera frugiperda),6159c38f9107b6df81b19954,70140000.0,1.0
25269,PROC-9176107,Grains Research and Development Corporation,Crop production and management and protection,07-Feb-20 5:00 pm,"This investment aims to provide the platform to extend research from ‘The Stubble Initiative’, a significant investment by GRDC in the Southern Region, into the Western Region. This will be achieved by creating an industry report on the applicable research and findings of the projects, suitable for the Western Region. These findings will be part of a communications strategy, which will also include case studies of growers currently using high stubble retention farming systems in the Western Region. ",Maintaining Profitable Farming Systems with Retained Stubble,6159c38f9107b6df81b19957,70140000.0,1.0
25283,PROC-9176110,Grains Research and Development Corporation,Crop production and management and protection,13-Feb-20 2:00 pm,Towards effective genetic and sustainable management of Ascochyta blight of chickpea      ,Towards effective genetic and sustainable management of Ascochyta blight of chickpea,6159c38f9107b6df81b19965,70140000.0,1.0
25284,PROC-9176151,Grains Research and Development Corporation,Crop production and management and protection,13-Feb-20 5:00 pm,"  The understanding of herbicide resistant weeds either from a geographical or mechanistic physiological level is only part of the solution to actually mitigate and manage the weeds in the paddock. Strategies to do this need an understanding of the resistant weed but also need to be practical and relevant to the particular farming system. Ground truthing herbicide resistance strategies will provide more confidence to growers that they are practical and relevant. Whilst a general methodological approach to achieve this is understood, herbicide resistance is dynamic and responds to farming system changes, weed evolution and chemistry development. New challenges to be overcome include strategies relevant to pre-emergent herbicides, non-selective herbicide and imidazolinone herbicide dominant rotations.  ",Developing strategies to mitigate and manage resistance to key herbicides in modern Australian cropping systems,6159c38f9107b6df81b19966,70140000.0,1.0
25308,PROC-9176120,Grains Research and Development Corporation,Crop production and management and protection,18-Feb-20 2:00 pm,"Oats are Australia’s fourth largest cereal crop and in 2017-18 Australia produced approximately 1.43 million tonnes of oaten grain with a value of $342 million. Demand for Australian oats from Asia is growing strongly, driven largely by changing dietary preferences and the nutritional and health benefits of oats. In addition to the strong export opportunity, Australian growers value oats for their frost tolerance, weed competitiveness and as a profitable break crop option.      Despite extended and sustained investment in oat breeding and pre-breeding, advances in oat yields have lagged other major crops, and grower returns from oats are often not competitive with wheat and barley. This investment aims to address key constraints to oat production in Australia through a targeted and coordinated pre-breeding R&D program. The investment will identify novel sources of resistance to the major oat disease Septoria Leaf Blotch and will also seek to optimise oat phenology for Australian oat growing regions. This investment will increase the rate of genetic gain in oats leading to the development of higher yielding oat varieties and increasing the profitability of Australian oat growers.     The investment will consist of two programs of work as follows:     Program 1: Identification of novel sources of resistance to Septoria Leaf Blotch and understanding of evolution and virulence of the pathogen.  Program 2: Optimise oat phenology for Australian oat production environments",Program 2: Optimise oat phenology for Australian oat production environments.,6159c38f9107b6df81b1997e,70140000.0,1.0
25309,PROC-9176118,Grains Research and Development Corporation,Crop production and management and protection,18-Feb-20 2:00 pm,"Oats are Australia’s fourth largest cereal crop and in 2017-18 Australia produced approximately 1.43 million tonnes of oaten grain with a value of $342 million. Demand for Australian oats from Asia is growing strongly, driven largely by changing dietary preferences and the nutritional and health benefits of oats. In addition to the strong export opportunity, Australian growers value oats for their frost tolerance, weed competitiveness and as a profitable break crop option.      Despite extended and sustained investment in oat breeding and pre-breeding, advances in oat yields have lagged other major crops, and grower returns from oats are often not competitive with wheat and barley. This investment aims to address key constraints to oat production in Australia through a targeted and coordinated pre-breeding R&D program. The investment will identify novel sources of resistance to the major oat disease Septoria Leaf Blotch and will also seek to optimise oat phenology for Australian oat growing regions. This investment will increase the rate of genetic gain in oats leading to the development of higher yielding oat varieties and increasing the profitability of Australian oat growers.     The investment will consist of two programs of work as follows:     Program 1: Identification of novel sources of resistance to Septoria Leaf Blotch and understanding of evolution and virulence of the pathogen.     Program 2: Optimise oat phenology for Australian oat production environments.    ",Program 1: Identification of novel sources of resistance to Septoria Leaf Blotch and understanding of evolution and viru,6159c38f9107b6df81b1997f,70140000.0,1.0
25311,Cyber Call 2019,Department of Defence - DSRG,Military science and research,18-Feb-20 2:00 pm,"Cyber is a priority theme of the Next Generation Technologies Fund, aimed at realising new technology cyber capabilities enabled by research and development in Australia. The Next Generation Technologies Fund (NGTF) is managed by Defence Science and Technology (DST).",CYBER Research Network Agreements under NGTF,6159c38f9107b6df81b19981,92111700.0,1.0
25313,PROC-9176152,Grains Research and Development Corporation,Crop production and management and protection,19-Feb-20 12:00 pm,"Agronomic management of weeds, crop nutrition and farming practices in Central New South Wales to maximise crop profitability","Agronomic management of weeds, crop nutrition and farming practices in Central New South Wales to maximise crop profitab",6159c38f9107b6df81b19983,70140000.0,1.0
25315,PROC-9176153,Grains Research and Development Corporation,Crop production and management and protection,19-Feb-20 2:00 pm,"Agronomic management of weeds, crop nutrition and farming practices in Northern New South Wales and Southern Queensland to maximise crop profitability","Agronomic management of weeds, crop nutrition and farming practices in Northern New South Wales and Southern Queensland",6159c38f9107b6df81b19985,70140000.0,1.0
25335,HUB-20-AID-001,Department of Defence - DSRG,Military science and research,27-Feb-20 3:00 pm,The Department of Defence via the Defence Innovation Hub (Defence) is seeking innovation proposals that will assist Defence to enhance the digitisation of Land Force Support System (LFSS) capabilities to ‘sense and respond’ and ‘simplify capability systems’. ,Notice for Enhancing the Land Force Support System (including demonstration at Army Innovation Day 2020),6159c38f9107b6df81b19999,92111700.0,1.0
25356,PROC-9176122,Grains Research and Development Corporation,Crop production and management and protection,04-Mar-20 2:00 pm,Application of behavioural science principles to GRDC communications and extension outputs,Application of behavioural science principles to GRDC communications and extension outputs,6159c38f9107b6df81b199ae,70140000.0,1.0
25357,PROC-9176147,Grains Research and Development Corporation,Crop production and management and protection,04-Mar-20 5:00 pm,        The GRDC is seeking applications for Paddock level herbicide resistance management project for Western Region growers and advisers        ,Paddock level herbicide resistance management for Western Region growers and advisers,6159c38f9107b6df81b199af,70140000.0,1.0
25377,PROC-9176128,Grains Research and Development Corporation,Crop production and management and protection,12-Mar-20 4:00 pm,GRDC Grower Network – Coordination and facilitation services for GRDC’s investment idea capture and grower engagement program – Central QLD,GRDC Grower Network - Central QLD,6159c38f9107b6df81b199c3,70140000.0,1.0
25378,PROC-9176129,Grains Research and Development Corporation,Crop production and management and protection,12-Mar-20 4:00 pm,GRDC Grower Network – Coordination and facilitation services for GRDC’s investment idea capture and grower engagement program – QLD Coastal and Hinterland,GRDC Grower Network - QLD Coastal and Hinterland,6159c38f9107b6df81b199c4,70140000.0,1.0
25379,PROC-9176127,Grains Research and Development Corporation,Crop production and management and protection,12-Mar-20 4:00 pm,GRDC Grower Network – Coordination and facilitation services for GRDC’s investment idea capture and grower engagement program – Southern NSW,GRDC Grower Network - Southern NSW,6159c38f9107b6df81b199c5,70140000.0,1.0
25380,PROC-9176126,Grains Research and Development Corporation,Crop production and management and protection,12-Mar-20 4:00 pm,GRDC Grower Network – Coordination and facilitation services for GRDC’s investment idea capture and grower engagement program – Southern Region,GRDC Grower Network – Southern Region,6159c38f9107b6df81b199c6,70140000.0,1.0
25381,PROC-9176125,Grains Research and Development Corporation,Crop production and management and protection,12-Mar-20 4:00 pm,GRDC Grower Network – Coordination and facilitation services for GRDC’s investment idea capture and grower engagement program – Western Region,GRDC Grower Network – Western Region,6159c38f9107b6df81b199c7,70140000.0,1.0
25382,PROC-9176130,Grains Research and Development Corporation,Crop production and management and protection,12-Mar-20 4:00 pm,GRDC Grower Network – Coordination and facilitation services for GRDC’s investment idea capture and grower engagement program – NSW Coastal and Tablelands,GRDC Grower Network - NSW Coastal and Tablelands,6159c38f9107b6df81b199c8,70140000.0,1.0
25470,PROC-9176186,Grains Research and Development Corporation,Crop production and management and protection,22-Apr-20 5:00 pm,The GRDC is seeking applications for PROC-9176186 Effective use of diquat for late season weed seed set control of annual ryegrass (Lolium rigidum) in barley - WA Pilot Study,Effective use of diquat for late season weed seed set control of annual ryegrass (Lolium rigidum) in barley – WA Pilot,6159c38f9107b6df81b19a20,70140000.0,1.0
25518,PROC-9176195,Grains Research and Development Corporation,Crop production and management and protection,12-May-20 5:00 pm,"Given the additional costs that are associated with managing herbicide resistant weeds, it is imperative that as an industry we understand the incidence and extent of resistance. This will help inform future research, with flow on impacts on the adoption of optimal weed management decisions on farm. This investment proposes to provide a status update of the incidence of herbicide resistance in key grain cropping weeds across Australia through consistent random surveying and testing as well as historical data collation.",Determining the incidence of herbicide resistance in Australian grain cropping,6159c38f9107b6df81b19a50,70140000.0,1.0
25535,PROC-9176214,Grains Research and Development Corporation,Crop production and management and protection,19-May-20 2:00 pm,"Provision of Services in relation to the Online Farm Trials database and website  GRDC’s Online Farm Trials (OFT) platform improves grower profitability by accelerating adoption and improving return on investment in grains Development and Extension (D&E). OFT has now amassed quality-controlled results from over 10,000 grains D&E trials which are searchable and made freely available via https://farmtrials.com.au/.   GRDC is now investing in ongoing maintenance and support for the platform. There are three contributing Outputs. Applicants can apply for one, two or all three Outputs.",Provision of Services in relation to the Online Farm Trials database and website,6159c38f9107b6df81b19a61,70140000.0,1.0
25570,PROC-9176205,Grains Research and Development Corporation,Crop production and management and protection,03-Jun-20 2:00 pm,Addressing the constraints to genetic improvement of crown rot resistance and tolerance in wheat.  Crown Rot - Part B: Improved crown rot genetic resistance and tolerance through targeted genetics in bread wheat.,Crown Rot - Part B: Improved crown rot genetic resistance and tolerance through targeted genetics in bread wheat,6159c38f9107b6df81b19a84,70140000.0,1.0
25571,PROC-9176204,Grains Research and Development Corporation,Crop production and management and protection,03-Jun-20 2:00 pm,Addressing the constraints to genetic improvement of crown rot resistance and tolerance in wheat.  Part A – Improved phenotyping for crown rot resistance and tolerance in cereals.,Crown Rot - Part A: Improved phenotyping for crown rot resistance and tolerance in cereals,6159c38f9107b6df81b19a85,70140000.0,1.0
25597,PROC-9176202,Grains Research and Development Corporation,Crop production and management and protection,12-Jun-20 2:00 pm,"Applying current knowledge to inform grower decision making to mitigate the impact of frost, now and in the future","Applying current knowledge to inform grower decision making to mitigate the impact of frost, now and in the future",6159c38f9107b6df81b19a9f,70140000.0,1.0
25642,HUB-16-PIN-SIF-001g,Department of Defence - DSRG,Military science and research,30-Jun-20 5:00 pm,"The Australian Government's Department of Defence (Defence)is inviting companies, businesses and organisations to respond to a Call for Submissions (CFS) detailing their innovation proposal. Where an innovation proposal is assessed as suitable for investment and satisfies the requirements and assessment criteria set out in the Terms for CFS, Defence will invite the respondent to participate in a Request for Proposal process. Defence intends to enter into contracts with respondents under a contractual framework, to mature their innovations to meet Defence's capability needs.",Defence Innovation Hub - Call For Submissions,6159c38f9107b6df81b19acc,92111700.0,1.0
25648,HSD/IB/11659/1,Department of Defence - CASG,Military science and research,03-Jul-20 10:00 am,WASS SPO Space Domain Awareness Update to Industry - Webinar - 23 Jun 20,WASS SPO Space Domain Awareness Industry Event,6159c38f9107b6df81b19ad2,92111700.0,1.0
25650,CIT - GC Ph2,Department of Defence - DSRG,Military science and research,06-Jul-20 2:00 pm,The demonstration of an integrated system that can detect and neutralise improvised threats in the battlespace.,Counter Improvised Threat Grand Challenge Phase 2: Integration,6159c38f9107b6df81b19ad4,92111700.0,1.0
25653,PROC-9176232,Grains Research and Development Corporation,Crop production and management and protection,06-Jul-20 5:00 pm,"The occurrence of insecticide resistance in the redlegged earth mite (RLEM; Halotydeus destructor) is of particular concern to the profitability of the Australian grains industry, and demands a rethink of management approaches. This investment will provide contemporary recommendations about insecticide resistance management and improved control methods for this pest. This will be achieved by:    Maintaining active surveillance to understand the RLEM insecticide resistance status across the grain growing regions affected by this pest  Ensuring that the RLEM Resistance Management Strategy (RMS) continues to include best practice recommendations  Exploring opportunities with agrichemical companies to increase the tools available to growers for implementing successful resistance management programs to control RLEM  Investigating opportunities to use biologically-based approaches for RLEM control, including but not limited to: biological molecules and extracts,  native and introduced mite predators and parasites, entomopathogens, endosymbionts, etc.  Gaining new knowledge in the biology and ecology of the RLEM (including understanding of the summer diapause cues) which would allow for the development of forecasting (seasonal and paddock risks) tools to increase grower confidence, discourage the use of ‘insurance applications’ of pesticides and facilitate pro-active control practices.  ",Future options for the control of Redlegged earth mite in Australian grain crops,6159c38f9107b6df81b19ad7,70140000.0,1.0
25692,HSD/RFI/14370/1,Department of Defence - CASG,Military science and research,20-Jul-20 4:00 pm,Seeking information and interest for participation in SpaceFest,WASS SPO - SpaceFest Request for Information,6159c38f9107b6df81b19afe,92111700.0,1.0
25746,PROC-9176244,Grains Research and Development Corporation,Crop production and management and protection,06-Aug-20 12:00 pm,Multimedia capture and delivery training to develop and enhance GRDC contractors’ skills,Multimedia capture and delivery training to develop and enhance GRDC contractors' skills,6159c38f9107b6df81b19b34,70140000.0,1.0
25760,PROC-9176250,Grains Research and Development Corporation,Crop production and management and protection,14-Aug-20 5:00 pm,The GRDC is seeking applications for PROC-9176250 An analysis of 3D soil constraint diagnosis and options for ‘on the go’ management of variable soil types.,An analysis of 3D soil constraint diagnosis and options for on-the-go management of variable soil types.,6159c38f9107b6df81b19b42,70140000.0,1.0
25807,ARS2020,Department of Defence - DSRG,Military science and research,31-Aug-20 4:00 pm,Invitation to submit research proposals for funding under the Army Research Scheme 2020-21,Army Research Scheme 2020-21,6159c38f9107b6df81b19b71,92111700.0,1.0
25838,PROC-9176272,Grains Research and Development Corporation,Crop production and management and protection,14-Sep-20 12:00 pm,On-farm grain storage – development and extension to support best practice management,On-farm grain storage – development and extension to support best practice management,6159c38f9107b6df81b19b90,70140000.0,1.0
25903,PROC-9176274,Grains Research and Development Corporation,Crop production and management and protection,06-Oct-20 5:00 pm,"This investment seeks to reduce the financial impact of Rutherglen bug by improving our understanding of the factors that enhance its persistence, developing a risk framework for predicting infestation and providing growers with knowledge on when it is economic to implement control options. ",Improved management of rutherglen bug in the Northern Region,6159c38f9107b6df81b19bd1,70140000.0,1.0
26167,HUB-16-PIN-SIF-001h,Department of Defence - DSRG,Military science and research,31-Dec-20 12:00 pm,"Defence Innovation Hub (Hub), an initiative of the Australian Government’s Department of Defence (Defence) has been established to support Australian companies, businesses, and academic and research organisations in the collaborative development of innovative solutions with the potential to enhance Australian Defence Force capability. Defence is inviting companies, businesses and organisations to respond to a Call for Submissions detailing their innovation proposal.  ",Defence Innovation Hub - Call For Submissions,6159c38f9107b6df81b19cd9,92111700.0,1.0
26181,GTF - DETS 15602,Department of Defence - DSRG,Military science and research,12-Jan-21 2:00 pm,Building a sustainable S&T community of Australian academia and industry in DE technologies and systems,NGTF - Directed Energy Technologies and Systems,6159c38f9107b6df81b19ce7,92111700.0,1.0
26188,PROC-9176306,Grains Research and Development Corporation,Crop production and management and protection,15-Jan-21 5:00 pm,GRDC now seek to approach the market for suitable suppliers to provide the services to compare both high and low harvested stubble and the fit within the current farming system. Growers need to see the impact of changing harvest heights before they could consider converting to a new system which requires a high capital outlay for new machinery,Impact of stubble height on cropping systems in the Western Regin,6159c38f9107b6df81b19cee,70140000.0,1.0
26194,PROC-9176290,Grains Research and Development Corporation,Crop production and management and protection,21-Jan-21 2:00 pm,Sorghum National Variety Trials 2021-2024,Sorghum National Variety Trials 2021-2024,6159c38f9107b6df81b19cf4,70140000.0,1.0
26196,PROC-9176312,Grains Research and Development Corporation,Crop production and management and protection,21-Jan-21 5:00 pm,GroundCover suite - editorial content and hardcopy publications,GroundCover suite - editorial content and hardcopy publications,6159c38f9107b6df81b19cf6,70140000.0,1.0
26207,HUB-21-AID-001,Department of Defence - DSRG,Military science and research,28-Jan-21 12:00 pm,The Department of Defence via the Australian Army and the Defence Innovation Hub (Defence) are seeking innovation Proposals that will assist Defence in exploring the potential for an energy and environmentally resilient Land Force.     ,Notice for Army Innovation Day 2021 - Energy and Environmental Resilience (including exhibition at AID21),6159c38f9107b6df81b19d01,92111700.0,1.0
26211,PROC-9176313,Grains Research and Development Corporation,Crop production and management and protection,28-Jan-21 5:00 pm,"Managing soils post-amelioration in the Upper South East, Coorong and Fleurieu Peninsula subregion of SA","Managing soils post-amelioration in the Upper South East, Coorong and Fleurieu Peninsula subregion of SA",6159c38f9107b6df81b19d05,70140000.0,1.0
26212,PROC-9176307,Grains Research and Development Corporation,Crop production and management and protection,28-Jan-21 5:00 pm,GRDC seeks a suitable applicant to provide the research of STB epidemiology and pathogen biology under MRZ and LRZ growing conditions and farming systems and to develop practical and cost-effective integrated disease management strategies for STB in medium and low rainfall zones of the Southern region.,Epidemiology of Septoria Tritici Blotch in the low/medium rainfall zones of the Southern region to inform IDM strategies,6159c38f9107b6df81b19d06,70140000.0,1.0
