,Name,Tag,Weight
43358,Pia Rowe,typology,0.12
43359,Pia Rowe,economics,0.12
43360,Pia Rowe,equality,0.12
43361,Pia Rowe,empowerment,0.11
43362,Pia Rowe,capital city,0.11
43363,Pia Rowe,data analysis,0.11
43364,Pia Rowe,expert,0.1
43365,Pia Rowe,facebook,0.1
43366,Pia Rowe,Child support,0.09
43367,Pia Rowe,coding,0.09
43368,Pia Rowe,interview,0.09
43369,Pia Rowe,social cohesion,0.09
43370,Pia Rowe,Social Norms,0.08
43371,Pia Rowe,coverage,0.08
43372,Pia Rowe,exclusion,1.0
43373,Pia Rowe,trend,0.66
43374,Pia Rowe,Child,0.58
43375,Pia Rowe,time,0.47
43376,Pia Rowe,capital city,0.34
43377,Pia Rowe,representative democracy,1.0
43378,Pia Rowe,leadership,0.52
43379,Pia Rowe,gender,0.43
43380,Pia Rowe,Gender equality,0.87
43381,Pia Rowe,participation,0.43
43382,Pia Rowe,VIP,1.0
43383,Pia Rowe,social media,0.47
43384,Pia Rowe,expertise,0.65
43385,Pia Rowe,food,0.61
43386,Pia Rowe,expert,0.21
43387,Pia Rowe,Political Participation,1.0
43388,Pia Rowe,political participation,0.83
43389,Pia Rowe,Language,0.54
43390,Pia Rowe,Skirt,0.28
43391,Pia Rowe,Political Science,0.27
43392,Pia Rowe,poverty,0.94
43393,Pia Rowe,Protection of Children,0.65
43394,Pia Rowe,child protection,0.58
43395,Pia Rowe,Environmental amenities,0.45
43396,Pia Rowe,social attitude,1.0
43397,Pia Rowe,equality,0.23
43398,Pia Rowe,politics,0.23
43399,Pia Rowe,narrative,0.83
43400,Pia Rowe,citizen,0.54
43401,Pia Rowe,irony,0.54
43402,Pia Rowe,social economy,1.0
43403,Pia Rowe,currency,0.51
43404,Pia Rowe,market orientation,0.35
43405,Pia Rowe,meals,0.26
43406,Pia Rowe,reciprocity,0.24
43407,Pia Rowe,life cycle,1.0
43408,Pia Rowe,evidence,0.41
43409,Pia Rowe,community service,0.3
43410,Pia Rowe,gold standard,0.17
43411,Pia Rowe,literature,0.11
43412,Pia Rowe,political identity,1.0
43413,Pia Rowe,empirical research,0.34
43414,Pia Rowe,horticulture,1.0
43415,Pia Rowe,organic production,0.93
43416,Pia Rowe,sales,0.84
43417,Pia Rowe,Food,0.37
43418,Pia Rowe,Industrial Development,0.61
43419,Pia Rowe,Generation Y,0.61
43420,Pia Rowe,Food Choice,0.6
43421,Pia Rowe,Sustainable Marketing,0.15
43422,Pia Rowe,Environmental Impact,0.13
43423,Kim Rubenstein,citizenship,1.0
43424,Kim Rubenstein,public law,0.89
43425,Kim Rubenstein,Law,0.44
43426,Kim Rubenstein,editor,0.43
43427,Kim Rubenstein,nationality,0.32
43428,Kim Rubenstein,lawyer,0.23
43429,Kim Rubenstein,citizen,0.21
43430,Kim Rubenstein,nation state,0.17
43431,Kim Rubenstein,health law,0.16
43432,Kim Rubenstein,public health,0.16
43433,Kim Rubenstein,constitutional law,0.15
43434,Kim Rubenstein,globalization,0.15
43435,Kim Rubenstein,constitution,0.14
43436,Kim Rubenstein,gender,0.14
43437,Kim Rubenstein,dual citizenship,0.14
43438,Kim Rubenstein,incentive,0.12
43439,Kim Rubenstein,medicine,0.12
43440,Kim Rubenstein,loyalty,0.11
43441,Kim Rubenstein,Women lawyers,0.11
43442,Kim Rubenstein,administrative law,0.1
43443,Kim Rubenstein,discourse,0.1
43444,Kim Rubenstein,nationalities question,0.1
43445,Kim Rubenstein,human rights,0.1
43446,Kim Rubenstein,director,0.1
43447,Kim Rubenstein,university teacher,0.09
43448,Kim Rubenstein,immigration,0.09
43449,Kim Rubenstein,migration,0.09
43450,Kim Rubenstein,discourse theory,0.09
43451,Kim Rubenstein,oral history,0.09
43452,Kim Rubenstein,democracy,0.09
43453,Kim Rubenstein,patent law,0.08
43454,Kim Rubenstein,constitutional history,0.08
43455,Kim Rubenstein,parliament,0.08
43456,Kim Rubenstein,voting right,0.08
43457,Kim Rubenstein,International Environmental Law,0.07
43458,Kim Rubenstein,justice,0.07
43459,Kim Rubenstein,UNHCR,0.07
43460,Kim Rubenstein,legal status,0.07
43461,Kim Rubenstein,international peace,0.07
43462,Kim Rubenstein,leadership,0.07
43463,Kim Rubenstein,sanction,0.07
43464,Kim Rubenstein,deportation,0.06
43465,Kim Rubenstein,International Humanitarian Law,0.06
43466,Kim Rubenstein,representative democracy,0.06
43467,Kim Rubenstein,contagious disease,0.06
43468,Kim Rubenstein,blood tests,0.06
43469,Kim Rubenstein,school law,0.06
43470,Kim Rubenstein,public law,0.73
43471,Kim Rubenstein,legal theory,0.43
43472,Kim Rubenstein,school law,1.0
43473,Kim Rubenstein,International Trade Law,0.25
43474,Kim Rubenstein,domestic law,0.21
43475,Kim Rubenstein,representative democracy,1.0
43476,Kim Rubenstein,leadership,1.0
43477,Kim Rubenstein,gender,0.83
43478,Kim Rubenstein,Gender equality,0.2
43479,Kim Rubenstein,participation,0.1
43480,Kim Rubenstein,Women lawyers,0.63
43481,Kim Rubenstein,oral history,0.89
43482,Kim Rubenstein,UN Convention,0.51
43483,Kim Rubenstein,people with disabilities,0.2
43484,Kim Rubenstein,experience,0.18
43485,Kim Rubenstein,Recollection,0.86
43486,Kim Rubenstein,Citizenship,0.37
43487,Kim Rubenstein,National Memory,0.22
43488,Kim Rubenstein,Legal History,0.2
43489,Kim Rubenstein,Lawyers,0.81
43490,Kim Rubenstein,Parallel Lives,0.41
43491,Kim Rubenstein,Verve,0.41
43492,Kim Rubenstein,Oral Presentations,0.4
43493,Kim Rubenstein,Energy,0.37
43494,Kim Rubenstein,editor,0.95
43495,Kim Rubenstein,director,0.3
43496,Kim Rubenstein,UNHCR,1.0
43497,Kim Rubenstein,UNO,0.26
43498,Kim Rubenstein,human rights,0.43
43499,Kim Rubenstein,lawyer,0.61
43500,Kim Rubenstein,administrative law,0.27
43501,Kim Rubenstein,peer review,0.39
43502,Kim Rubenstein,national constitution,0.6
43503,Kim Rubenstein,Legal reform,0.18
43504,Kim Rubenstein,studies (academic),0.17
43505,Kim Rubenstein,Law,0.59
43506,Kim Rubenstein,readership,0.44
43507,Kim Rubenstein,grant,0.31
43508,Kim Rubenstein,High Court,0.96
43509,Kim Rubenstein,academy,0.74
43510,Kim Rubenstein,consciousness,0.74
43511,Kim Rubenstein,immigration,1.0
43512,Kim Rubenstein,citizenship,1.0
43513,Kim Rubenstein,citizen,0.78
43514,Kim Rubenstein,convention on the rights of the child,0.22
43515,Kim Rubenstein,International Association,0.23
43516,Kim Rubenstein,threat,0.29
43517,Kim Rubenstein,social institution,0.8
43518,Kim Rubenstein,nuclear weapon,0.79
43519,Kim Rubenstein,charter,0.74
43520,Kim Rubenstein,proliferation,0.68
43521,Kim Rubenstein,constitutional state,0.44
43522,Kim Rubenstein,Legal framework,0.42
43523,Kim Rubenstein,legitimacy,0.35
43524,Kim Rubenstein,nation state,0.16
43525,Kim Rubenstein,political scientist,0.39
43526,Kim Rubenstein,national identity,0.34
43527,Kim Rubenstein,psychologist,0.29
43528,Kim Rubenstein,constitutional history,1.0
43529,Kim Rubenstein,constitutionalism,0.12
43530,Kim Rubenstein,Group,0.09
43531,Kim Rubenstein,constitution,1.0
43532,Kim Rubenstein,Religion,0.08
43533,Kim Rubenstein,present,0.84
43534,Kim Rubenstein,peace,0.5
43535,Kim Rubenstein,video clip,0.38
43536,Kim Rubenstein,twitter,0.31
43537,Kim Rubenstein,political philosophy,0.23
43538,Kim Rubenstein,value theory,0.23
43539,Kim Rubenstein,feminism,1.0
43540,Kim Rubenstein,parliament,0.92
43541,Kim Rubenstein,election,0.74
43542,Kim Rubenstein,voting,0.2
43543,Kim Rubenstein,democracy,0.86
43544,Kim Rubenstein,weekend,0.52
43545,Kim Rubenstein,nationalities question,1.0
43546,Kim Rubenstein,deportation,0.65
43547,Kim Rubenstein,nationality,0.71
43548,Kim Rubenstein,minister,0.25
43549,Kim Rubenstein,economic espionage,0.24
43550,Kim Rubenstein,commercial relationship,0.23
43551,Kim Rubenstein,fundamental human right,0.19
43552,Kim Rubenstein,limited exceptions,0.3
43553,Kim Rubenstein,legal status,0.34
43554,Kim Rubenstein,act,0.84
43555,Kim Rubenstein,human rights of child,0.61
43556,Kim Rubenstein,reform,1.0
43557,Kim Rubenstein,government reform,0.54
43558,Kim Rubenstein,water management,0.47
43559,Kim Rubenstein,federalism,0.44
43560,Kim Rubenstein,discourse,0.48
43561,Kim Rubenstein,discourse theory,0.98
43562,Kim Rubenstein,environmental law,0.51
43563,Kim Rubenstein,market,0.5
43564,Kim Rubenstein,National laws,0.49
43565,Kim Rubenstein,good governance,0.49
43566,Kim Rubenstein,International Environmental Law,1.0
43567,Kim Rubenstein,climate change,0.21
43568,Kim Rubenstein,national politics,0.15
43569,Kim Rubenstein,dual citizenship,1.0
43570,Kim Rubenstein,loyalty,0.65
43571,Kim Rubenstein,multicultural society,0.63
43572,Kim Rubenstein,international legal system,0.47
43573,Kim Rubenstein,Barristers,1.0
43574,Kim Rubenstein,Judiciary,0.99
43575,Kim Rubenstein,Fraternity,0.81
43576,Kim Rubenstein,Pioneers,0.72
43577,Kim Rubenstein,incentive,0.85
43578,Kim Rubenstein,public health,0.8
43579,Kim Rubenstein,medicine,0.54
43580,Kim Rubenstein,health law,1.0
43581,Kim Rubenstein,patent law,0.94
43582,Kim Rubenstein,contagious disease,0.74
43583,Kim Rubenstein,Intellectual Property Organisation,0.57
43584,Kim Rubenstein,blood tests,0.86
43585,Kim Rubenstein,National Identification,0.35
43586,Kim Rubenstein,National Identity,0.21
43587,Kim Rubenstein,Language Tests,0.19
43588,Kim Rubenstein,Legal Status,0.14
43589,Kim Rubenstein,justice,0.39
43590,Kim Rubenstein,sanction,1.0
43591,Kim Rubenstein,legal principles,0.26
43592,Kim Rubenstein,governance,0.71
43593,Kim Rubenstein,responsibility,0.58
43594,Kim Rubenstein,EU,0.4
43595,Kim Rubenstein,member state,0.13
43596,Kim Rubenstein,Naturalization,1.0
43597,Kim Rubenstein,Common Law,0.79
43598,Kim Rubenstein,Allegiance,0.42
43599,Kim Rubenstein,Nationality,0.4
43600,Kim Rubenstein,High court decisions,0.5
43601,Kim Rubenstein,promotion,0.23
43602,Kim Rubenstein,legislation,0.21
43603,Matt Rutar,Retina,1.0
43604,Matt Rutar,Retinal Degeneration,0.92
43605,Matt Rutar,Light,0.56
43606,Matt Rutar,Macrophages,0.52
43607,Matt Rutar,Microglia,0.52
43608,Matt Rutar,Macular Degeneration,0.51
43609,Matt Rutar,Chemokines,0.34
43610,Matt Rutar,Inflammation,0.33
43611,Matt Rutar,Complement Activation,0.28
43612,Matt Rutar,Complement C3,0.22
43613,Matt Rutar,Retinal Diseases,0.17
43614,Matt Rutar,Monocytes,0.16
43615,Matt Rutar,Photoreceptor Cells,0.16
43616,Matt Rutar,Cell Death,0.16
43617,Matt Rutar,Oxidative Stress,0.15
43618,Matt Rutar,In Situ Hybridization,0.13
43619,Matt Rutar,Hyperoxia,0.12
43620,Matt Rutar,Leukocytes,0.12
43621,Matt Rutar,MicroRNAs,0.12
43622,Matt Rutar,Pluripotent Stem Cells,0.11
43623,Matt Rutar,Immunohistochemistry,0.1
43624,Matt Rutar,Oxygen,0.1
43625,Matt Rutar,Small Interfering RNA,0.09
43626,Matt Rutar,Complement C1q,0.09
43627,Matt Rutar,Vertebrate Photoreceptor Cells,0.09
43628,Matt Rutar,Blood-Retinal Barrier,0.09
43629,Matt Rutar,Purinergic P2X7 Receptors,0.09
43630,Matt Rutar,Gene Knockdown Techniques,0.08
43631,Matt Rutar,Retinopathy of Prematurity,0.08
43632,Matt Rutar,Phenotype,0.07
43633,Matt Rutar,Retinal Pigment Epithelium,0.07
43634,Matt Rutar,Electroretinography,0.07
43635,Matt Rutar,Interleukin-1,0.07
43636,Matt Rutar,Atlases,0.07
43637,Matt Rutar,Pyruvic Acid,0.06
43638,Matt Rutar,Glutathione Transferase,0.06
43639,Matt Rutar,Myeloid Cells,0.06
43640,Matt Rutar,Adaptive Immunity,0.06
43641,Matt Rutar,Innate Immunity,0.06
43642,Matt Rutar,Genes,0.05
43643,Matt Rutar,Transfection,0.05
43644,Matt Rutar,Gene Expression,0.05
43645,Matt Rutar,Life Style,0.05
43646,Matt Rutar,Therapeutics,0.05
43647,Matt Rutar,Biomarkers,0.05
43648,Matt Rutar,retinal diseases,0.22
43649,Matt Rutar,macular degeneration,0.13
43650,Matt Rutar,diabetic retinopathy,0.1
43651,Matt Rutar,retinal degeneration,0.1
43652,Matt Rutar,environmental models,0.09
43653,Matt Rutar,premature birth,0.09
43654,Matt Rutar,glaucoma,0.09
43655,Matt Rutar,neuroglia,0.08
43656,Matt Rutar,genetic models,0.07
43657,Matt Rutar,human diseases,0.07
43658,Matt Rutar,developed countries,0.07
43659,Matt Rutar,monocytes,0.06
43660,Matt Rutar,animal models,0.06
43661,Matt Rutar,macrophages,0.05
43662,Matt Rutar,complement,0.05
43663,Matt Rutar,rodents,0.05
43664,Matt Rutar,Macrophages,0.8
43665,Matt Rutar,Atlases,0.65
43666,Matt Rutar,Myeloid Cells,0.61
43667,Matt Rutar,Stem cells,0.42
43668,Matt Rutar,Phenotype,0.51
43669,Matt Rutar,Retina,1.0
43670,Matt Rutar,Knockout Mice,0.47
43671,Matt Rutar,Phagocytosis,0.37
43672,Matt Rutar,Macular Degeneration,0.26
43673,Matt Rutar,Gene Knockdown Techniques,1.0
43674,Matt Rutar,Transfection,0.65
43675,Matt Rutar,Nucleic Acids,0.5
43676,Matt Rutar,Lipids,0.49
43677,Matt Rutar,diabetic retinopathy,1.0
43678,Matt Rutar,environmental models,0.91
43679,Matt Rutar,retinal diseases,1.0
43680,Matt Rutar,macular degeneration,0.89
43681,Matt Rutar,glaucoma,0.83
43682,Matt Rutar,Purinergic P2X7 Receptors,1.0
43683,Matt Rutar,Retinal Diseases,0.24
43684,Matt Rutar,Glaucoma,0.43
43685,Matt Rutar,Ocular Vision,0.39
43686,Matt Rutar,Pluripotent Stem Cells,1.0
43687,Matt Rutar,In Vitro Techniques,0.13
43688,Matt Rutar,Macrophage Activation,0.12
43689,Matt Rutar,Adaptive Immunity,1.0
43690,Matt Rutar,Innate Immunity,0.9
43691,Matt Rutar,Inflammation,0.26
43692,Matt Rutar,Leukocytes,0.57
43693,Matt Rutar,Gene Regulatory Networks,0.53
43694,Matt Rutar,Vertebrate Photoreceptor Cells,1.0
43695,Matt Rutar,MicroRNAs,0.7
43696,Matt Rutar,Retinal Degeneration,1.0
43697,Matt Rutar,Complement Activation,0.92
43698,Matt Rutar,Oxidative Stress,0.22
43699,Matt Rutar,Obesity,0.61
43700,Matt Rutar,Glutathione Transferase,1.0
43701,Matt Rutar,Complement C1q,1.0
43702,Matt Rutar,Microglia,0.83
43703,Matt Rutar,Interleukin-1,0.8
43704,Matt Rutar,Chemokines,1.0
43705,Matt Rutar,Complement C3,0.62
43706,Matt Rutar,Inbred C57BL Mouse,0.88
43707,Matt Rutar,Light,0.81
43708,Matt Rutar,Cell death,1.0
43709,Matt Rutar,photoreceptors,0.84
43710,Matt Rutar,death,0.76
43711,Matt Rutar,therapy,0.64
43712,Matt Rutar,damage,0.47
43713,Matt Rutar,Animals,0.28
43714,Matt Rutar,Chemical activation,0.72
43715,Matt Rutar,cyclo(cysteinyl-glutaminyl-isoleucyl-tryptophyl-lysyl-glutaminyl-lysyl-prolyl-aspartyl-leucyl-cysteinyl-amide),1.0
43716,Matt Rutar,Photoreceptor Cells,0.25
43717,Matt Rutar,Pyruvic Acid,0.84
43718,Matt Rutar,Cell Death,0.15
43719,Matt Rutar,Retinal Pigment Epithelium,1.0
43720,Matt Rutar,Retinoschisis,0.3
43721,Matt Rutar,Eye Manifestations,0.25
43722,Matt Rutar,retinal degeneration,0.92
43723,Matt Rutar,Polarization,0.54
43724,Matt Rutar,macrophages,0.53
43725,Matt Rutar,neuroglia,0.55
43726,Matt Rutar,monocytes,0.52
43727,Matt Rutar,Hyperoxia,0.6
43728,Matt Rutar,Oxygen,0.48
43729,Matt Rutar,premature birth,0.94
43730,Matt Rutar,Retinopathy of Prematurity,0.84
43731,Matt Rutar,4-hydroxy-2-nonenal,0.21
43732,Matt Rutar,Small Interfering RNA,0.68
43733,Matt Rutar,Gene Expression,0.29
43734,Matt Rutar,Monocytes,0.87
43735,Matt Rutar,In Situ Hybridization,0.32
43736,Matt Rutar,Glial Fibrillary Acidic Protein,0.51
43737,Matt Rutar,In Situ Nick-End Labeling,0.49
43738,Trevor O Ryan,Japan,1.0
43739,Trevor O Ryan,power of attorney,0.79
43740,Trevor O Ryan,law reform,0.55
43741,Trevor O Ryan,reform,0.53
43742,Trevor O Ryan,dementia,0.52
43743,Trevor O Ryan,jurisdiction,0.51
43744,Trevor O Ryan,welfare,0.48
43745,Trevor O Ryan,common law,0.4
43746,Trevor O Ryan,Law,0.39
43747,Trevor O Ryan,population development,0.38
43748,Trevor O Ryan,Tort liability,0.37
43749,Trevor O Ryan,pension reform,0.36
43750,Trevor O Ryan,discrimination law,0.35
43751,Trevor O Ryan,Rape victims,0.33
43752,Trevor O Ryan,doctrine,0.32
43753,Trevor O Ryan,regulation,0.31
43754,Trevor O Ryan,tertiary sector,0.28
43755,Trevor O Ryan,affirmative action,0.27
43756,Trevor O Ryan,normalization,0.27
43757,Trevor O Ryan,pension,0.27
43758,Trevor O Ryan,commercialization,0.27
43759,Trevor O Ryan,nationality,0.25
43760,Trevor O Ryan,witness,0.24
43761,Trevor O Ryan,liability,0.23
43762,Trevor O Ryan,privacy,0.21
43763,Trevor O Ryan,trust law,0.21
43764,Trevor O Ryan,occupation,0.2
43765,Trevor O Ryan,personal liability,0.2
43766,Trevor O Ryan,employer,0.2
43767,Trevor O Ryan,industry,0.18
43768,Trevor O Ryan,employee,0.18
43769,Trevor O Ryan,society,0.17
43770,Trevor O Ryan,public office,0.17
43771,Trevor O Ryan,guardianship,0.16
43772,Trevor O Ryan,worker,0.16
43773,Trevor O Ryan,retirement,0.15
43774,Trevor O Ryan,paternalism,0.15
43775,Trevor O Ryan,High Court,0.14
43776,Trevor O Ryan,autonomy,0.13
43777,Trevor O Ryan,liberalism,0.13
43778,Trevor O Ryan,Legal development,0.13
43779,Trevor O Ryan,people with disabilities,0.13
43780,Trevor O Ryan,economics,0.13
43781,Trevor O Ryan,candidacy,0.13
43782,Trevor O Ryan,gender,0.12
43783,Trevor O Ryan,financial crisis,0.12
43784,Trevor O Ryan,Cross examination,0.12
43785,Trevor O Ryan,transaction,0.12
43786,Trevor O Ryan,proliferation,0.11
43787,Trevor O Ryan,power of attorney,1.0
43788,Trevor O Ryan,Law,0.53
43789,Trevor O Ryan,transaction,0.3
43790,Trevor O Ryan,conflict of interest,0.17
43791,Trevor O Ryan,gift,0.17
43792,Trevor O Ryan,Rape victims,1.0
43793,Trevor O Ryan,witness,0.73
43794,Trevor O Ryan,Cross examination,0.36
43795,Trevor O Ryan,law reform,1.0
43796,Trevor O Ryan,sexual assault,0.26
43797,Trevor O Ryan,nationality,1.0
43798,Trevor O Ryan,public office,0.68
43799,Trevor O Ryan,jurisdiction,0.56
43800,Trevor O Ryan,candidacy,0.38
43801,Trevor O Ryan,Tort liability,1.0
43802,Trevor O Ryan,common law,0.34
43803,Trevor O Ryan,dementia,0.65
43804,Trevor O Ryan,liability,0.61
43805,Trevor O Ryan,service sector,1.0
43806,Trevor O Ryan,discrimination law,0.97
43807,Trevor O Ryan,tertiary sector,0.77
43808,Trevor O Ryan,affirmative action,0.75
43809,Trevor O Ryan,Japan,0.44
43810,Trevor O Ryan,society,0.92
43811,Trevor O Ryan,regulation,0.79
43812,Trevor O Ryan,retirement,0.51
43813,Trevor O Ryan,interests of consumer,0.42
43814,Trevor O Ryan,High Court,0.97
43815,Trevor O Ryan,people with disabilities,0.87
43816,Trevor O Ryan,Civil Rights,1.0
43817,Trevor O Ryan,Politics,0.79
43818,Trevor O Ryan,Disabled Persons,0.73
43819,Trevor O Ryan,Dementia,0.36
43820,Trevor O Ryan,Minors,0.3
43821,Trevor O Ryan,welfare,0.71
43822,Trevor O Ryan,liberalism,0.71
43823,Trevor O Ryan,population development,0.7
43824,Trevor O Ryan,proliferation,0.59
43825,Trevor O Ryan,privacy,0.54
43826,Trevor O Ryan,guardianship,0.41
43827,Trevor O Ryan,reform,0.8
43828,Trevor O Ryan,Social Norms,0.45
43829,Trevor O Ryan,post-industrial society,0.29
43830,Trevor O Ryan,market mechanism,0.28
43831,Trevor O Ryan,commercialization,1.0
43832,Trevor O Ryan,doctrine,0.85
43833,Trevor O Ryan,trust law,0.78
43834,Trevor O Ryan,pension reform,1.0
43835,Trevor O Ryan,pension,0.75
43836,Trevor O Ryan,structural problem,0.23
43837,Trevor O Ryan,juvenile delinquency,1.0
43838,Trevor O Ryan,crime,0.4
43839,Trevor O Ryan,fearfulness,0.33
43840,Faran Sabeti,Visual Field Tests,1.0
43841,Faran Sabeti,Macular Degeneration,0.86
43842,Faran Sabeti,Eye,0.36
43843,Faran Sabeti,Brain Concussion,0.3
43844,Faran Sabeti,Visual Fields,0.26
43845,Faran Sabeti,Pupil,0.24
43846,Faran Sabeti,Sports,0.22
43847,Faran Sabeti,Athletes,0.22
43848,Faran Sabeti,Diabetic Retinopathy,0.21
43849,Faran Sabeti,Signal-To-Noise Ratio,0.18
43850,Faran Sabeti,Visual Evoked Potentials,0.17
43851,Faran Sabeti,Ocular Vision,0.16
43852,Faran Sabeti,Discrimination (Psychology),0.14
43853,Faran Sabeti,W 12,0.12
43854,Faran Sabeti,Craniocerebral Trauma,0.11
43855,Faran Sabeti,Tropicamide,0.11
43856,Faran Sabeti,Type 2 Diabetes Mellitus,0.11
43857,Faran Sabeti,Optometry,0.1
43858,Faran Sabeti,Optical Coherence Tomography,0.1
43859,Faran Sabeti,Facial Expression,0.1
43860,Faran Sabeti,Ranibizumab,0.09
43861,Faran Sabeti,Facial Recognition,0.09
43862,Faran Sabeti,Quality of Life,0.09
43863,Faran Sabeti,Retinal Diseases,0.09
43864,Faran Sabeti,Visual Acuity,0.08
43865,Faran Sabeti,Macular Edema,0.08
43866,Faran Sabeti,Interpersonal Relations,0.07
43867,Faran Sabeti,New Zealand,0.07
43868,Faran Sabeti,Area Under Curve,0.07
43869,Faran Sabeti,Image Enhancement,0.06
43870,Faran Sabeti,Constriction,0.06
43871,Faran Sabeti,Mydriasis,0.06
43872,Faran Sabeti,Teaching,0.06
43873,Faran Sabeti,Recognition (Psychology),0.06
43874,Faran Sabeti,Dilatation,0.06
43875,Faran Sabeti,Linear Models,0.05
43876,Faran Sabeti,Learning,0.05
43877,Faran Sabeti,Type 1 Diabetes Mellitus,0.05
43878,Faran Sabeti,Optometry,1.0
43879,Faran Sabeti,New Zealand,0.7
43880,Faran Sabeti,Teaching,0.6
43881,Faran Sabeti,Viruses,0.45
43882,Faran Sabeti,Severe Acute Respiratory Syndrome,0.43
43883,Faran Sabeti,Macular Degeneration,1.0
43884,Faran Sabeti,Optical Coherence Tomography,0.94
43885,Faran Sabeti,Visual Acuity,0.4
43886,Faran Sabeti,Hospital Departments,0.25
43887,Faran Sabeti,Ophthalmology,0.32
43888,Faran Sabeti,learning,1.0
43889,Faran Sabeti,discrimination,0.87
43890,Faran Sabeti,textures,0.75
43891,Faran Sabeti,Textures,0.72
43892,Faran Sabeti,education,0.44
43893,Faran Sabeti,Facial Expression,1.0
43894,Faran Sabeti,Recognition (Psychology),0.74
43895,Faran Sabeti,Ocular Vision,0.08
43896,Faran Sabeti,Image Enhancement,0.26
43897,Faran Sabeti,Quality of Life,0.6
43898,Faran Sabeti,National Eye Institute (U.S.),0.48
43899,Faran Sabeti,Diabetic Retinopathy,1.0
43900,Faran Sabeti,W 12,1.0
43901,Faran Sabeti,Visual Field Tests,1.0
43902,Faran Sabeti,Pupil,0.14
43903,Faran Sabeti,Signal-To-Noise Ratio,0.46
43904,Faran Sabeti,Constriction,0.09
43905,Faran Sabeti,Visual Fields,0.81
43906,Faran Sabeti,Eye,0.24
43907,Faran Sabeti,Athletes,0.23
43908,Faran Sabeti,Tropicamide,1.0
43909,Faran Sabeti,Mydriasis,0.59
43910,Faran Sabeti,Dilatation,0.52
43911,Faran Sabeti,macular degeneration,1.0
43912,Faran Sabeti,Facial Recognition,0.88
43913,Faran Sabeti,quality of life,0.8
43914,Faran Sabeti,Interpersonal Relations,0.71
43915,Faran Sabeti,Caricatures,0.33
43916,Faran Sabeti,Discrimination (Psychology),1.0
43917,Faran Sabeti,Learning,0.71
43918,Faran Sabeti,Aptitude,0.12
43919,Faran Sabeti,Brain Concussion,1.0
43920,Faran Sabeti,Sports,0.69
43921,Faran Sabeti,Craniocerebral Trauma,0.38
43922,Faran Sabeti,Retinal Diseases,1.0
43923,Faran Sabeti,Visual Evoked Potentials,1.0
43924,Faran Sabeti,Electrodes,0.39
43925,Faran Sabeti,Type 2 Diabetes Mellitus,0.72
43926,Faran Sabeti,Photophobia,0.2
43927,Faran Sabeti,Eye Diseases,0.1
43928,Faran Sabeti,Longitudinal Studies,0.08
43929,Faran Sabeti,Area Under Curve,0.29
43930,Faran Sabeti,Electroencephalography,0.07
43931,Faran Sabeti,Ranibizumab,1.0
43932,Faran Sabeti,Choroidal Neovascularization,0.18
43933,Maree Sainsbury,act,0.81
43934,Maree Sainsbury,moral rights,0.69
43935,Maree Sainsbury,statutory interpretation,0.69
43936,Maree Sainsbury,Law,0.67
43937,Maree Sainsbury,satire,0.64
43938,Maree Sainsbury,Copyright Law,1.0
43939,Maree Sainsbury,economic rights,0.58
43940,Maree Sainsbury,chaos,0.54
43941,Maree Sainsbury,honor,0.51
43942,Maree Sainsbury,reputation,0.46
43943,Maree Sainsbury,fair dealing,0.39
43944,Maree Sainsbury,legislation,0.3
43945,Maree Sainsbury,Design protection,0.28
43946,Maree Sainsbury,High Court,0.28
43947,Maree Sainsbury,Intellectual Property Organisation,0.24
43948,Maree Sainsbury,Industrial Designs,0.22
43949,Maree Sainsbury,literature,0.2
43950,Maree Sainsbury,Law making process,0.19
43951,Maree Sainsbury,book trade,0.18
43952,Maree Sainsbury,Artistic Works,0.18
43953,Maree Sainsbury,informed consent,0.17
43954,Maree Sainsbury,parliamentary debate,0.16
43955,Maree Sainsbury,conflict potential,0.15
43956,Maree Sainsbury,symbol,0.14
43957,Maree Sainsbury,exploitation,0.14
43958,Maree Sainsbury,music,0.14
43959,Maree Sainsbury,rhetoric,0.13
43960,Maree Sainsbury,market,0.13
43961,Maree Sainsbury,art,0.12
43962,Maree Sainsbury,import,0.11
43963,Maree Sainsbury,statute,0.11
43964,Maree Sainsbury,narrative,0.1
43965,Maree Sainsbury,dispute,0.1
43966,Maree Sainsbury,criticism,0.09
43967,Maree Sainsbury,performance,0.07
43968,Maree Sainsbury,interpretation,0.07
43969,Maree Sainsbury,reform,0.07
43970,Maree Sainsbury,lack,0.06
43971,Maree Sainsbury,Literary Culture,0.54
43972,Maree Sainsbury,Victorian Era,0.43
43973,Maree Sainsbury,Reprint,0.43
43974,Maree Sainsbury,Legislation,0.39
43975,Maree Sainsbury,Reader,0.33
43976,Maree Sainsbury,National Literature,0.3
43977,Maree Sainsbury,1870s,0.25
43978,Maree Sainsbury,Empirical Research,0.25
43979,Maree Sainsbury,1880s,0.25
43980,Maree Sainsbury,Costs,0.18
43981,Maree Sainsbury,Contemporary Attitudes,0.17
43982,Maree Sainsbury,Colonial Australia,0.17
43983,Maree Sainsbury,Rhetoric,0.17
43984,Maree Sainsbury,Parliamentary Debates,0.16
43985,Maree Sainsbury,History,0.16
43986,Maree Sainsbury,Novel,0.16
43987,Maree Sainsbury,Book Trade,0.15
43988,Maree Sainsbury,1860s,0.13
