category,title,desc,id,text,is_on
Military science and research,Wizard of Aus 2018 An Autonomous Warrior 2018 Trial,Wizard of Aus 2018 An Autonomous Warrior 2018 Trial,Tenders6162aa1fe1b7f5c73e6fe7e6,Wizard of Aus 2018 An Autonomous Warrior 2018 Trial.Wizard of Aus 2018 An Autonomous Warrior 2018 Trial,0
Management advisory services,IMPLEMENTATION OF THE PACIFIC LABOUR FACILITY,The Pacific Labour Facility (PLF)   ,Tenders6162aa1fe1b7f5c73e6fe7e7,IMPLEMENTATION OF THE PACIFIC LABOUR FACILITY.The Pacific Labour Facility (PLF)   ,0
Crop production and management and protection,"SMART Surveillance for pests, diseases and weeds","GRDC relies on periodic economic surveys on the costs of disease, weeds and invertebrate pests when making investment decisions. GRDC needs better information to support a seasonal or twice seasonal situation analysis on biotic threats to improve investment decisions and to alert growers to changes in abundance of current threats or movement of new threats into different regions, or changes in biology of weeds pests or diseases or increased resistance of these threats. The development of new tools for trapping biotic threats will assist in providing some of this data for pests and disease but not weeds. The grains industry has a high adoption of agronomic consultants, and the use of electronic recording platforms (both commercial agronomists and growers).  The utilisation of this rich source of biotic threat information has not been attempted. This investment is to scope the feasibility of integrating the skills of agronomists and/or the records they or grower keep to provide a more detailed picture of the current distribution and abundance of biotic threats. Integration of these data could lead to: the provision of improved pest alerts to growers; determination of changes in species abundance and temporal activity; warnings of the appearance of new biotic threats; development of resistance and management options being implemented by growers.",Tenders6162aa1fe1b7f5c73e6fe7e8,"SMART Surveillance for pests, diseases and weeds.GRDC relies on periodic economic surveys on the costs of disease, weeds and invertebrate pests when making investment decisions. GRDC needs better information to support a seasonal or twice seasonal situation analysis on biotic threats to improve investment decisions and to alert growers to changes in abundance of current threats or movement of new threats into different regions, or changes in biology of weeds pests or diseases or increased resistance of these threats. The development of new tools for trapping biotic threats will assist in providing some of this data for pests and disease but not weeds. The grains industry has a high adoption of agronomic consultants, and the use of electronic recording platforms (both commercial agronomists and growers).  The utilisation of this rich source of biotic threat information has not been attempted. This investment is to scope the feasibility of integrating the skills of agronomists and/or the records they or grower keep to provide a more detailed picture of the current distribution and abundance of biotic threats. Integration of these data could lead to: the provision of improved pest alerts to growers; determination of changes in species abundance and temporal activity; warnings of the appearance of new biotic threats; development of resistance and management options being implemented by growers.",0
Management advisory services,National Radioactive Waste Management Facility Site Characterisation,The Department is responsible for identifying a site for a purpose-built facility to ensure consistent and centralised management and handling of Australia s radioactive waste (Facility).   ,Tenders6162aa1fe1b7f5c73e6fe7e9,National Radioactive Waste Management Facility Site Characterisation.The Department is responsible for identifying a site for a purpose-built facility to ensure consistent and centralised management and handling of Australia s radioactive waste (Facility).   ,0
Management advisory services,Business adviser to Comcover,"The Department of Finance seeks to engage a Business Adviser to provide recommendations on the development and desing of alternative service delivery models for the Comcover function in areas including: policy engagement, claims management, risk management, and ICT services. The key tasks include a review and business needs analysis of the services Comcover requires: development of a Report that identifies opportunities to optimise Comcover service delivery, including consideration of potential systems/online technologies; and the provision of specialist advice on a possible approach to market for Comcover services.",Tenders6162aa1fe1b7f5c73e6fe7ea,"Business adviser to Comcover.The Department of Finance seeks to engage a Business Adviser to provide recommendations on the development and desing of alternative service delivery models for the Comcover function in areas including: policy engagement, claims management, risk management, and ICT services. The key tasks include a review and business needs analysis of the services Comcover requires: development of a Report that identifies opportunities to optimise Comcover service delivery, including consideration of potential systems/online technologies; and the provision of specialist advice on a possible approach to market for Comcover services.",0
Management advisory services,Expert Consultancy Services Related to Allowed Rates of Return for Regulated Infrastructure,Request for tender for the provision of expert consultancy services related to allowed rates of return for regulated infrastructure,Tenders6162aa1fe1b7f5c73e6fe7eb,Expert Consultancy Services Related to Allowed Rates of Return for Regulated Infrastructure.Request for tender for the provision of expert consultancy services related to allowed rates of return for regulated infrastructure,0
Management advisory services,Business Advisory Services under a Panel Arrangement,The Commonwealth of Australia represented by the Department of Finance (Finance) is making an approach to the market seeking additional suppliers to join the Business Advisory Services Panel to provide Business Advisory Services (Services) to Finance.,Tenders6162aa1fe1b7f5c73e6fe7ec,Business Advisory Services under a Panel Arrangement.The Commonwealth of Australia represented by the Department of Finance (Finance) is making an approach to the market seeking additional suppliers to join the Business Advisory Services Panel to provide Business Advisory Services (Services) to Finance.,0
Education and Training Services,Executive Coaching Services,Request for Proposal (RFP) No. PRN_12648 for the provision of executive coaching services.,Tenders6162aa1fe1b7f5c73e6fe7ed,Executive Coaching Services.Request for Proposal (RFP) No. PRN_12648 for the provision of executive coaching services.,0
Management advisory services,Professional Services - Property and Construction,Panel for the Provision of Professional Services - Property and Construction,Tenders6162aa1fe1b7f5c73e6fe7ee,Professional Services - Property and Construction.Panel for the Provision of Professional Services - Property and Construction,0
Earth science services,Provision of Airborne Gravity Services.,"Geoscience Australia and its partner, the Geological Survey of Western Australia (GSWA), are undertaking a collaborative program of airborne gravity surveys over a number of Project Areas in northern and eastern parts of Western Australia. The objective of the surveys is the collection of gravity data at 5 km or shorter wavelength resolution to help characterise regional geological elements of the regions.",Tenders6162aa1fe1b7f5c73e6fe7ef,"Provision of Airborne Gravity Services..Geoscience Australia and its partner, the Geological Survey of Western Australia (GSWA), are undertaking a collaborative program of airborne gravity surveys over a number of Project Areas in northern and eastern parts of Western Australia. The objective of the surveys is the collection of gravity data at 5 km or shorter wavelength resolution to help characterise regional geological elements of the regions.",0
Management advisory services,Communication Campaign for the National Construction Code,The goal of the campaign is to increase the use of Performance Solutions by Property Developers and appropriate Building Owners.,Tenders6162aa1fe1b7f5c73e6fe7f0,Communication Campaign for the National Construction Code.The goal of the campaign is to increase the use of Performance Solutions by Property Developers and appropriate Building Owners.,0
Education and Training Services,Independent Review of the Validation of the Foundation Skills Assessment Tool,"The Department, in its capacity as the lead government agency providing national leadership in education, skills and training, is seeking advice on how best to validate the Foundation Skills Assessment Toll (FSAT); an interactive online tool designed to identify and measure an individual s foundation skill levels, primarily in a vocational education and training context.  The Department is also seeking advice on how to ensure FSAT meets the Customer s and user needs",Tenders6162aa1fe1b7f5c73e6fe7f1,"Independent Review of the Validation of the Foundation Skills Assessment Tool.The Department, in its capacity as the lead government agency providing national leadership in education, skills and training, is seeking advice on how best to validate the Foundation Skills Assessment Toll (FSAT); an interactive online tool designed to identify and measure an individual s foundation skill levels, primarily in a vocational education and training context.  The Department is also seeking advice on how to ensure FSAT meets the Customer s and user needs",0
Education and Training Services,Technical Trades Training for Army,Technical Trade Training for Army is provided at the Army School of Electrical and Mechanical Engineering (ASEME) based at ALTC.,Tenders6162aa1fe1b7f5c73e6fe7f2,Technical Trades Training for Army.Technical Trade Training for Army is provided at the Army School of Electrical and Mechanical Engineering (ASEME) based at ALTC.,0
Education and Training Services,Greenhouse and Energy Audit Assurance Training,Greenhouse and Energy Audit Assurance Training,Tenders6162aa1fe1b7f5c73e6fe7f3,Greenhouse and Energy Audit Assurance Training.Greenhouse and Energy Audit Assurance Training,0
Military science and research,Defence Innovation Hub - Call for Submissions,Defence Innovation Hub - Procurement of Military Science and Research Services. ,Tenders6162aa1fe1b7f5c73e6fe7f4,Defence Innovation Hub - Call for Submissions.Defence Innovation Hub - Procurement of Military Science and Research Services. ,0
Education and Training Services,Australia Pacific Training Coalition (APTC),Australia Pacific Training Coalition (APTC),Tenders6162aa1fe1b7f5c73e6fe7f5,Australia Pacific Training Coalition (APTC).Australia Pacific Training Coalition (APTC),0
Management advisory services,Emerging Markets Impact Investment Fund - Investment Manager,Emerging Markets Impact Investment Fund - Invesment Manager,Tenders6162aa1fe1b7f5c73e6fe7f6,Emerging Markets Impact Investment Fund - Investment Manager.Emerging Markets Impact Investment Fund - Invesment Manager,0
Education and Training Services,eLearning Services for Induction,eLearning Services for Induction - Develop a number of eLearning modules to support induction.,Tenders6162aa1fe1b7f5c73e6fe7f7,eLearning Services for Induction.eLearning Services for Induction - Develop a number of eLearning modules to support induction.,0
Crop production and management and protection,Tactics to improve crop establishment in a drying soil profile in the Western Region,"The GRDC is seeking applications for Tactics to improve crop establishment in a drying soil profile in the Albany, Esperance, Kwinana East, Geraldton port zones.",Tenders6162aa1fe1b7f5c73e6fe7f8,"Tactics to improve crop establishment in a drying soil profile in the Western Region.The GRDC is seeking applications for Tactics to improve crop establishment in a drying soil profile in the Albany, Esperance, Kwinana East, Geraldton port zones.",0
Education and Training Services,Career Transition Support Services,Request for Proposal (RFP) for Career Transition Support Services. Airservices Australia RFP No. PRN_12691,Tenders6162aa1fe1b7f5c73e6fe7f9,Career Transition Support Services.Request for Proposal (RFP) for Career Transition Support Services. Airservices Australia RFP No. PRN_12691,0
Crop production and management and protection,Crop agronomy packages for current and emerging high rainfall zone (HRZ) growers in the Western Region,The GRDC is seeking applications for Crop agronomy packages for current and emerging high rainfall zone (HRZ) growers in the Albany and Esperance port zones.,Tenders6162aa1fe1b7f5c73e6fe7fa,Crop agronomy packages for current and emerging high rainfall zone (HRZ) growers in the Western Region.The GRDC is seeking applications for Crop agronomy packages for current and emerging high rainfall zone (HRZ) growers in the Albany and Esperance port zones.,0
Crop production and management and protection,"Snails, slugs and slaters in Western Australia: Case studies of growers in WA s southern coastal region","The GRDC is seeking applications for Snails, slugs and slaters in Western Australia:  Case studies of growers in WA s southern coastal region – An initiative of the Albany and Esperance port zone Regional Cropping Solutions Network",Tenders6162aa1fe1b7f5c73e6fe7fb,"Snails, slugs and slaters in Western Australia: Case studies of growers in WA s southern coastal region.The GRDC is seeking applications for Snails, slugs and slaters in Western Australia:  Case studies of growers in WA s southern coastal region – An initiative of the Albany and Esperance port zone Regional Cropping Solutions Network",0
Crop production and management and protection,Demonstrations of legumes crops for reliable profitability in the Western Region,The GRDC is seeking applications for Demonstrations of legumes crops for reliable profitability in the Western Region  ,Tenders6162aa1fe1b7f5c73e6fe7fc,Demonstrations of legumes crops for reliable profitability in the Western Region.The GRDC is seeking applications for Demonstrations of legumes crops for reliable profitability in the Western Region  ,0
Crop production and management and protection,Best practice glyphosate use for Esperance port zone growers,The GRDC is seeking applications for Best practice glyphosate use for Esperance port zone growers,Tenders6162aa1fe1b7f5c73e6fe7fd,Best practice glyphosate use for Esperance port zone growers.The GRDC is seeking applications for Best practice glyphosate use for Esperance port zone growers,0
Crop production and management and protection,Making lupins profitable again in the northern wheat belt of the Western Region,The GRDC is seeking applications for Making lupins profitable again in the northern wheat belt of the Western Region  ,Tenders6162aa1fe1b7f5c73e6fe7fe,Making lupins profitable again in the northern wheat belt of the Western Region.The GRDC is seeking applications for Making lupins profitable again in the northern wheat belt of the Western Region  ,0
Crop production and management and protection,Assessment of some harvest weed seed management options for Geraldton port zone,The GRDC is seeking applications for Assessment of some harvest weed seed management options for Geraldton port zone,Tenders6162aa1fe1b7f5c73e6fe7ff,Assessment of some harvest weed seed management options for Geraldton port zone.The GRDC is seeking applications for Assessment of some harvest weed seed management options for Geraldton port zone,0
Crop production and management and protection, Yardstick  Demonstrations for the Western Region,The GRDC is seeking applications for  Yardstick  Demonstrations for the Western Region ,Tenders6162aa1fe1b7f5c73e6fe800, Yardstick  Demonstrations for the Western Region.The GRDC is seeking applications for  Yardstick  Demonstrations for the Western Region ,0
Crop production and management and protection,Simple identification of on-farm lime sources in the Western Region,The GRDC is seeking applications for Simple identification of on-farm lime sources in the Western Region,Tenders6162aa1fe1b7f5c73e6fe801,Simple identification of on-farm lime sources in the Western Region.The GRDC is seeking applications for Simple identification of on-farm lime sources in the Western Region,0
Crop production and management and protection,Identification of limiting factors providing the biggest ROI for growers in the Kwinana East port zone.,The GRDC is seeking applications for Identification of limiting factors providing the biggest ROI for growers in the Kwinana East port zone.,Tenders6162aa1fe1b7f5c73e6fe802,Identification of limiting factors providing the biggest ROI for growers in the Kwinana East port zone..The GRDC is seeking applications for Identification of limiting factors providing the biggest ROI for growers in the Kwinana East port zone.,0
Crop production and management and protection,A review of Seeding Systems that provide improved crop establishment for Growers in the Western Region,The GRDC is seeking applications for A review of Seeding Systems that provide improved crop establishment for Growers in the Kwinana East port Zone.,Tenders6162aa1fe1b7f5c73e6fe803,A review of Seeding Systems that provide improved crop establishment for Growers in the Western Region.The GRDC is seeking applications for A review of Seeding Systems that provide improved crop establishment for Growers in the Kwinana East port Zone.,0
Crop production and management and protection,Focus Farms fighting weed foes in the Kwinana West port zone,The GRDC is seeking applications for Focus Farms fighting weed foes in the Kwinana West port zone,Tenders6162aa1fe1b7f5c73e6fe804,Focus Farms fighting weed foes in the Kwinana West port zone.The GRDC is seeking applications for Focus Farms fighting weed foes in the Kwinana West port zone,0
Crop production and management and protection,Optimising timing and rate of Nitrogen application in waterlogging conditions in the Western Region,Optimising timing and rate of Nitrogen application in waterlogging conditions in the Albany and Esperance port zones.,Tenders6162aa1fe1b7f5c73e6fe805,Optimising timing and rate of Nitrogen application in waterlogging conditions in the Western Region.Optimising timing and rate of Nitrogen application in waterlogging conditions in the Albany and Esperance port zones.,0
Crop production and management and protection,Summer Cropping Demonstrations in the Western Region,"The GRDC is seeking applications for Summer Cropping Demonstrations for the Albany, Esperance, Kwinana East and Geraldton Port Zones. ",Tenders6162aa1fe1b7f5c73e6fe806,"Summer Cropping Demonstrations in the Western Region.The GRDC is seeking applications for Summer Cropping Demonstrations for the Albany, Esperance, Kwinana East and Geraldton Port Zones. ",0
Crop production and management and protection, Ripper Gauge  Demonstration Sites in the Western Region,"The GRDC is seeking applications for   Ripper Gauge  Demonstration Sites in the Albany, Esperance, Kwinana East, Kwinana West port zones",Tenders6162aa1fe1b7f5c73e6fe807," Ripper Gauge  Demonstration Sites in the Western Region.The GRDC is seeking applications for   Ripper Gauge  Demonstration Sites in the Albany, Esperance, Kwinana East, Kwinana West port zones",0
Management advisory services,Australian Sports Partnership Program,Australian Sports Partnership Program (ASPP)   ,Tenders6162aa1fe1b7f5c73e6fe808,Australian Sports Partnership Program.Australian Sports Partnership Program (ASPP)   ,0
Crop production and management and protection,"National Canola Pathology Program – epidemiology, surveillance and management strategies","The Australian canola industry has produced on average 3.5 million tonnes annually over the past 5 years, with exports alone resulting in $1.6 billion annually. In addition to direct profits from canola production, canola is an essential part of the cropping system, providing significant and reliable yield benefits through the control of diseases and weeds for subsequent cereal crops. The projection for the Australian canola industry is to produce 6.1 million tonnes per year by 2025 (Australian Oilseeds Federation). Some of the main limitations to this expansion and threats to the canola industry are from diseases, especially those caused by fungi. Without the continual control of diseases such as blackleg and sclerotinia stem rot, the canola industry cannot be sustainable or profitable. Furthermore, with the continual expansion of the canola industry the impact of these diseases will only increase due to the intensification of rotations and greater amounts of disease inoculum. The total estimated area planted with canola in 2016 was 615,661 hectares (Northern region), 654,023 hectares (Southern region) and 2,541,302 hectares (Western region) with an average of at least 50% of this being impacted by diseases particularly in the medium-high rainfall zones. The price per tonne in 2016/2017 was $520 and the yield was estimated at 1.4 tonnes per hectare averaged across all regions. With 15% diseases impact, the cost to the industry was over $200M. The aim of this research is to further develop the existing national canola pathology program to maintain the profitability of the canola industry. The project will monitor all diseases of canola and provide information to farmers regarding management of these diseases and risk of yield loss ensuring enduring profitability to the Australian canola growers.",Tenders6162aa1fe1b7f5c73e6fe809,"National Canola Pathology Program – epidemiology, surveillance and management strategies.The Australian canola industry has produced on average 3.5 million tonnes annually over the past 5 years, with exports alone resulting in $1.6 billion annually. In addition to direct profits from canola production, canola is an essential part of the cropping system, providing significant and reliable yield benefits through the control of diseases and weeds for subsequent cereal crops. The projection for the Australian canola industry is to produce 6.1 million tonnes per year by 2025 (Australian Oilseeds Federation). Some of the main limitations to this expansion and threats to the canola industry are from diseases, especially those caused by fungi. Without the continual control of diseases such as blackleg and sclerotinia stem rot, the canola industry cannot be sustainable or profitable. Furthermore, with the continual expansion of the canola industry the impact of these diseases will only increase due to the intensification of rotations and greater amounts of disease inoculum. The total estimated area planted with canola in 2016 was 615,661 hectares (Northern region), 654,023 hectares (Southern region) and 2,541,302 hectares (Western region) with an average of at least 50% of this being impacted by diseases particularly in the medium-high rainfall zones. The price per tonne in 2016/2017 was $520 and the yield was estimated at 1.4 tonnes per hectare averaged across all regions. With 15% diseases impact, the cost to the industry was over $200M. The aim of this research is to further develop the existing national canola pathology program to maintain the profitability of the canola industry. The project will monitor all diseases of canola and provide information to farmers regarding management of these diseases and risk of yield loss ensuring enduring profitability to the Australian canola growers.",0
Earth science services,"Acquisition, processing and supply of airborne geophysical (magnetic and radiometric) data panel",Geoscience Australia is issuing this RFT to establish a panel of Suppliers that provides Acquisition and Supply of Airborne Geophysical (Magnetic and Radiometric) Data.,Tenders6162aa1fe1b7f5c73e6fe80a,"Acquisition, processing and supply of airborne geophysical (magnetic and radiometric) data panel.Geoscience Australia is issuing this RFT to establish a panel of Suppliers that provides Acquisition and Supply of Airborne Geophysical (Magnetic and Radiometric) Data.",0
Management advisory services,"Monitoring, Evaluation, Reporting and Improvement Framework for Australian Marine Parks","Monitoring, Evaluation, Reporting and Improvement Framework for Australian Marine Parks",Tenders6162aa1fe1b7f5c73e6fe80b,"Monitoring, Evaluation, Reporting and Improvement Framework for Australian Marine Parks.Monitoring, Evaluation, Reporting and Improvement Framework for Australian Marine Parks",0
Strategic planning consultation services,Evaluation of Learning Outcomes,Assessment of the AEC s Learning Coordination Unit progress towards outcomes.,Tenders6162aa1fe1b7f5c73e6fe80c,Evaluation of Learning Outcomes.Assessment of the AEC s Learning Coordination Unit progress towards outcomes.,0
Education and Training Services,"Entrepreneurs  Programme Learning Event series on How to grow your Mining Equipment, Technology and Services business.","The successful Supplier will be required to develop, deliver and gather feedback for up to 8 full day group learning workshops on How to grow your Mining Equipment, Technology and Services (METS) business by raising capital and developing new products and services through university collaborations.",Tenders6162aa1fe1b7f5c73e6fe80d,"Entrepreneurs  Programme Learning Event series on How to grow your Mining Equipment, Technology and Services business..The successful Supplier will be required to develop, deliver and gather feedback for up to 8 full day group learning workshops on How to grow your Mining Equipment, Technology and Services (METS) business by raising capital and developing new products and services through university collaborations.",0
Crop production and management and protection,Using seasonal forecast information and tools to manage risk and increase profitability in the Southern Region,GRDC invites tenders from suitable contractor(s) to establish a participatory pilot program to develop and promote tools to better use Bureau of Meteorology weather data and seasonal outlook forecasts.  A small group of advisors will be up-skilled and their knowledge and experiences used to better understand the implications of seasonal forecasts and strategies to manage risk and increase profitability.  The information generated from the program will enable the development of guidelines and  rules of thumb . It is expected that this investment will draw upon and add value to existing related investments including the outcomes of the Managing Climate Variability R&D Program and the Forewarned is forearmed: equipping farmers and agricultural value chains to proactively manage the impacts of extreme climate events Rural R&D for Profit investment.   This proposed investment would be undertaken over a two-year period from 1 March 2018 to 29 February 2020 and will be delivered across the GRDC Southern Region.,Tenders6162aa1fe1b7f5c73e6fe80e,Using seasonal forecast information and tools to manage risk and increase profitability in the Southern Region.GRDC invites tenders from suitable contractor(s) to establish a participatory pilot program to develop and promote tools to better use Bureau of Meteorology weather data and seasonal outlook forecasts.  A small group of advisors will be up-skilled and their knowledge and experiences used to better understand the implications of seasonal forecasts and strategies to manage risk and increase profitability.  The information generated from the program will enable the development of guidelines and  rules of thumb . It is expected that this investment will draw upon and add value to existing related investments including the outcomes of the Managing Climate Variability R&D Program and the Forewarned is forearmed: equipping farmers and agricultural value chains to proactively manage the impacts of extreme climate events Rural R&D for Profit investment.   This proposed investment would be undertaken over a two-year period from 1 March 2018 to 29 February 2020 and will be delivered across the GRDC Southern Region.,0
Crop production and management and protection,Development of local strategies to enable the integrated & profitable management of Annual ryegrass seed banks in HRZ,"GRDC invites tenders from suitable contractor(s) for that this investment will involve a number of large scale replicated demonstration trials to validate the economic benefit of different weed control tactics when integrated into various locally relevant best management programs. This may include a comparison of grower standard practice with a  take-no-prisoners  approach; a tactical strategy responsive to seasonal conditions; and a  best-bet  strategy. The investment will utilise a series of demonstration trials, extension and communication activities to build upon the extensive historic and current R,D&E undertaken in the area of weed management. The project will utilise existing information generated from GRDC investments including Weed management in the southern region mixed farming systems - strategies to combat herbicide resistance, Harvest Weed Seed Control (HWSC), Stubble Initiative, Pastures in crop sequencing and others.  It is also expected that the delivery of this investment will complement and value-add to the GRDC Cultural Weed Management investment.  This proposed investment would be undertaken over a two-year period, commencing from March 01, 2018 and concluding on May 29, 2020, and will be delivered across the major grain growing areas of the high rainfall districts of the GRDC Southern Region.  ",Tenders6162aa1fe1b7f5c73e6fe80f,"Development of local strategies to enable the integrated & profitable management of Annual ryegrass seed banks in HRZ.GRDC invites tenders from suitable contractor(s) for that this investment will involve a number of large scale replicated demonstration trials to validate the economic benefit of different weed control tactics when integrated into various locally relevant best management programs. This may include a comparison of grower standard practice with a  take-no-prisoners  approach; a tactical strategy responsive to seasonal conditions; and a  best-bet  strategy. The investment will utilise a series of demonstration trials, extension and communication activities to build upon the extensive historic and current R,D&E undertaken in the area of weed management. The project will utilise existing information generated from GRDC investments including Weed management in the southern region mixed farming systems - strategies to combat herbicide resistance, Harvest Weed Seed Control (HWSC), Stubble Initiative, Pastures in crop sequencing and others.  It is also expected that the delivery of this investment will complement and value-add to the GRDC Cultural Weed Management investment.  This proposed investment would be undertaken over a two-year period, commencing from March 01, 2018 and concluding on May 29, 2020, and will be delivered across the major grain growing areas of the high rainfall districts of the GRDC Southern Region.  ",0
Crop production and management and protection,Assessing the economic value of precision agricultural tools for grain farming businesses in the Southern Region,"GRDC invites tenders from suitable contractor(s) to provide growers and advisers in the southern region with enhanced capacity and skills to assess the economic impact of the adoption of various precision agriculture (PA) technologies in order to make informed business decisions. This will be achieved by identifying key technologies and situations where PA has been proven to consistently improve the profitability of cropping systems; developing a simple decision matrix and related tools to support PA decision making; producing relevant high impact communications and extension activities to promote awareness and build the skills, knowledge and confidence to motivate growers and advisers to realise the profitability opportunities presented by the broader adoption of PA in the GRDC Southern region.  This proposed investment would be undertaken over a two-year period from 1 March 2018 to 29 February 2020 and will be delivered across the GRDC Southern Region.",Tenders6162aa1fe1b7f5c73e6fe810,"Assessing the economic value of precision agricultural tools for grain farming businesses in the Southern Region.GRDC invites tenders from suitable contractor(s) to provide growers and advisers in the southern region with enhanced capacity and skills to assess the economic impact of the adoption of various precision agriculture (PA) technologies in order to make informed business decisions. This will be achieved by identifying key technologies and situations where PA has been proven to consistently improve the profitability of cropping systems; developing a simple decision matrix and related tools to support PA decision making; producing relevant high impact communications and extension activities to promote awareness and build the skills, knowledge and confidence to motivate growers and advisers to realise the profitability opportunities presented by the broader adoption of PA in the GRDC Southern region.  This proposed investment would be undertaken over a two-year period from 1 March 2018 to 29 February 2020 and will be delivered across the GRDC Southern Region.",0
Crop production and management and protection,Manage risk & opportunities to improve farm profit through integration of cropping & livestock in the Southern Region,"GRDC invites tenders from suitable contractor(s) to provide growers and advisers across the GRDC Southern Region with information and tools to identify opportunities and strategies to better integrate cropping and livestock enterprises and increase the profitability and resilience of the whole farm business. This will be achieved by conducting extension and communication activities to increase awareness and further extend the research outcomes, tools and information previously generated by the G&G program to build grower and advisor skills and knowledge, and drive adoption of improved management practices. The investment will also include strategic update and improvement of existing tools and resources as detailed in the project outputs.  This proposed investment would be undertaken over a two-year period from 1 March 2018 to 29 February 2020 and will be delivered across the GRDC Southern Region.  ",Tenders6162aa1fe1b7f5c73e6fe811,"Manage risk & opportunities to improve farm profit through integration of cropping & livestock in the Southern Region.GRDC invites tenders from suitable contractor(s) to provide growers and advisers across the GRDC Southern Region with information and tools to identify opportunities and strategies to better integrate cropping and livestock enterprises and increase the profitability and resilience of the whole farm business. This will be achieved by conducting extension and communication activities to increase awareness and further extend the research outcomes, tools and information previously generated by the G&G program to build grower and advisor skills and knowledge, and drive adoption of improved management practices. The investment will also include strategic update and improvement of existing tools and resources as detailed in the project outputs.  This proposed investment would be undertaken over a two-year period from 1 March 2018 to 29 February 2020 and will be delivered across the GRDC Southern Region.  ",0
Crop production and management and protection,Sustainable use of insecticides & on-farm implementation of integrated pest management strategies in the Southern region,"GRDC invites tenders from suitable contractor(s) to develop, promote and deliver a number of high impact communication products and extension activities to raise awareness and build knowledge relating to the risk, occurrence, impact and management of insecticide resistance. This investment should support practice change required to increase the incidence and extent of adoption of sustainable and cost-effective integrated pest management strategies tailored to local farming systems and environment for key insect pests of grain crops in the GRDC Southern Region. Activities must address the current attitudes of growers, advisors and agribusiness and aim to motivate them to implement best practice IPM strategies on-farm.  This proposed investment would be undertaken over a two-year period from 1 May 2018 to 30 April 2020 and will be delivered across the GRDC Southern Region.  ",Tenders6162aa1fe1b7f5c73e6fe812,"Sustainable use of insecticides & on-farm implementation of integrated pest management strategies in the Southern region.GRDC invites tenders from suitable contractor(s) to develop, promote and deliver a number of high impact communication products and extension activities to raise awareness and build knowledge relating to the risk, occurrence, impact and management of insecticide resistance. This investment should support practice change required to increase the incidence and extent of adoption of sustainable and cost-effective integrated pest management strategies tailored to local farming systems and environment for key insect pests of grain crops in the GRDC Southern Region. Activities must address the current attitudes of growers, advisors and agribusiness and aim to motivate them to implement best practice IPM strategies on-farm.  This proposed investment would be undertaken over a two-year period from 1 May 2018 to 30 April 2020 and will be delivered across the GRDC Southern Region.  ",0
Crop production and management and protection,Applied workshops & communications to promote effective spray applications in the Southern Region,"GRDC invites tenders from suitable contractor(s) to develop strategically timed, impactful and targeted communications to remind growers, advisors and spray operators of the risk of off-target impacts and importance of implementation of strategies that maximise the efficacy, safety and return of crop protection spend and promote relevant resources including the GRDC Spray Application GrowNotes™ manual and other useful resources. Identifying any gaps and opportunities for future R,D&E will also inform potential future investment by GRDC in assisting growers and advisors to make informed spraying decisions.  This proposed investment would be undertaken over a two-year period from 1 March 2018 to 31 December 2019 and will be delivered across the GRDC Southern Region.  ",Tenders6162aa1fe1b7f5c73e6fe813,"Applied workshops & communications to promote effective spray applications in the Southern Region.GRDC invites tenders from suitable contractor(s) to develop strategically timed, impactful and targeted communications to remind growers, advisors and spray operators of the risk of off-target impacts and importance of implementation of strategies that maximise the efficacy, safety and return of crop protection spend and promote relevant resources including the GRDC Spray Application GrowNotes™ manual and other useful resources. Identifying any gaps and opportunities for future R,D&E will also inform potential future investment by GRDC in assisting growers and advisors to make informed spraying decisions.  This proposed investment would be undertaken over a two-year period from 1 March 2018 to 31 December 2019 and will be delivered across the GRDC Southern Region.  ",0
Strategic planning consultation services,Commercialisation Specialists Panel,Commercialisaton Specialists Panel,Tenders6162aa1fe1b7f5c73e6fe814,Commercialisation Specialists Panel.Commercialisaton Specialists Panel,0
Management advisory services,Assessor – Ranger Project Area Rehabilitation Security,"The operator of the Ranger Uranium Mine, Energy Resources of Australia, is required to produce an amended Annual Plan of Rehabilitation that sets out a detailed description of the work which would be required to rehabilitate the Ranger Project Area if operations were to cease on 31 March and rehabilitation commences within 30 days thereafter.",Tenders6162aa1fe1b7f5c73e6fe815,"Assessor – Ranger Project Area Rehabilitation Security.The operator of the Ranger Uranium Mine, Energy Resources of Australia, is required to produce an amended Annual Plan of Rehabilitation that sets out a detailed description of the work which would be required to rehabilitate the Ranger Project Area if operations were to cease on 31 March and rehabilitation commences within 30 days thereafter.",0
