_id,weight,orig_id,Title,Category,Description,Title_orig,Category_orig,Description_orig,relevancy score(irrelevant:0;nearly the same:5)
6162aa1fe1b7f5c73e6fe163,-0.733423643,6162aa1fe1b7f5c73e6fe0a6,Intercultural Language Teaching and Learning in Practice,Education and Training Services,"The Department of Education, Science and Training is inviting tenders from organisations for the development and delivery of a national professional learning programme for Languages teachers on Intercultural Language Teaching and Learning in practice",Services for the National Coordinator of the Success for Boys initiative,Education and Training Services,"The Australian Government Department of Education, Science and Training (DEST) is seeking submissions from suitably experienced organisations or consortia to act as National Coordinator of the Success for Boys initiative.",4
6162aa1fe1b7f5c73e6fe062,-0.640335487,6162aa1fe1b7f5c73e6fe0a6,Study in Australia Multimedia presentations,Education and Training Services,"The Department of Education, Science and Training is seeking submissions from suitably experienced and qualified consultants from the film, video and interactive multimedia industry to produce a suite of high quality multimedia presentations.",Services for the National Coordinator of the Success for Boys initiative,Education and Training Services,"The Australian Government Department of Education, Science and Training (DEST) is seeking submissions from suitably experienced organisations or consortia to act as National Coordinator of the Success for Boys initiative.",4
6162aa1fe1b7f5c73e6fe16e,-0.609997022,6162aa1fe1b7f5c73e6fe0a6,A project to investigate the current provision of Indigenous languages programmes in schools,Education and Training Services,"The Department of Education, Science and Training is inviting tenders from organisations to provide comprehensive analysis and evaluation of the current provision of Indigenous languages programmes in Australian schools and recommend ways this can be enha",Services for the National Coordinator of the Success for Boys initiative,Education and Training Services,"The Australian Government Department of Education, Science and Training (DEST) is seeking submissions from suitably experienced organisations or consortia to act as National Coordinator of the Success for Boys initiative.",4
6162aa1fe1b7f5c73e6fe092,-0.580588187,6162aa1fe1b7f5c73e6fe0a6,Group Training in the Trades Programme (GTTP),Education and Training Services,"The Australian Government Department of Education, Science and Training is seeking tenders from organisations with strong links to, or prior experience in, group training to provide brokerage services to manage the GTTP.",Services for the National Coordinator of the Success for Boys initiative,Education and Training Services,"The Australian Government Department of Education, Science and Training (DEST) is seeking submissions from suitably experienced organisations or consortia to act as National Coordinator of the Success for Boys initiative.",5
6162aa1fe1b7f5c73e6fe2eb,-0.537376222,6162aa1fe1b7f5c73e6fe0a6,DEVELOPMENT OF A NATIONAL HEALTHY ACTIVE AUSTRALIA PRIMARY SCHOOL RESOURCE KIT,Education and Training Services,The Department of Health and Ageing is seeking tenders from suitably qualified and experienced organisations or consortia to develop the National Healthy Active Australia Primary School Resource Kit.,Services for the National Coordinator of the Success for Boys initiative,Education and Training Services,"The Australian Government Department of Education, Science and Training (DEST) is seeking submissions from suitably experienced organisations or consortia to act as National Coordinator of the Success for Boys initiative.",4
6162aa1fe1b7f5c73e6fe81d,-0.48671921,6162aa1fe1b7f5c73e6fe0a6,Request for Tender for In Home Care Support Agencies under the IHC Program,Education and Training Services,The Department of Education and Training is seeking to select up to eight organisations (covering each state and territory) to undertake the role of an In Home Care (IHC) Support Agency in each state and territory to assist in the delivery of the IHC program on behalf of the Australian Government.,Services for the National Coordinator of the Success for Boys initiative,Education and Training Services,"The Australian Government Department of Education, Science and Training (DEST) is seeking submissions from suitably experienced organisations or consortia to act as National Coordinator of the Success for Boys initiative.",4
6162aa1fe1b7f5c73e6fe315,-0.47344273,6162aa1fe1b7f5c73e6fe0a6,Industry Skills Council Quality Assurance Panel,Educational and research structures,"As part of new Training Package development and endorsement processes approved by the National Quality Council, an Industry Skills Council Quality Assurance Panel (the Panel) is being established. The Panel will be managed by the Department of Education, Employment and Workplace Relations on behalf of the national vocational education and training sector. The new single Panel will replace the following existing panels that currently support Training Package development: the Equity Evaluators Panel, Editorial Panel and Employability Skills Panel.",Services for the National Coordinator of the Success for Boys initiative,Education and Training Services,"The Australian Government Department of Education, Science and Training (DEST) is seeking submissions from suitably experienced organisations or consortia to act as National Coordinator of the Success for Boys initiative.",4
6162aa1fe1b7f5c73e6fdfef,-0.47294413,6162aa1fe1b7f5c73e6fe0a6,DSTO Technology Transfer Advisory Group (TTAG),Management advisory services,"The Department of Defence is seeking to identify capable and experienced organisations, companies or consortia that have the ability to provide expertise to assist DSTO in commercialising its innovations. It is anticipated the TTAG will comprise three org",Services for the National Coordinator of the Success for Boys initiative,Education and Training Services,"The Australian Government Department of Education, Science and Training (DEST) is seeking submissions from suitably experienced organisations or consortia to act as National Coordinator of the Success for Boys initiative.",3
6162aa1fe1b7f5c73e6fea57,-0.457047527,6162aa1fe1b7f5c73e6fe0a6,Defence Innovation Hub - Call For Submissions,Military science and research,"Defence Innovation Hub (Hub), an initiative of the Australian Government’s Department of Defence (Defence) has been established to support Australian companies, businesses, and academic and research organisations in the collaborative development of innovative solutions with the potential to enhance Australian Defence Force capability. Defence is inviting companies, businesses and organisations to respond to a Call for Submissions detailing their innovation proposal.",Services for the National Coordinator of the Success for Boys initiative,Education and Training Services,"The Australian Government Department of Education, Science and Training (DEST) is seeking submissions from suitably experienced organisations or consortia to act as National Coordinator of the Success for Boys initiative.",1
6162aa1fe1b7f5c73e6fea57,-0.84347499,6234110e28a0c11b54da38a4,Defence Innovation Hub - Call For Submissions,Military science and research,"Defence Innovation Hub (Hub), an initiative of the Australian Government’s Department of Defence (Defence) has been established to support Australian companies, businesses, and academic and research organisations in the collaborative development of innovative solutions with the potential to enhance Australian Defence Force capability. Defence is inviting companies, businesses and organisations to respond to a Call for Submissions detailing their innovation proposal.",Centre for Defence Industry Capability - Capability Improvement Grants,Small Business,"The Government has announced on 15 October 2021 that the Sovereign Industrial Capability Priority Grant and Capability Improvement Grant programs have now closed for applications for the 2021-22 financial year. For more information  read the media release . 
 A business can apply for a Capability Improvement Grant to cover up to 80% of the cost of engaging a consultant or expert to implement business improvements. As part of their grant application the business must include a proposal and quote from a service provider. 
 The business improvements will be set out in an advisory services report provided to the business by the CDIC.  
 As a potential service provider, your proposal and quote should: 
 
 align with the recommendations outlined in the CDIC’s advisory services report 
 clearly set out the objectives, purpose and expected benefits you intend to deliver as part of the Capability Improvement Grant project 
",2
62340b4228a0c11b54da3698,-0.966021703,6234110e28a0c11b54da38a4,Business Improvement Fund for Residential Aged Care,Aged Care,"The Business Improvement Fund for Residential Aged Care will provide targeted support to eligible providers of residential aged care experiencing financial difficulty, prioritising providers in regional, rural, and remote areas, and small to medium sized providers, with limited access to financial support, that are facing significant financial pressure. The Fund will provide financial support to providers through three streams of grant funding which include:  
 
 
 Supporting a provider to go through a process of business improvement 
 
 
 Supporting the sale of the residential aged care facility to another provider 
 
 
 Where no options exist, supporting the orderly and safe close down of a residential facility 
 
 
 A provider can only apply for one of the funding support streams. Applications for multiple facilities will be accepted but must be submitted on a separate application form for each facility.  
 Support provided under the fund will be accompanied by close monitoring of financial performance to decrease the likelihood of future viability or quality assurance issues and ensure accountability for funds provided. 
 Please submit your application using the online application form:  https://forms.business.gov.au/smartforms/servlet/SmartForm.html?formCode=PRD00-DOH&FRID=4-DTV9FK9&RegID=4-DXDLUYO .",Centre for Defence Industry Capability - Capability Improvement Grants,Small Business,"The Government has announced on 15 October 2021 that the Sovereign Industrial Capability Priority Grant and Capability Improvement Grant programs have now closed for applications for the 2021-22 financial year. For more information  read the media release . 
 A business can apply for a Capability Improvement Grant to cover up to 80% of the cost of engaging a consultant or expert to implement business improvements. As part of their grant application the business must include a proposal and quote from a service provider. 
 The business improvements will be set out in an advisory services report provided to the business by the CDIC.  
 As a potential service provider, your proposal and quote should: 
 
 align with the recommendations outlined in the CDIC’s advisory services report 
 clearly set out the objectives, purpose and expected benefits you intend to deliver as part of the Capability Improvement Grant project 
",3
6162aa1fe1b7f5c73e6fea27,-0.84342299,6234110e28a0c11b54da38a4,Defence Innovation Hub - Call For Submissions,Military science and research,"Defence Innovation Hub (Hub), an initiative of the Australian Government’s Department of Defence (Defence) has been established to support Australian companies, businesses, and academic and research organisations in the collaborative development of innovative solutions with the potential to enhance Australian Defence Force capability.  Defence is inviting companies, businesses and organisations to respond to a Call for Submissions detailing their innovation proposal. ",Centre for Defence Industry Capability - Capability Improvement Grants,Small Business,"The Government has announced on 15 October 2021 that the Sovereign Industrial Capability Priority Grant and Capability Improvement Grant programs have now closed for applications for the 2021-22 financial year. For more information  read the media release . 
 A business can apply for a Capability Improvement Grant to cover up to 80% of the cost of engaging a consultant or expert to implement business improvements. As part of their grant application the business must include a proposal and quote from a service provider. 
 The business improvements will be set out in an advisory services report provided to the business by the CDIC.  
 As a potential service provider, your proposal and quote should: 
 
 align with the recommendations outlined in the CDIC’s advisory services report 
 clearly set out the objectives, purpose and expected benefits you intend to deliver as part of the Capability Improvement Grant project 
",2
6162aa1fe1b7f5c73e6fe9de,-0.733058572,6234110e28a0c11b54da38a4,Defence Innovation Hub - Call For Submissions,Military science and research,"Defence Innovation Hub (Hub), an initiative of the Australian Government’s Department of Defence (Defence) has been established to support Australian companies, businesses, and academic and research organisations in the collaborative development of innovative solutions with the potential to enhance Australian Defence Force capability. Defence is inviting companies, businesses and organisations to respond to a Call for Submissions detailing their innovation proposal.  ",Centre for Defence Industry Capability - Capability Improvement Grants,Small Business,"The Government has announced on 15 October 2021 that the Sovereign Industrial Capability Priority Grant and Capability Improvement Grant programs have now closed for applications for the 2021-22 financial year. For more information  read the media release . 
 A business can apply for a Capability Improvement Grant to cover up to 80% of the cost of engaging a consultant or expert to implement business improvements. As part of their grant application the business must include a proposal and quote from a service provider. 
 The business improvements will be set out in an advisory services report provided to the business by the CDIC.  
 As a potential service provider, your proposal and quote should: 
 
 align with the recommendations outlined in the CDIC’s advisory services report 
 clearly set out the objectives, purpose and expected benefits you intend to deliver as part of the Capability Improvement Grant project 
",2
62340fc928a0c11b54da383a,-0.724400783,6234110e28a0c11b54da38a4,Business Improvement Fund for Residential Aged Care Providers – Round 2,Aged Care,"The Australian Government has announced up to $96.8 million (GST Exclusive) over two years to 30 June 2023 for the Structural Adjustment Program. 
 For the Business Improvement Fund (BIF) - Round 2 grant opportunity up to $22 million (GST Exclusive) is available. 
 BIF was originally announced in January 2020 as a program to support residential care providers to improve their business operations, support the sale of an aged care business to another provider, or to support the orderly exit from the sector of providers where appropriate. BIF – Round 2 is primarily aimed to support small to medium sized residential care providers (i.e. with 7 or less facilities) that are facing financial pressures which may impact on their ability to offer quality care to residents in regional, rural and remote locations. Other providers may be considered for funding, for instance where they: operate a facility in a thin market or provide facilities to under-serviced, specialised or complex-needs cohorts (even in a metropolitan setting).",Centre for Defence Industry Capability - Capability Improvement Grants,Small Business,"The Government has announced on 15 October 2021 that the Sovereign Industrial Capability Priority Grant and Capability Improvement Grant programs have now closed for applications for the 2021-22 financial year. For more information  read the media release . 
 A business can apply for a Capability Improvement Grant to cover up to 80% of the cost of engaging a consultant or expert to implement business improvements. As part of their grant application the business must include a proposal and quote from a service provider. 
 The business improvements will be set out in an advisory services report provided to the business by the CDIC.  
 As a potential service provider, your proposal and quote should: 
 
 align with the recommendations outlined in the CDIC’s advisory services report 
 clearly set out the objectives, purpose and expected benefits you intend to deliver as part of the Capability Improvement Grant project 
",2
62340ade28a0c11b54da3670,-0.700025129,6234110e28a0c11b54da38a4,Australian 5G Innovation Initiative – Round 1,Technology,"The $20 million Australian 5G Innovation Initiative supports the Australian Government’s commitment to demonstrating the value of 5G to businesses in Australia. 
 For the Round 1 grant opportunity there is a total of $10 million available. 
 The grant opportunity: 
 • supports 5G trials that undertake rigorous, commercial, and replicable testing of 5G technology 
 • offers businesses the opportunity to identify 5G applications that demonstrate 5G’s capability 
 • supports various projects that demonstrate 5G’s capability and benefits across a range of industry sectors and locations. 
 More information on the Australian 5G Innovation Initiative including 5G benefits and access to spectrum can be found at  www.communications.gov.au/5Ginitiative",Centre for Defence Industry Capability - Capability Improvement Grants,Small Business,"The Government has announced on 15 October 2021 that the Sovereign Industrial Capability Priority Grant and Capability Improvement Grant programs have now closed for applications for the 2021-22 financial year. For more information  read the media release . 
 A business can apply for a Capability Improvement Grant to cover up to 80% of the cost of engaging a consultant or expert to implement business improvements. As part of their grant application the business must include a proposal and quote from a service provider. 
 The business improvements will be set out in an advisory services report provided to the business by the CDIC.  
 As a potential service provider, your proposal and quote should: 
 
 align with the recommendations outlined in the CDIC’s advisory services report 
 clearly set out the objectives, purpose and expected benefits you intend to deliver as part of the Capability Improvement Grant project 
",2
6162aa1fe1b7f5c73e6fe04b,-0.68315628,6234110e28a0c11b54da38a4,"Delivery of Project Management (General and Financial), Procurement and Intellecual Property Training Courses",Specialised educational services,"The Department of Defence (Defence), through the Defence Business Training Centre (DBTC), is seeking to establish Standing Offer arrangements for the delivery and assessment of Project Management, Procurement and Intellectual Property (PMPIP) training to",Centre for Defence Industry Capability - Capability Improvement Grants,Small Business,"The Government has announced on 15 October 2021 that the Sovereign Industrial Capability Priority Grant and Capability Improvement Grant programs have now closed for applications for the 2021-22 financial year. For more information  read the media release . 
 A business can apply for a Capability Improvement Grant to cover up to 80% of the cost of engaging a consultant or expert to implement business improvements. As part of their grant application the business must include a proposal and quote from a service provider. 
 The business improvements will be set out in an advisory services report provided to the business by the CDIC.  
 As a potential service provider, your proposal and quote should: 
 
 align with the recommendations outlined in the CDIC’s advisory services report 
 clearly set out the objectives, purpose and expected benefits you intend to deliver as part of the Capability Improvement Grant project 
",2
6162aa1fe1b7f5c73e6fe82a,-0.67981992,6234110e28a0c11b54da38a4,Defence Business Maturity Framework,Management advisory services,"On 25 February 2016 the Minister for Defence announced the Centre for Defence Industry Capability (CDIC) as a key initiative of the Defence Industry Policy Statement (DIPS). Its purpose is to help transform the Defence and industry relationship, and to support defence industry development, critical skilling and export initiatives.   Defence Business Maturity Framework is proposed as one of the first Industry Development Projects which is the requirement for this RFT.",Centre for Defence Industry Capability - Capability Improvement Grants,Small Business,"The Government has announced on 15 October 2021 that the Sovereign Industrial Capability Priority Grant and Capability Improvement Grant programs have now closed for applications for the 2021-22 financial year. For more information  read the media release . 
 A business can apply for a Capability Improvement Grant to cover up to 80% of the cost of engaging a consultant or expert to implement business improvements. As part of their grant application the business must include a proposal and quote from a service provider. 
 The business improvements will be set out in an advisory services report provided to the business by the CDIC.  
 As a potential service provider, your proposal and quote should: 
 
 align with the recommendations outlined in the CDIC’s advisory services report 
 clearly set out the objectives, purpose and expected benefits you intend to deliver as part of the Capability Improvement Grant project 
",2
623403e528a0c11b54da33c5,-0.671897116,6234110e28a0c11b54da38a4,Empowering Business to Go Digital,Industry Innovation,"The Empowering Business to Go Digital program will provide a single grant of up to $3 million in matched funding to support the establishment of a non-government organisation to build and enhance small business digital capability and to address issues raised in the  Small Business Digital Taskforce report . The program will run over two years from 2018-19 to 2019-20. 
 The objectives of the program are to: 
 
 
 establish a financially self-sustaining non-government organisation (NGO) to increase small business awareness and adoption of digital technology, in line with the recommendations of the Small Business Digital Taskforce Report 
 
 
 establish an online platform as a central point of up-to-date and tailored digital information for Australian small businesses and their trusted advisers 
 
 
 improve information sharing between businesses, government, industry associations and the small business commissioners. 
 
 
 The intended outcomes of the program are: 
 
 
 increased accessibility of small business digital information 
 
 
 increased small business awareness and adoption of digital technology 
 
 improved small business digital capability and productivity. 
",Centre for Defence Industry Capability - Capability Improvement Grants,Small Business,"The Government has announced on 15 October 2021 that the Sovereign Industrial Capability Priority Grant and Capability Improvement Grant programs have now closed for applications for the 2021-22 financial year. For more information  read the media release . 
 A business can apply for a Capability Improvement Grant to cover up to 80% of the cost of engaging a consultant or expert to implement business improvements. As part of their grant application the business must include a proposal and quote from a service provider. 
 The business improvements will be set out in an advisory services report provided to the business by the CDIC.  
 As a potential service provider, your proposal and quote should: 
 
 align with the recommendations outlined in the CDIC’s advisory services report 
 clearly set out the objectives, purpose and expected benefits you intend to deliver as part of the Capability Improvement Grant project 
",4
6234070228a0c11b54da34fd,-0.671889901,6234110e28a0c11b54da38a4,Empowering Business to Go Digital,Industry Innovation,"The Empowering Business to Go Digital program will provide a single grant of up to $3 million to support the establishment of a non-government organisation to build and enhance small business digital capability and to address issues raised in the  Small Business Digital Taskforce report . The program will run from 2019-20 to 2021-22. 
 The objectives of the program are to: 
 
 establish a financially self-sustaining non-government organisation (NGO) to increase small business awareness and adoption of digital technology, in line with the recommendations of the Small Business Digital Taskforce Report 
 establish an online platform as a central point of up-to-date and tailored digital information for Australian small businesses and their trusted advisers 
 improve information sharing between businesses, government, industry associations and the small business commissioners. 
 
 The intended outcomes of the program are: 
 
 increased accessibility of small business digital information 
 increased small business awareness and adoption of digital technology 
 improved small business digital capability and productivity. 
",Centre for Defence Industry Capability - Capability Improvement Grants,Small Business,"The Government has announced on 15 October 2021 that the Sovereign Industrial Capability Priority Grant and Capability Improvement Grant programs have now closed for applications for the 2021-22 financial year. For more information  read the media release . 
 A business can apply for a Capability Improvement Grant to cover up to 80% of the cost of engaging a consultant or expert to implement business improvements. As part of their grant application the business must include a proposal and quote from a service provider. 
 The business improvements will be set out in an advisory services report provided to the business by the CDIC.  
 As a potential service provider, your proposal and quote should: 
 
 align with the recommendations outlined in the CDIC’s advisory services report 
 clearly set out the objectives, purpose and expected benefits you intend to deliver as part of the Capability Improvement Grant project 
",4
6162aa1fe1b7f5c73e6fe34e,-0.343831937,62340aee28a0c11b54da3676,Expert and Specialised Services Related to Appliance & Equipment Energy Efficiency Under a Panel Arrangement,Engineering and Research and Technology Based Services,"The Department of the Environment, Water, Heritage and the Arts invites tenders for specialist experts and advisers in the field of appliance and equipment energy efficiency for the Equipment Energy Efficiency Electrical and Gas Programmes and related international energy efficiency projects.",Hotel Energy Uplift Program,Trade and Tourism,"The objectives of the program are to assist hotels to: 
 
 upgrade equipment to reduce energy consumption 
 upgrade the building fabric to save energy, such as improving windows, drapes or insulation  
 undertake energy management activities and assessments, such as energy audits and engineering feasibility studies for energy efficiency upgrades 
 invest in energy monitoring and management systems. 
 
 There is $10.2 million available for this grant opportunity. 
 The minimum grant amount is $10,000 and the maximum grant is $25,000.  
 You must complete your project by 30 June 2022. ",5
6234086f28a0c11b54da3586,-0.96630629,62340aee28a0c11b54da3676,Energy Efficient Communities Program (EEC) - Small Business Grants,Energy Resources,"The objective of this grant opportunity is to support small businesses to save energy through:  
 
 replace existing equipment with higher efficiency equipment 
 install or replace a component/s to help an existing system run more efficiently 
 carry out on-farm energy audits 
 carry out monitoring of energy usage and emissions 
 
 There is an estimated $9.06 million available for this grant opportunity, with a maximum of three projects funded per electorate. We expect that there will be a high level of interest for this grant opportunity and it will likely be oversubscribed. This means an eligible application will not automatically be approved. We will approve grants according to meeting eligibility criteria, submission time and date and distribution across  federal electoral divisions . 
 
 The maximum grant amount is $20,000 
 The maximum project period is 18 months 
 
 You can use your grant for one or more of the following: 
 
 replacing existing equipment with higher efficiency equipment 
 installing or replacing a component to help an existing system run more efficiently (for example installing a variable speed drive on a pump, or installing automatic controls on energy using equipment, or installing a modulating burner on a boiler) 
 energy audits  
 investment feasibility studies for energy efficiency upgrades 
 monitoring of energy consumption and emissions 
",Hotel Energy Uplift Program,Trade and Tourism,"The objectives of the program are to assist hotels to: 
 
 upgrade equipment to reduce energy consumption 
 upgrade the building fabric to save energy, such as improving windows, drapes or insulation  
 undertake energy management activities and assessments, such as energy audits and engineering feasibility studies for energy efficiency upgrades 
 invest in energy monitoring and management systems. 
 
 There is $10.2 million available for this grant opportunity. 
 The minimum grant amount is $10,000 and the maximum grant is $25,000.  
 You must complete your project by 30 June 2022. ",5
62340f7428a0c11b54da3819,-0.945737075,62340aee28a0c11b54da3676,Energy Efficient Communities Program – Food and Beverage Manufacturing Business Grants,Energy Resources,"The objective of the grant opportunity is to support small and medium sized food and beverage manufacturing enterprises to save energy by: 
 
 replacing existing equipment with more energy efficient equipment 
 installing or replacing components to help existing systems run more efficiently 
 carrying out energy audits 
 monitoring and optimising energy use and emissions. 
 increasing knowledge of energy efficiency practices, and 
 positioning small and medium sized enterprises to adopt future technological advancement in energy consumption.  
 
 The intended outcomes of this grant are to: 
 
 lower energy costs through the adoption of energy efficiency practices and equipment 
 increase awareness of energy efficiency opportunities 
 enable energy savings that lead  to reduced greenhouse gas emissions. 
 
 The focus areas are: 
 
 energy audits and energy management 
 energy monitoring 
 heating ventilation and air conditioning at the manufacturing facility 
 lighting 
 other motors, conveyors, blowers, fans, pumps, and fluid distribution systems 
 power supply 
 process automation and controls 
 process cooling 
 process heating or drying 
 air compressors and compressed air systems 
 waste management. 
",Hotel Energy Uplift Program,Trade and Tourism,"The objectives of the program are to assist hotels to: 
 
 upgrade equipment to reduce energy consumption 
 upgrade the building fabric to save energy, such as improving windows, drapes or insulation  
 undertake energy management activities and assessments, such as energy audits and engineering feasibility studies for energy efficiency upgrades 
 invest in energy monitoring and management systems. 
 
 There is $10.2 million available for this grant opportunity. 
 The minimum grant amount is $10,000 and the maximum grant is $25,000.  
 You must complete your project by 30 June 2022. ",5
62340d1b28a0c11b54da3744,-0.91127581,62340aee28a0c11b54da3676,Powering Communities Program,Energy Resources,"The Powering Communities Program will run over 2021–2022. It provides grants to not-for-profit community organisations to improve their energy efficiency practices and technologies. This aims to reduce energy use, improve energy productivity and reduce carbon emissions. 
 The program will assist organisations to: 
 
 upgrade equipment to reduce energy consumption 
 undertake energy management activities and assessments, such as energy systems  assessments and feasibility studies 
 invest in energy monitoring and management systems 
 invest in on-site renewable energy and solar-connected batteries. 
 
 The grant amount will be up to 100% of eligible project expenditure. Grants will be between $5,000 and $12,000. You must fund any expenditure over the grant amount they are awarded. You should complete your project by 30 June 2022.  
 Become an invited organisation 
 Community consultation is a critical element of the program. In consultation with their community, each MP must identify potential applicants and projects in their electorate and invite them to apply for a grant. Invited applications will be assessed against the program’s eligibility criteria through a closed non-competitive process. 
 Each electorate has total funding of up to $67,700 that can be allocated to successful applications. A maximum of 12 projects will be funded in each electorate.",Hotel Energy Uplift Program,Trade and Tourism,"The objectives of the program are to assist hotels to: 
 
 upgrade equipment to reduce energy consumption 
 upgrade the building fabric to save energy, such as improving windows, drapes or insulation  
 undertake energy management activities and assessments, such as energy audits and engineering feasibility studies for energy efficiency upgrades 
 invest in energy monitoring and management systems. 
 
 There is $10.2 million available for this grant opportunity. 
 The minimum grant amount is $10,000 and the maximum grant is $25,000.  
 You must complete your project by 30 June 2022. ",5
6234086b28a0c11b54da3584,-0.668074798,62340aee28a0c11b54da3676,Energy Efficient Communities Program - Dairy Farming Business Grants,Farming,"The objective of this grant opportunity is to support Australian dairy farming businesses to save energy through:  
 
 replace existing equipment with higher efficiency equipment 
 install or replace a component/s to help an existing system run more efficiently 
 carry out on-farm energy audits 
 carry out monitoring of energy usage and emissions  
 
 There is an estimated $10 million available for this grant opportunity and funding will be distributed between jurisdictions in proportion to the number of dairy cow farms with the following breakdown of grant funding. 
 
 
 
 
 Jurisdiction 
 
 
 Budget limit 
 
 
 Percentage 
 
 
 
 
 VIC 
 
 
 $5,800,000 
 
 
 58% 
 
 
 
 
 NSW 
 
 
 $1,500,000 
 
 
 15% 
 
 
 
 
 TAS 
 
 
 $900,000 
 
 
 9% 
 
 
 
 
 QLD 
 
 
 $800,000 
 
 8% 
 
 
 
 SA 
 
 
 $600,000 
 
 
 6% 
 
 
 
 
 WA 
 
 
 $400,000 
 
 4% 
 
 
 
 We expect that there may be a high level of interest for this grant opportunity and it may be oversubscribed. This means an eligible application will not automatically be approved. We will approve grants according to meeting eligibility criteria, submission time and date and distribution. 
 
 The maximum grant amount is $20,000 
 The maximum project period is 18 months 
 
 You can use your grant for one or more of the following: 
 
 replacing existing equipment with higher efficiency equipment 
 installing or replacing a component to help an existing system run more efficiently (for example installing solar pre-heating for a hot water system, installing a variable speed drive on a vacuum pump, installing heat recovery from milk cooling equipment to pre-heat hot water, installing remote monitoring equipment for water storage or pasture condition) 
 energy audits  
 investment feasibility studies for energy efficiency upgrades 
 monitoring of energy consumption and emissions 
",Hotel Energy Uplift Program,Trade and Tourism,"The objectives of the program are to assist hotels to: 
 
 upgrade equipment to reduce energy consumption 
 upgrade the building fabric to save energy, such as improving windows, drapes or insulation  
 undertake energy management activities and assessments, such as energy audits and engineering feasibility studies for energy efficiency upgrades 
 invest in energy monitoring and management systems. 
 
 There is $10.2 million available for this grant opportunity. 
 The minimum grant amount is $10,000 and the maximum grant is $25,000.  
 You must complete your project by 30 June 2022. ",5
6162aa1fe1b7f5c73e6fe93a,-0.45830598,62340aee28a0c11b54da3676,Technical Services for developing energy efficiency provisions for residential buildings in NCC 2022,Management advisory services,Provision of technical services to develop content for the Australian Building Code Board to use in drafting the enhanced energy efficiency provisions for residential buildings in the National Construction Code 2022.,Hotel Energy Uplift Program,Trade and Tourism,"The objectives of the program are to assist hotels to: 
 
 upgrade equipment to reduce energy consumption 
 upgrade the building fabric to save energy, such as improving windows, drapes or insulation  
 undertake energy management activities and assessments, such as energy audits and engineering feasibility studies for energy efficiency upgrades 
 invest in energy monitoring and management systems. 
 
 There is $10.2 million available for this grant opportunity. 
 The minimum grant amount is $10,000 and the maximum grant is $25,000.  
 You must complete your project by 30 June 2022. ",3
623408a128a0c11b54da359b,-0.440280845,62340aee28a0c11b54da3676,Energy Efficient Communities Program (EEC)– High Energy Using Business Grants,Energy Resources,"The objective of this grant opportunity is to support high energy using businesses to save energy through: 
 
 replace existing equipment with higher efficiency equipment 
 install or replace a component/s to help an existing system run more efficiently 
 carry out energy audits 
 carry out monitoring of energy usage and emissions 
 
 There is an estimated $14.8 million available for this grant opportunity. Funding will be distributed between states and territories with the percentage breakdown based on the distribution of high energy using businesses nationally. 
 
 The maximum grant amount is $25,000. 
 The maximum project period is 18 months. 
 The grant percentage is 50%, you’re responsible for the remaining project expenditure. 
 
 You can use your grant for one or more of the following: 
 
 replacing existing equipment with higher efficiency equipment 
 installing or replacing a component to help an existing system run more efficiently 
 energy audits 
 investment feasibility studies for energy efficiency upgrades 
 monitoring of energy consumption and greenhouse gas emissions 
",Hotel Energy Uplift Program,Trade and Tourism,"The objectives of the program are to assist hotels to: 
 
 upgrade equipment to reduce energy consumption 
 upgrade the building fabric to save energy, such as improving windows, drapes or insulation  
 undertake energy management activities and assessments, such as energy audits and engineering feasibility studies for energy efficiency upgrades 
 invest in energy monitoring and management systems. 
 
 There is $10.2 million available for this grant opportunity. 
 The minimum grant amount is $10,000 and the maximum grant is $25,000.  
 You must complete your project by 30 June 2022. ",5
6162aa1fe1b7f5c73e6fe910,-0.358115654,62340aee28a0c11b54da3676,Environmental Impact Assessment and Land Management,Management advisory services,"Environmental Impact Assessment and Land Management Services as part of the Defence Infrastructure Panel – Environment, Heritage and Estate Engineering 2020 - 2025 (Panel).",Hotel Energy Uplift Program,Trade and Tourism,"The objectives of the program are to assist hotels to: 
 
 upgrade equipment to reduce energy consumption 
 upgrade the building fabric to save energy, such as improving windows, drapes or insulation  
 undertake energy management activities and assessments, such as energy audits and engineering feasibility studies for energy efficiency upgrades 
 invest in energy monitoring and management systems. 
 
 There is $10.2 million available for this grant opportunity. 
 The minimum grant amount is $10,000 and the maximum grant is $25,000.  
 You must complete your project by 30 June 2022. ",1
6162aa1fe1b7f5c73e6fe08e,-0.31100924,62340aee28a0c11b54da3676,Energy Efficiency Opportunities Trial of Assessment Process,Management advisory services,"Consultancy services to provide advice and services to assist the Department in the development and trialing of the assessment, reporting and verification procedures under the Energy Efficiency Opportunities program.",Hotel Energy Uplift Program,Trade and Tourism,"The objectives of the program are to assist hotels to: 
 
 upgrade equipment to reduce energy consumption 
 upgrade the building fabric to save energy, such as improving windows, drapes or insulation  
 undertake energy management activities and assessments, such as energy audits and engineering feasibility studies for energy efficiency upgrades 
 invest in energy monitoring and management systems. 
 
 There is $10.2 million available for this grant opportunity. 
 The minimum grant amount is $10,000 and the maximum grant is $25,000.  
 You must complete your project by 30 June 2022. ",4
